signal_date,execution_date,symbol,ret5,ret21,above_sma20,portfolio_next_week,distance
2021-04-16,2021-04-19,MRNA,0.21210615952313372,0.1576414774652659,0.22928226497110504,0.019532056347316473,0.9517556880248165
2021-11-26,2021-11-29,MRNA,0.31112525356986587,-0.0330028162403192,0.20869550868945863,-0.051831449920483275,1.0208933308392152
2024-09-20,2024-09-23,CEG,0.3010511276660883,0.29602521093829415,0.31839722029043194,0.010896729203027533,1.0319344765437162
2025-04-25,2025-04-28,PLTR,0.20260183407976107,0.22214997832683148,0.24758017234703922,0.09284440117846193,1.0763483287603082
2020-11-20,2020-11-23,TSLA,0.1985556915544675,0.14988609408393794,0.14430017633922598,0.10340349140718574,1.132303935248061
2024-10-25,2024-10-28,TSLA,0.21971001359311293,0.058886004248288826,0.13963358487770328,-0.03316242675890868,1.1428297194091217
2024-11-08,2024-11-11,TSLA,0.2901437866495302,0.3453113875277465,0.29494430715521025,-0.03124192634733014,1.1460439775025466
2025-08-08,2025-08-11,PLTR,0.21190121216049773,0.31200000000000006,0.1709590139292516,-0.008505883104250489,1.235526153721556
2021-01-08,2021-01-11,TSLA,0.2470701602732155,0.35412691573829,0.2854654411200821,0.02423225797839046,1.2870299292149243
2025-04-25,2025-04-28,MSTR,0.16238965952080697,0.11964410433937611,0.20414761593729613,0.09284440117846193,1.2956576871587566
