variant,candidate,additional_slippage_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,event_count,symbol_count,quote_coverage_fraction,trade_evidence_fraction,median_entry_spread_bps,median_exit_spread_bps,q90_entry_spread_bps,q90_exit_spread_bps,median_entry_delay_ms,median_exit_delay_ms,median_entry_ask_size_raw,median_exit_bid_size_raw,median_nbbo_minus_bar_bps,top_5_day_profit_share,top_symbol_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
all_state_marketable_nbbo_slip0,all_state,0,0.6587760692303691,0.3086334134680302,27,False,232,91,1.0,1.0,29.0443716370348,3.474425696296905,82.70622207523917,11.304593732690956,456.3795,44.3705,5.5,7.0,-17.504273547499505,0.6793554439184233,0.1920876012734409,0.03659867051279828,7,0,0.057670424991143256,4,0,0.05510473862629849,2,0
all_state_marketable_nbbo_slip2,all_state,2,0.5659760692303692,0.33393653752559194,34,False,232,91,1.0,1.0,29.0443716370348,3.474425696296905,82.70622207523917,11.304593732690956,456.3795,44.3705,5.5,7.0,-17.504273547499505,0.7872119214522514,0.22004943616108125,0.03144311495724273,7,0,0.052550424991143256,4,0,0.04987140529296516,2,0
all_state_marketable_nbbo_slip5,all_state,5,0.4267760692303689,0.37200409872782847,34,False,232,91,1.0,1.0,29.0443716370348,3.474425696296905,82.70622207523917,11.304593732690956,456.3795,44.3705,5.5,7.0,-17.504273547499505,1.0369445263247683,0.2847927137385963,0.023709781623909385,8,0,0.04487042499114324,5,0,0.04202140529296514,3,0
vol_high_marketable_nbbo_slip0,vol_high,0,0.7721234176757393,0.07710720557175929,5,False,122,73,1.0,1.0,32.26827982314596,3.1047516556531565,96.363178241622,11.36070642854445,457.832,53.974999999999994,7.0,9.0,-19.281170027912744,0.5117975961778986,0.1646350091040377,0.04289574542642996,5,3,0.05384132993491244,2,3,0.044023551327528936,2,3
vol_high_marketable_nbbo_slip2,vol_high,2,0.7233234176757395,0.0811481377573621,5,False,122,73,1.0,1.0,32.26827982314596,3.1047516556531565,96.363178241622,11.36070642854445,457.832,53.974999999999994,7.0,9.0,-19.281170027912744,0.5435617035357239,0.17353032244112285,0.04018463431531885,6,3,0.05120132993491244,3,3,0.041490217994195604,2,3
vol_high_marketable_nbbo_slip5,vol_high,5,0.6501234176757392,0.10070261568339785,5,False,122,73,1.0,1.0,32.26827982314596,3.1047516556531565,96.363178241622,11.36070642854445,457.832,53.974999999999994,7.0,9.0,-19.281170027912744,0.6001489848096991,0.18937718985519397,0.03611796764865218,6,3,0.04724132993491244,3,3,0.03769021799419559,2,3
