variant,threshold,entry,exit,leg,expression,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q50_1559_next_0930_close_negative_signal_bull_c2,q50,15:59,next_0930_close,negative_signal_bull,product_long_only,2,0.8663480040826834,0.33754841073843056,114.0,False,86,0.6046511627906976,0.02963308087887735,0.8367149232038059,0.4907939076677943,0.04813044467126018,7,0,0.07519731047893578,4,0,0.08363945909889792,3,0
q50_1559_next_0934_close_negative_signal_bull_c2,q50,15:59,next_0934_close,negative_signal_bull,product_long_only,2,0.8629443233274426,0.34220993168398434,194.0,False,86,0.6046511627906976,-0.06576725390641064,0.9287115772338532,0.5222039767346397,0.04794135129596902,7,0,0.07418576479945518,4,0,0.0904334443725719,2,0
q40_1556_next_open_both_reversal_c2,q40,15:56,next_open,both_reversal,product_long_only,2,0.741274380724826,0.49171717685973804,33.0,False,221,0.5248868778280543,0.11611281258427605,0.6251615681405501,0.9114384967673079,0.04118191004026812,9,0,0.07344584259248538,6,0,0.05850113670177167,5,0
q60_1556_next_open_both_reversal_c2,q60,15:56,next_open,both_reversal,product_long_only,2,0.7980733051432838,0.41022665710895095,31.0,False,146,0.5273972602739726,0.24374920472400047,0.5543241004192833,0.8337559016462259,0.04433740584129356,8,0,0.07327389664214676,6,0,0.049966729990336356,5,0
q50_1559_next_open_negative_signal_bull_c2,q50,15:59,next_open,negative_signal_bull,product_long_only,2,0.8674548634757369,0.3047203143797528,114.0,False,86,0.6395348837209303,0.03640733491331434,0.8310475285624223,0.47360377718649654,0.04819193685976314,6,0,0.07296917594482029,3,0,0.0820378650319313,2,0
q60_1556_next_0930_close_both_reversal_c2,q60,15:56,next_0930_close,both_reversal,product_long_only,2,0.7871123623641366,0.42259855006780056,28.0,False,146,0.5342465753424658,0.2672576304050785,0.5198547319590581,0.8290513883215066,0.04372846457578537,8,0,0.07296100004280234,6,0,0.047431785404430084,5,0
q60_1559_next_0934_close_both_reversal_c2,q60,15:59,next_0934_close,both_reversal,product_long_only,2,0.9058648099616455,0.3236340417005995,10.0,False,146,0.5547945205479452,0.5119445695736291,0.39392024038801654,0.6369116032052033,0.05032582277564699,7,0,0.07252917010517186,6,0,0.044668756136927945,5,0
q40_1559_next_0930_close_both_reversal_c5,q40,15:59,next_0930_close,both_reversal,product_long_only,5,0.7279182829947998,0.5123466428094731,37.0,False,221,0.5384615384615384,0.1205377563674711,0.6073805266273287,0.8386482600315192,0.04043990461082222,8,0,0.07237456955527932,5,0,0.06160719169297941,4,0
q50_1559_next_0930_close_negative_signal_bull_c5,q50,15:59,next_0930_close,negative_signal_bull,product_long_only,5,0.814748004082683,0.34603860355020366,118.0,False,86,0.6046511627906976,0.0038330808788772375,0.8109149232038058,0.5181949758800373,0.0452637780045935,7,0,0.07231731047893573,4,0,0.0808394590988979,3,0
q50_1556_next_0930_close_negative_signal_bull_c2,q50,15:56,next_0930_close,negative_signal_bull,product_long_only,2,0.8147961871474398,0.3459359302828793,148.0,False,86,0.5813953488372093,0.0034590659608972653,0.8113371211865423,0.48671646133077956,0.04526645484152442,8,0,0.07205292158001751,5,0,0.07964008810743052,4,0
q40_1559_next_0934_close_both_reversal_c2,q40,15:59,next_0934_close,both_reversal,product_long_only,2,0.8907404137879986,0.37193552616445724,23.0,False,221,0.5384615384615384,0.34175794443942337,0.5489824693485754,0.6551562805928278,0.049485578543777727,7,0,0.07196957302474091,5,0,0.06267544495526896,4,0
q50_1559_next_0934_close_both_reversal_c10,q50,15:59,next_0934_close,both_reversal,product_long_only,10,0.6189829766333352,0.6349116541380251,59.0,False,187,0.5561497326203209,0.18126006402436723,0.437722912608968,0.9191784425064712,0.034387943146296396,7,0,0.07169306569688502,4,0,0.05365774374615387,3,0
q50_1559_next_0934_close_negative_signal_bull_c5,q50,15:59,next_0934_close,negative_signal_bull,product_long_only,5,0.8113443233274423,0.35745462346086404,194.0,False,86,0.6046511627906976,-0.09156725390641074,0.9029115772338531,0.5517176178744491,0.04507468462930235,7,0,0.07130576479945515,4,0,0.08763344437257191,2,0
q60_1559_next_open_both_reversal_c5,q60,15:59,next_open,both_reversal,product_long_only,5,0.7641348722179901,0.4154812088623991,29.0,False,146,0.541095890410959,0.21362956295221802,0.5505053092657721,0.8149327890068868,0.0424519373454439,9,0,0.07127999825820411,6,0,0.051735361149468244,5,0
q50_1556_next_0934_close_negative_signal_bull_c2,q50,15:56,next_0934_close,negative_signal_bull,product_long_only,2,0.8113329376083928,0.35977308317582385,194.0,False,86,0.6162790697674418,-0.09202932057031026,0.9033622581787029,0.5301543561457766,0.04507405208935514,6,0,0.07104376596218175,4,0,0.08641472890886931,2,0
q60_1559_next_0930_close_both_reversal_c5,q60,15:59,next_0930_close,both_reversal,product_long_only,5,0.7540698842669172,0.4341627421453669,29.0,False,146,0.5547945205479452,0.23836262737128056,0.5157072568956367,0.8095634293527009,0.04189277134816208,8,0,0.07102888023335138,6,0,0.049189503193306505,5,0
q50_1559_next_open_negative_signal_bull_c5,q50,15:59,next_open,negative_signal_bull,product_long_only,5,0.8158548634757363,0.31322516937789935,148.0,False,86,0.6395348837209303,0.010607334913314226,0.8052475285624221,0.49988045440270223,0.04532527019309646,7,0,0.07008917594482028,4,0,0.07923786503193131,2,0
q50_1556_next_open_negative_signal_bull_c2,q50,15:56,next_open,negative_signal_bull,product_long_only,2,0.8163949344067817,0.3133658983116684,148.0,False,86,0.6046511627906976,0.010803755712881152,0.8055911786939003,0.48763289183374914,0.04535527413371007,6,0,0.06985952921771563,3,0,0.07806080544113252,2,0
q60_1556_next_0934_close_both_reversal_c2,q60,15:56,next_0934_close,both_reversal,product_long_only,2,0.8508452234385885,0.3267197351718322,13.0,False,146,0.5684931506849316,0.49626592916146184,0.35457929427712664,0.7245360634230393,0.047269179079921585,6,0,0.06940344948695672,5,0,0.0381668735027546,4,0
q40_1559_next_open_both_reversal_c5,q40,15:59,next_open,both_reversal,product_long_only,5,0.6657756867997323,0.5082802445426546,37.0,False,221,0.5384615384615384,0.06017418841878852,0.6056014983809438,0.9593071067056653,0.03698753815554068,8,0,0.06924049812807995,5,0,0.05847869842839678,4,0
q50_1556_next_0930_close_negative_signal_bull_c5,q50,15:56,next_0930_close,negative_signal_bull,product_long_only,5,0.7631961871474393,0.3543859532841868,241.0,False,86,0.5581395348837209,-0.022340934039102867,0.7855371211865422,0.5156927190441796,0.04239978817485774,8,0,0.06917292158001749,5,0,0.07684008810743052,4,0
q40_1556_next_0930_close_both_reversal_c5,q40,15:56,next_0930_close,both_reversal,product_long_only,5,0.6696135596623995,0.5164259709338028,37.0,False,221,0.5158371040723982,0.10914796394499371,0.5604655957174058,0.970046958294119,0.037200753314577756,8,0,0.06898209217874708,5,0,0.05431928748397863,4,0
q40_1556_next_0934_close_both_reversal_c2,q40,15:56,next_0934_close,both_reversal,product_long_only,2,0.8313171870344731,0.37681202167017946,26.0,False,221,0.5475113122171946,0.328929382975889,0.5023878040585841,0.7511043314120699,0.046184288168581854,7,0,0.06852224193969163,5,0,0.05533248655399684,4,0
q60_1556_next_open_both_reversal_c5,q60,15:56,next_open,both_reversal,product_long_only,5,0.7104733051432836,0.4269053983714368,32.0,False,146,0.5068493150684932,0.19994920472400035,0.5105241004192832,0.9323338728060079,0.03947073917462687,8,0,0.06823389664214675,6,0,0.04526672999033634,5,0
q50_1556_next_0934_close_negative_signal_bull_c5,q50,15:56,next_0934_close,negative_signal_bull,product_long_only,5,0.7597329376083923,0.374948785253242,195.0,False,86,0.6162790697674418,-0.11782932057031037,0.8775622581787027,0.5622129435407023,0.04220738542268846,7,0,0.06816376596218172,4,0,0.0836147289088693,2,0
q60_1556_next_0930_close_both_reversal_c5,q60,15:56,next_0930_close,both_reversal,product_long_only,5,0.6995123623641365,0.4397640007583698,29.0,False,146,0.5342465753424658,0.22345763040507838,0.4760547319590581,0.9285848710203017,0.038861797909118694,8,0,0.06792100004280235,6,0,0.04273178540443007,5,0
q50_1559_next_0930_close_negative_signal_bull_c10,q50,15:59,next_0930_close,negative_signal_bull,product_long_only,10,0.7287480040826829,0.3602326710640417,241.0,False,86,0.6046511627906976,-0.0391669191211228,0.7679149232038057,0.5724864013165785,0.04048600022681572,8,0,0.06751731047893574,5,0,0.07617279243223123,4,0
q60_1559_next_0934_close_both_reversal_c5,q60,15:59,next_0934_close,both_reversal,product_long_only,5,0.8182648099616456,0.33751410531932435,10.0,False,146,0.5547945205479452,0.46814456957362904,0.3501202403880166,0.7014303944303207,0.045459156108980305,7,0,0.06748917010517186,6,0,0.039968756136927935,5,0
q50_1556_next_0934_close_both_reversal_c10,q50,15:56,next_0934_close,both_reversal,product_long_only,10,0.5445718340070815,0.638099299635595,59.0,False,187,0.5508021390374331,0.1469814937500462,0.3975903402570353,1.1173329408082804,0.03025399077817119,7,0,0.0670985691497484,4,0,0.046276198236007975,3,0
q50_1556_next_open_negative_signal_bull_c5,q50,15:56,next_open,negative_signal_bull,product_long_only,5,0.7647949344067811,0.32183056305832963,241.0,False,86,0.5697674418604651,-0.014996244287118987,0.7797911786939001,0.5166104075331853,0.042488607467043395,7,0,0.06697952921771562,4,0,0.0752608054411325,2,0
q50_1559_next_0934_close_negative_signal_bull_c10,q50,15:59,next_0934_close,negative_signal_bull,product_long_only,10,0.7253443233274423,0.38294000613067325,195.0,False,86,0.6046511627906976,-0.13456725390641078,0.859911577233853,0.6102383972781923,0.040296906851524567,7,0,0.06650576479945515,4,0,0.08296677770590523,2,0
q40_1556_next_open_both_reversal_c5,q40,15:56,next_open,both_reversal,product_long_only,5,0.6086743807248258,0.5181892254635633,40.0,False,221,0.5113122171945701,0.050112812584276134,0.5585615681405497,1.1050670581189426,0.033815243373601436,9,0,0.06592584259248536,6,0,0.05120113670177165,5,0
q50_1559_next_open_negative_signal_bull_c10,q50,15:59,next_open,negative_signal_bull,product_long_only,10,0.7298548634757362,0.32744402290451563,241.0,False,86,0.6046511627906976,-0.03239266508668581,0.7622475285624221,0.5519315141130078,0.04054749241531868,7,0,0.06528917594482027,4,0,0.07457119836526464,2,0
q40_1559_next_0934_close_both_reversal_c5,q40,15:59,next_0934_close,both_reversal,product_long_only,5,0.7581404137879987,0.3972465230091706,30.0,False,221,0.5384615384615384,0.2757579444394236,0.4823824693485751,0.7657871364095483,0.04211891187711104,8,0,0.06444957302474089,5,0,0.05537544495526894,4,0
q50_1556_next_0930_close_negative_signal_bull_c10,q50,15:56,next_0930_close,negative_signal_bull,product_long_only,10,0.6771961871474392,0.3685126081709596,245.0,False,86,0.5465116279069767,-0.0653409340391029,0.7425371211865421,0.5737993277118275,0.03762201039707996,8,0,0.06437292158001749,5,0,0.07217342144076384,4,0
q60_1556_next_0934_close_both_reversal_c5,q60,15:56,next_0934_close,both_reversal,product_long_only,5,0.7632452234385885,0.3401782807464241,13.0,False,146,0.5684931506849316,0.4524659291614618,0.3107792942771267,0.8037627094588053,0.042402512413254906,7,0,0.06436344948695673,6,0,0.03346687350275459,5,0
q50_1556_next_0934_close_negative_signal_bull_c10,q50,15:56,next_0934_close,negative_signal_bull,product_long_only,10,0.6737329376083923,0.40031838275728066,203.0,False,86,0.6046511627906976,-0.1608293205703104,0.8345622581787027,0.6265564106990466,0.037429607644910684,7,0,0.06336376596218173,4,0,0.07894806224220262,2,0
q60_1559_next_open_both_reversal_c10,q60,15:59,next_open,both_reversal,product_long_only,10,0.61813487221799,0.4444808687492357,30.0,False,146,0.5273972602739726,0.14062956295221796,0.47750530926577206,0.9993265068148179,0.03434082623433278,10,0,0.0628799982582041,7,0,0.0439020278161349,6,0
q60_1559_next_0930_close_both_reversal_c10,q60,15:59,next_0930_close,both_reversal,product_long_only,10,0.6080698842669171,0.4630186365484009,30.0,False,146,0.5547945205479452,0.1653626273712805,0.4427072568956366,0.9957200926151196,0.03378166023705095,9,0,0.06262888023335136,6,0,0.04135616985997317,5,0
q50_1556_next_open_negative_signal_bull_c10,q50,15:56,next_open,negative_signal_bull,product_long_only,10,0.6787949344067811,0.33598196493085386,241.0,False,86,0.5581395348837209,-0.057996244287119025,0.7367911786939001,0.5746964259303492,0.03771082968926562,7,0,0.062179529217715614,4,0,0.07059413877446584,2,0
q40_1556_next_0934_close_both_reversal_c5,q40,15:56,next_0934_close,both_reversal,product_long_only,5,0.6987171870344732,0.40155507183825945,33.0,False,221,0.5475113122171946,0.2629293829758892,0.43578780405858397,0.8893525899889333,0.03881762150191517,7,0,0.061002241939691636,5,0,0.04803248655399683,4,0
q40_1559_next_0934_close_negative_signal_bull_c2,q40,15:59,next_0934_close,negative_signal_bull,product_long_only,2,0.8318038320662785,0.3513002155404084,196.0,False,108,0.5740740740740741,-0.08708255221513087,0.9188863842814097,0.5912024032005365,0.04621132400368214,6,0,0.06082680998574523,4,0,0.08747348457139638,2,0
q40_1559_next_0930_close_negative_signal_bull_c2,q40,15:59,next_0930_close,negative_signal_bull,product_long_only,2,0.7849236640222131,0.23997873500899525,97.0,False,108,0.5740740740740741,-0.0017250759795075787,0.786648740001721,0.5768294500225455,0.043606870223456294,7,0,0.06014830054332697,5,0,0.07495170565912077,4,0
q40_1559_next_0930_close_both_reversal_c10,q40,15:59,next_0930_close,both_reversal,product_long_only,10,0.5069182829947996,0.5574003069373262,102.0,False,221,0.5339366515837104,0.010537756367471009,0.49638052662732857,1.1944082937820004,0.028162126833044428,9,0,0.059841236221945975,6,0,0.049440525026312736,5,0
q60_1556_next_open_both_reversal_c10,q60,15:56,next_open,both_reversal,product_long_only,10,0.5644733051432834,0.454789263521133,33.0,False,146,0.4931506849315068,0.1269492047240003,0.43752410041928314,1.1646225288592718,0.03135962806351575,8,0,0.05983389664214676,6,0,0.037433396657002994,5,0
q60_1556_next_0930_close_both_reversal_c10,q60,15:56,next_0930_close,both_reversal,product_long_only,10,0.5535123623641364,0.46846101115042016,30.0,False,146,0.5273972602739726,0.1504576304050783,0.40305473195905805,1.1644845546538616,0.030750686798007576,8,0,0.05952100004280234,6,0,0.03489845207109673,5,0
q60_1559_next_0934_close_both_reversal_c10,q60,15:59,next_0934_close,both_reversal,product_long_only,10,0.6722648099616455,0.3611794082045527,17.0,False,146,0.5547945205479452,0.395144569573629,0.2771202403880165,0.8463269235114492,0.03734804499786919,7,0,0.05908917010517186,6,0,0.0321354228035946,5,0
q40_1556_next_0934_close_negative_signal_bull_c2,q40,15:56,next_0934_close,negative_signal_bull,product_long_only,2,0.7866408975195435,0.3345151977762201,196.0,False,108,0.5833333333333334,-0.10480528243101275,0.8914461799505565,0.5904042541363945,0.04370227208441909,6,0,0.05818766453426148,5,0,0.08268796612119547,3,0
q50_1556_next_0934_close_always_bull_control_c2,q50,15:56,next_0934_close,always_bull_control,product_long_only,2,0.784459252601472,0.6974847893771925,281.0,False,187,0.5401069518716578,-0.5311771660031995,1.3156364186046716,0.7656024983576517,0.04358106958897066,8,0,0.05792933539322355,6,0,0.10938558199014797,4,0
q40_1556_next_0930_close_negative_signal_bull_c2,q40,15:56,next_0930_close,negative_signal_bull,product_long_only,2,0.7404047007062696,0.24924035332650082,97.0,False,108,0.5555555555555556,-0.0187615986069433,0.7591662993132131,0.5743316804234849,0.041133594483681646,9,0,0.057544639462811784,6,0,0.07019092826153596,4,0
q40_1559_next_0934_close_negative_signal_bull_c5,q40,15:59,next_0934_close,negative_signal_bull,product_long_only,5,0.7670038320662784,0.36775058578943604,196.0,False,108,0.5740740740740741,-0.11948255221513093,0.8864863842814094,0.6372385691897876,0.04261132400368214,7,0,0.05730680998574522,5,0,0.08407348457139636,3,0
q40_1559_next_open_both_reversal_c10,q40,15:59,next_open,both_reversal,product_long_only,10,0.4447756867997321,0.5537376820124885,102.0,False,221,0.5248868778280543,-0.049825811581211576,0.4946014983809437,1.4247256912317583,0.024709760377762888,8,0,0.05670716479474662,5,0,0.0463120317617301,4,0
q40_1559_next_0930_close_negative_signal_bull_c5,q40,15:59,next_0930_close,negative_signal_bull,product_long_only,5,0.7201236640222131,0.2550051952787406,97.0,False,108,0.5740740740740741,-0.034125075979507646,0.7542487400017207,0.6245692342832673,0.04000687022345628,8,0,0.05662830054332695,6,0,0.07155170565912075,4,0
q40_1556_next_0930_close_both_reversal_c10,q40,15:56,next_0930_close,both_reversal,product_long_only,10,0.44861355966239935,0.5614645856421546,37.0,False,221,0.5113122171945701,-0.0008520360550063871,0.44946559571740574,1.4367746647427784,0.02492297553679997,10,0,0.05644875884541371,7,0,0.04215262081731195,6,0
q50_1559_next_0934_close_always_bull_control_c2,q50,15:59,next_0934_close,always_bull_control,product_long_only,2,0.7531489258672158,0.6964667688196189,281.0,False,187,0.5347593582887701,-0.5603102719527857,1.313459197820002,0.8099956677807183,0.04184160699262312,8,0,0.05599204455648083,6,0,0.10875297712433844,4,0
q60_1556_next_0934_close_both_reversal_c10,q60,15:56,next_0934_close,both_reversal,product_long_only,10,0.6172452234385883,0.36350462041893367,17.0,False,146,0.547945205479452,0.3794659291614617,0.23777929427712663,0.9857800849114704,0.034291401302143795,8,0,0.0559634494869567,6,0,0.025633540169421248,5,0
q40_1559_next_open_negative_signal_bull_c2,q40,15:59,next_open,negative_signal_bull,product_long_only,2,0.7145608117723989,0.24969137690091367,190.0,False,108,0.6018518518518519,-0.03706346625449939,0.7516242780268987,0.5789752104797001,0.039697822876244404,8,0,0.05517889527140094,6,0,0.07004491791481965,5,0
q40_1556_next_0934_close_negative_signal_bull_c5,q40,15:56,next_0934_close,negative_signal_bull,product_long_only,5,0.7218408975195434,0.3508707020732067,203.0,False,108,0.5833333333333334,-0.13720528243101282,0.8590461799505562,0.6392490837784887,0.04010227208441908,8,0,0.05466766453426148,5,0,0.07928796612119546,3,0
q40_1556_next_0930_close_negative_signal_bull_c5,q40,15:56,next_0930_close,negative_signal_bull,product_long_only,5,0.6756047007062694,0.26437312228011184,194.0,False,108,0.5370370370370371,-0.05116159860694336,0.7267662993132128,0.624977705910981,0.03753359448368163,9,0,0.054024639462811774,6,0,0.06679092826153595,4,0
q40_1556_next_open_both_reversal_c10,q40,15:56,next_open,both_reversal,product_long_only,10,0.38767438072482563,0.5626613263961486,40.0,False,221,0.497737556561086,-0.059887187415723964,0.4475615681405496,1.7221308408662648,0.021537465595823646,9,0,0.05339250925915202,6,0,0.03903447003510497,5,0
q40_1556_next_open_negative_signal_bull_c2,q40,15:56,next_open,negative_signal_bull,product_long_only,2,0.6707050767416212,0.258901757236077,194.0,False,108,0.5740740740740741,-0.053531972085762033,0.7242370488273834,0.5983649736106466,0.037261393152312285,8,0,0.052619383862866485,6,0,0.06531770120384245,5,0
q67_1559_next_0934_close_both_reversal_c2,q67,15:59,next_0934_close,both_reversal,product_long_only,2,0.6918179944794849,0.27488983656100796,9.0,False,125,0.552,0.42597547048481305,0.26584252399467173,0.8339705139267775,0.03843433302663804,6,0,0.05260425138982648,5,0,0.02635400226822095,4,0
q50_1556_next_0930_close_always_bull_control_c2,q50,15:56,next_0930_close,always_bull_control,product_long_only,2,0.7666908408315449,0.5084060985120846,184.0,False,187,0.5347593582887701,-0.20516229061403202,0.9718531314455772,0.7908003788406254,0.042593935601752494,8,0,0.05241048826039221,6,0,0.0859873816368622,4,0
q40_1559_next_0934_close_both_reversal_c10,q40,15:59,next_0934_close,both_reversal,product_long_only,10,0.5371404137879985,0.4397503752638014,30.0,False,221,0.5384615384615384,0.1657579444394235,0.371382469348575,1.0715525432391544,0.02984113409933324,8,0,0.05191623969140753,5,0,0.04320877828860226,4,0
q40_1559_next_open_negative_signal_bull_c5,q40,15:59,next_open,negative_signal_bull,product_long_only,5,0.649760811772399,0.26491939637278406,194.0,False,108,0.6018518518518519,-0.0694634662544994,0.7192242780268984,0.6320987491937824,0.036097822876244384,8,0,0.051658895271400926,6,0,0.06664491791481963,5,0
q40_1559_next_0934_close_negative_signal_bull_c10,q40,15:59,next_0934_close,negative_signal_bull,product_long_only,10,0.6590038320662783,0.3957379934965701,208.0,False,108,0.5740740740740741,-0.17348255221513098,0.8324863842814093,0.7340843876312171,0.03661132400368213,9,0,0.05144014331907855,6,0,0.0784068179047297,3,0
q60_1559_next_0930_close_negative_signal_bull_c2,q60,15:59,next_0930_close,negative_signal_bull,product_long_only,2,0.6483531312731481,0.20629571011536424,106.0,False,65,0.6,0.04074372107844093,0.6076094101947072,0.6419253810751812,0.03601961840406377,7,1,0.0514189099520111,6,1,0.05774292533344728,4,1
q50_1556_next_0934_close_always_bull_control_c5,q50,15:56,next_0934_close,always_bull_control,product_long_only,5,0.6722592526014718,0.7270631551362773,293.0,False,187,0.5401069518716578,-0.5869771660031997,1.2592364186046714,0.8889189123674619,0.037347736255637316,8,0,0.05140933539322354,6,0,0.10313558199014794,4,0
q60_1559_next_open_negative_signal_bull_c2,q60,15:59,next_open,negative_signal_bull,product_long_only,2,0.6618348901232944,0.18558168261539662,30.0,False,65,0.6153846153846154,0.05482332927650435,0.6070115608467901,0.6083313587573315,0.036768605006849676,4,1,0.050956780014490326,3,1,0.058370005738168806,2,1
