variant,threshold,entry,exit,leg,expression,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,trade_count,win_rate,early_half_net,late_half_net,top_5_day_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
q67_1559_next_0930_close_both_reversal_c2,q67,15:59,next_0930_close,both_reversal,product_long_only,2,0.5707686115286132,0.33573654878305104,23.0,False,125,0.536,0.24577210306065123,0.3249965084679622,1.074809281883515,0.03170936730714521,6,0,0.05091240491361805,4,0,0.028799933964549624,3,0
q40_1559_next_0930_close_negative_signal_bull_c10,q40,15:59,next_0930_close,negative_signal_bull,product_long_only,10,0.612123664022213,0.28058946990710487,195.0,False,108,0.5740740740740741,-0.0881250759795077,0.7002487400017207,0.7265967835732529,0.034006870223456276,9,0,0.050761633876660286,6,0,0.06588503899245408,4,0
q67_1559_next_open_both_reversal_c2,q67,15:59,next_open,both_reversal,product_long_only,2,0.5689999698679827,0.3176592931937177,23.0,False,125,0.52,0.23014438761081535,0.3388555822571674,1.0996811875740604,0.03161110943711017,6,0,0.05068977630063046,4,0,0.030394971922246553,3,0
q50_1559_next_0930_close_always_bull_control_c2,q50,15:59,next_0930_close,always_bull_control,product_long_only,2,0.7344510761501091,0.5079823705361867,188.0,False,187,0.5401069518716578,-0.2353724873634011,0.9698235635135102,0.8259025078244687,0.04080283756389496,8,0,0.05043492226926565,6,0,0.08530139512446767,4,0
q60_1559_next_0934_close_negative_signal_bull_c2,q60,15:59,next_0934_close,negative_signal_bull,product_long_only,2,0.6770275335134973,0.2004015618125116,241.0,False,65,0.5846153846153846,0.016384050375270437,0.660643483138227,0.665605067793287,0.03761264075074985,6,1,0.05018444871835203,5,1,0.0631492395387064,3,1
q67_1556_next_0934_close_both_reversal_c2,q67,15:56,next_0934_close,both_reversal,product_long_only,2,0.6477918010355967,0.2768701348401908,12.0,False,125,0.568,0.4274027883559753,0.22038901267962135,0.9516453400413071,0.03598843339086649,5,0,0.0501424920343183,4,0,0.02093700917137606,3,0
q60_1556_next_0930_close_negative_signal_bull_c2,q60,15:56,next_0930_close,negative_signal_bull,product_long_only,2,0.6130437112729412,0.21551505236718746,106.0,False,65,0.5538461538461539,0.030787436101695292,0.582256275171246,0.6378657568765841,0.03405798395960784,8,1,0.049521924695250664,6,1,0.05477545432733181,4,1
q50_1559_next_0934_close_always_bull_control_c5,q50,15:59,next_0934_close,always_bull_control,product_long_only,5,0.6409489258672161,0.7262029774630425,287.0,False,187,0.5347593582887701,-0.616110271952786,1.257059197820002,0.9471072384196596,0.03560827365928977,8,0,0.04947204455648081,6,0,0.10250297712433842,4,0
q60_1559_next_0930_close_negative_signal_bull_c5,q60,15:59,next_0930_close,negative_signal_bull,product_long_only,5,0.6093531312731478,0.21060231774637686,106.0,False,65,0.6,0.021543721078440825,0.587809410194707,0.6780868262718167,0.0338529517373971,7,1,0.0492589099520111,6,1,0.055742925333447275,4,1
q40_1556_next_open_negative_signal_bull_c5,q40,15:56,next_open,negative_signal_bull,product_long_only,5,0.605905076741621,0.27423612546110154,194.0,False,108,0.5462962962962963,-0.08593197208576209,0.6918370488273831,0.6574073082323538,0.03366139315231228,10,0,0.049099383862866476,7,0,0.061917701203842435,5,0
q60_1556_next_open_negative_signal_bull_c2,q60,15:56,next_open,negative_signal_bull,product_long_only,2,0.6268587824599041,0.1957464977476605,106.0,False,65,0.5846153846153846,0.04530113957327475,0.5815576428866295,0.6248079684522339,0.03482548791443911,6,1,0.04908463933702841,4,1,0.05541222027085801,2,1
q40_1556_next_0934_close_negative_signal_bull_c10,q40,15:56,next_0934_close,negative_signal_bull,product_long_only,10,0.6138408975195433,0.3786979203152369,239.0,False,108,0.5740740740740741,-0.19120528243101287,0.8050461799505562,0.7435740013700832,0.03410227208441907,9,0,0.04880099786759481,6,0,0.07362129945452879,3,0
q60_1559_next_open_negative_signal_bull_c5,q60,15:59,next_open,negative_signal_bull,product_long_only,5,0.6228348901232942,0.19061903618636522,30.0,False,65,0.6153846153846154,0.035623329276504245,0.5872115608467899,0.6416065065054505,0.03460193834018301,5,1,0.04879678001449032,4,1,0.056370005738168805,2,1
q40_1556_next_0934_close_both_reversal_c10,q40,15:56,next_0934_close,both_reversal,product_long_only,10,0.47771718703447297,0.4436947120297633,30.0,False,221,0.5339366515837104,0.1529293829758891,0.3247878040585839,1.290315602386752,0.026539843724137386,8,0,0.048468908606358295,5,0,0.03586581988733015,4,0
q67_1556_next_0930_close_both_reversal_c2,q67,15:56,next_0930_close,both_reversal,product_long_only,2,0.5269886930953991,0.3402962906106368,23.0,False,125,0.512,0.2477265509182785,0.27926214217712064,1.2382743791902913,0.029277149616411077,6,0,0.048454120661353774,4,0,0.02340813741988911,3,0
q50_1556_next_open_always_bull_control_c2,q50,15:56,next_open,always_bull_control,product_long_only,2,0.7506731257285633,0.5384199768687173,184.0,False,187,0.5668449197860963,-0.1273941364071094,0.878067262135673,0.7857987111886935,0.041704062540475734,7,0,0.048362327841559596,5,0,0.08190095936710812,3,0
q40_1556_next_0934_close_always_bull_control_c2,q40,15:56,next_0934_close,always_bull_control,product_long_only,2,0.7483202426838871,0.7490650382001561,292.0,False,221,0.5339366515837104,-0.5489456152905092,1.2972658579743965,0.8208684182836917,0.04157334681577152,7,0,0.04834403856073618,6,0,0.10974732494676522,4,0
q60_1556_next_0934_close_negative_signal_bull_c2,q60,15:56,next_0934_close,negative_signal_bull,product_long_only,2,0.6416918155056408,0.20821721936430482,232.0,False,65,0.6,0.006370973219255949,0.635320842286385,0.6703088316915862,0.03564954530586893,6,1,0.048289311516834056,5,1,0.06016513658106303,3,1
q67_1559_next_0934_close_both_reversal_c5,q67,15:59,next_0934_close,both_reversal,product_long_only,5,0.6168179944794847,0.28652393066456655,10.0,False,125,0.552,0.388775470484813,0.22804252399467173,0.930510804705355,0.034267666359971374,6,0,0.04828425138982649,5,0,0.02240400226822094,4,0
q67_1556_next_open_both_reversal_c2,q67,15:56,next_open,both_reversal,product_long_only,2,0.5259328112644381,0.3285874500844964,26.0,False,125,0.496,0.2331311745876508,0.29280163667678744,1.2651774406502296,0.029218489514691033,6,0,0.04827982777423115,4,0,0.02497568138162792,3,0
q40_1556_next_0930_close_negative_signal_bull_c10,q40,15:56,next_0930_close,negative_signal_bull,product_long_only,10,0.5676047007062693,0.29349979911511404,203.0,False,108,0.5277777777777778,-0.10516159860694341,0.6727662993132127,0.7350853074876071,0.03153359448368163,9,0,0.0481579727961451,6,0,0.06112426159486927,4,0
q60_1559_next_0934_close_negative_signal_bull_c5,q60,15:59,next_0934_close,negative_signal_bull,product_long_only,5,0.6380275335134972,0.2044587442677111,245.0,False,65,0.5846153846153846,-0.002815949624729641,0.6408434831382268,0.7015887776459161,0.035445974084083176,6,1,0.04802444871835203,5,1,0.0611492395387064,3,1
q60_1556_next_0930_close_negative_signal_bull_c5,q60,15:56,next_0930_close,negative_signal_bull,product_long_only,5,0.5740437112729411,0.2220896038083083,106.0,False,65,0.5538461538461539,0.011587436101695214,0.5624562751712459,0.6759756848987467,0.031891317292941174,8,1,0.04736192469525067,6,1,0.05277545432733181,4,1
q60_1556_next_open_negative_signal_bull_c5,q60,15:56,next_open,negative_signal_bull,product_long_only,5,0.587858782459904,0.20233889108005673,106.0,False,65,0.5384615384615384,0.026101139573274645,0.5617576428866293,0.6611560020398661,0.032658821247772446,7,1,0.0469246393370284,5,1,0.053412220270858006,3,1
q40_1559_next_0934_close_always_bull_control_c2,q40,15:59,next_0934_close,always_bull_control,product_long_only,2,0.723229398912531,0.7649335182802496,286.0,False,221,0.5294117647058824,-0.5819861940386044,1.3052155929511355,0.8569628967496544,0.040179411050696195,7,0,0.04682270573348311,6,0,0.11103003731155316,4,0
q67_1559_next_0930_close_both_reversal_c5,q67,15:59,next_0930_close,both_reversal,product_long_only,5,0.4957686115286134,0.35058863180587685,23.0,False,125,0.536,0.20857210306065121,0.2871965084679622,1.231355489804918,0.02754270064047852,6,0,0.04659240491361805,4,0,0.024849933964549625,3,0
q67_1559_next_open_both_reversal_c5,q67,15:59,next_open,both_reversal,product_long_only,5,0.4939999698679828,0.3325828397516415,23.0,False,125,0.52,0.19294438761081534,0.30105558225716744,1.2605639687800871,0.027444442770443486,7,0,0.04636977630063043,4,0,0.02644497192224654,3,0
q50_1559_next_open_always_bull_control_c2,q50,15:59,next_open,always_bull_control,product_long_only,2,0.7179645224835356,0.5381128273785193,184.0,False,187,0.5668449197860963,-0.1584834804179217,0.8764480029014573,0.8254058224264554,0.03988691791575197,7,0,0.046354833864316394,5,0,0.08122453368206559,3,0
q60_1556_next_0934_close_negative_signal_bull_c5,q60,15:56,next_0934_close,negative_signal_bull,product_long_only,5,0.6026918155056407,0.21342156175511692,232.0,False,65,0.6,-0.012829026780744157,0.6155208422863848,0.7087066393946101,0.03348287863920226,6,1,0.046129311516834054,5,1,0.05816513658106303,3,1
q50_1556_next_0930_close_always_bull_control_c5,q50,15:56,next_0930_close,always_bull_control,product_long_only,5,0.6544908408315446,0.5371000024411765,188.0,False,187,0.5187165775401069,-0.2609622906140321,0.9154531314455767,0.9217843394366199,0.03636060226841915,8,0,0.0458904882603922,6,0,0.07973738163686218,4,0
q67_1556_next_0934_close_both_reversal_c5,q67,15:56,next_0934_close,both_reversal,product_long_only,5,0.5727918010355967,0.28808377496655596,13.0,False,125,0.568,0.3902027883559753,0.18258901267962135,1.0710140188168766,0.03182176672419981,6,0,0.0458224920343183,5,0,0.01698700917137605,4,0
q40_1559_next_open_negative_signal_bull_c10,q40,15:59,next_open,negative_signal_bull,product_long_only,10,0.5417608117723989,0.2908514056200267,194.0,False,108,0.5740740740740741,-0.12346346625449944,0.6652242780268983,0.7488784489028631,0.030097822876244382,9,0,0.04579222860473426,7,0,0.06097825124815296,5,0
q60_1559_next_0930_close_negative_signal_bull_c10,q60,15:59,next_0930_close,negative_signal_bull,product_long_only,10,0.5443531312731478,0.22161504131820395,106.0,False,65,0.6,-0.010456278921559203,0.554809410194707,0.749870456167133,0.030241840626285987,7,1,0.04565890995201109,6,1,0.05240959200011394,4,1
q60_1559_next_open_negative_signal_bull_c10,q60,15:59,next_open,negative_signal_bull,product_long_only,10,0.5578348901232941,0.20168311211419437,106.0,False,65,0.5846153846153846,0.003623329276504217,0.5542115608467899,0.7074045115652304,0.030990827229071895,6,1,0.04519678001449032,5,1,0.05303667240483547,3,1
q60_1559_next_0934_close_negative_signal_bull_c10,q60,15:59,next_0934_close,negative_signal_bull,product_long_only,10,0.5730275335134971,0.21515561321883026,225.0,False,65,0.5846153846153846,-0.03481594962472967,0.6078434831382268,0.7724462289415408,0.03183486297297206,6,1,0.04442444871835203,5,1,0.05781590620537306,3,1
q67_1556_next_0930_close_both_reversal_c5,q67,15:56,next_0930_close,both_reversal,product_long_only,5,0.45198869309539924,0.3550664710245417,28.0,False,125,0.512,0.21052655091827854,0.2414621421771207,1.4371080664310096,0.0251104829497444,6,0,0.04413412066135377,4,0,0.01945813741988911,3,0
q67_1556_next_open_both_reversal_c5,q67,15:56,next_open,both_reversal,product_long_only,5,0.4509328112644383,0.34285685230173707,26.0,False,125,0.488,0.19593117458765086,0.25500163667678744,1.4689512751403562,0.02505182284802435,6,0,0.04395982777423113,4,0,0.021025681381627914,3,0
q50_1559_next_0930_close_always_bull_control_c5,q50,15:59,next_0930_close,always_bull_control,product_long_only,5,0.622251076150109,0.5352495020641802,189.0,False,187,0.5401069518716578,-0.29117248736340107,0.9134235635135101,0.9700023170729701,0.03456950423056161,8,0,0.04391492226926564,6,0,0.07905139512446767,4,0
q60_1556_next_0930_close_negative_signal_bull_c10,q60,15:56,next_0930_close,negative_signal_bull,product_long_only,10,0.509043711272941,0.23308086610779272,106.0,False,65,0.5384615384615384,-0.020412563898304814,0.5294562751712458,0.7524689577869377,0.028280206181830057,8,1,0.04376192469525066,6,1,0.04944212099399847,4,1
q60_1556_next_open_negative_signal_bull_c10,q60,15:56,next_open,negative_signal_bull,product_long_only,10,0.5228587824599039,0.21336019081733051,106.0,False,65,0.5230769230769231,-0.005898860426725383,0.5287576428866293,0.7337858237173923,0.02904771013666133,7,1,0.043324639337028396,5,1,0.050078886937524665,3,1
q40_1556_next_open_negative_signal_bull_c10,q40,15:56,next_open,negative_signal_bull,product_long_only,10,0.4979050767416209,0.3050984603959725,195.0,False,108,0.5370370370370371,-0.13993197208576214,0.637837048827383,0.7899626734457594,0.02766139315231227,10,0,0.0432327171961998,7,0,0.05625103453717576,5,0
q60_1556_next_0934_close_negative_signal_bull_c10,q60,15:56,next_0934_close,negative_signal_bull,product_long_only,10,0.5376918155056406,0.22218513985738775,232.0,False,65,0.5846153846153846,-0.044829026780744186,0.5825208422863848,0.7850811170719979,0.029871767528091144,6,1,0.04252931151683405,5,1,0.05483180324772969,3,1
q50_1556_next_open_always_bull_control_c5,q50,15:56,next_open,always_bull_control,product_long_only,5,0.638473125728563,0.5581276810781127,188.0,False,187,0.5454545454545454,-0.18319413640710946,0.8216672621356724,0.919189784302676,0.035470729207142386,7,0,0.041842327841559585,5,0,0.0756509593671081,3,0
q67_1559_next_0934_close_both_reversal_c10,q67,15:59,next_0934_close,both_reversal,product_long_only,10,0.4918179944794846,0.30637495281640476,10.0,False,125,0.552,0.3267754704848129,0.16504252399467167,1.1568421952555898,0.027323221915526923,6,0,0.04108425138982648,5,0,0.015820668934887604,4,0
q40_1556_next_0934_close_always_bull_control_c5,q40,15:56,next_0934_close,always_bull_control,product_long_only,5,0.615720242683887,0.7806981864509865,306.0,False,221,0.5339366515837104,-0.6149456152905094,1.2306658579743965,0.9927762831332153,0.034206680149104836,8,0,0.04082403856073616,6,0,0.10244732494676521,4,0
q50_1556_next_0934_close_always_bull_control_c10,q50,15:56,next_0934_close,always_bull_control,product_long_only,10,0.4852592526014715,0.7765727374496835,356.0,False,187,0.5347593582887701,-0.6799771660031998,1.1652364186046713,1.2211698395746697,0.026958847366748417,8,0,0.04054266872655686,6,0,0.09271891532348127,4,0
q40_1556_next_0930_close_always_bull_control_c2,q40,15:56,next_0930_close,always_bull_control,product_long_only,2,0.7106390011984088,0.5451974198475451,280.0,False,221,0.5294117647058824,-0.19430782251287745,0.9049468237112863,0.8544965784216159,0.03947994451102272,6,0,0.04052283012276942,6,0,0.07981400176544627,4,0
q50_1559_next_open_always_bull_control_c5,q50,15:59,next_open,always_bull_control,product_long_only,5,0.6057645224835353,0.5578690725940768,188.0,False,187,0.5668449197860963,-0.21428348041792167,0.820048002901457,0.9733354715727277,0.03365358458241863,7,0,0.039834833864316375,5,0,0.07497453368206557,3,0
q67_1559_next_0930_close_both_reversal_c10,q67,15:59,next_0930_close,both_reversal,product_long_only,10,0.3707686115286133,0.37541862964229733,29.0,False,125,0.536,0.14657210306065116,0.22419650846796213,1.6330060923509273,0.020598256196034073,8,0,0.03939240491361805,5,0,0.018266600631216285,4,0
q40_1559_next_0934_close_always_bull_control_c5,q40,15:59,next_0934_close,always_bull_control,product_long_only,5,0.5906293989125312,0.7966401018323588,306.0,False,221,0.5294117647058824,-0.6479861940386046,1.2386155929511355,1.0442771081869828,0.03281274438402951,7,0,0.03930270573348308,6,0,0.10373003731155313,4,0
q67_1559_next_open_both_reversal_c10,q67,15:59,next_open,both_reversal,product_long_only,10,0.36899996986798267,0.35753279159103224,29.0,False,125,0.512,0.13094438761081528,0.2380555822571674,1.6740341816695252,0.02049999832599904,9,0,0.03916977630063043,6,0,0.0198616385889132,5,0
q40_1559_next_0930_close_always_bull_control_c2,q40,15:59,next_0930_close,always_bull_control,product_long_only,2,0.6840105065331882,0.5580006598053665,280.0,False,221,0.5339366515837104,-0.22911665450963625,0.9131271610428244,0.8981848450104837,0.038000583696288254,6,0,0.03892677061483486,6,0,0.08103971453616303,4,0
q67_1556_next_0934_close_both_reversal_c10,q67,15:56,next_0934_close,both_reversal,product_long_only,10,0.44779180103559657,0.3075777859758036,10.0,False,125,0.544,0.3282027883559753,0.1195890126796213,1.3588190926347976,0.024877322279755365,6,0,0.03862249203431829,5,0,0.010403675838042711,4,0
q50_1559_next_0934_close_always_bull_control_c10,q50,15:59,next_0934_close,always_bull_control,product_long_only,10,0.4539489258672156,0.775977918219512,356.0,False,187,0.5347593582887701,-0.7091102719527861,1.163059197820002,1.3262447223462552,0.025219384770400873,8,0,0.038605377889814135,6,0,0.09208631045767175,4,0
q67_1559_next_open_negative_signal_bull_c2,q67,15:59,next_open,negative_signal_bull,product_long_only,2,0.5238176146271718,0.1395945921382433,17.0,False,57,0.5964912280701754,0.016747435646345652,0.5070701789808261,0.7617829622706431,0.029100978590398435,5,2,0.03852182624624137,4,2,0.04426576195196644,2,2
q67_1559_next_0930_close_negative_signal_bull_c2,q67,15:59,next_0930_close,negative_signal_bull,product_long_only,2,0.5018059516502648,0.15798338872037293,17.0,False,57,0.5789473684210527,-0.010205955843003291,0.5120119074932679,0.7928292031542487,0.027878108425014703,6,2,0.03779360504613409,5,2,0.042755858199613674,3,2
q67_1559_next_0934_close_negative_signal_bull_c2,q67,15:59,next_0934_close,negative_signal_bull,product_long_only,2,0.5400605748503478,0.17267279300566685,225.0,False,57,0.5789473684210527,-0.04299041269566056,0.5830509875460085,0.7852033456070254,0.030003365269463764,5,2,0.03773411897580257,4,2,0.048411552319576175,2,2
q67_1556_next_open_negative_signal_bull_c2,q67,15:56,next_open,negative_signal_bull,product_long_only,2,0.5067162000932103,0.15626823081479374,17.0,False,57,0.543859649122807,0.022545624452987276,0.4841705756402229,0.7729501490245754,0.02815090000517835,6,2,0.03769714653170551,4,2,0.042688960025986177,2,2
q67_1556_next_0930_close_negative_signal_bull_c2,q67,15:56,next_0930_close,negative_signal_bull,product_long_only,2,0.48455833719953006,0.17359876454099143,17.0,False,57,0.5263157894736842,-0.004670769432951718,0.4892291066324816,0.7954270560370669,0.026919907622196107,7,2,0.03695796744612674,5,2,0.04118701774626226,3,2
q67_1556_next_0930_close_both_reversal_c10,q67,15:56,next_0930_close,both_reversal,product_long_only,10,0.32698869309539913,0.3797590950908096,29.0,False,125,0.512,0.1485265509182785,0.17846214217712064,1.9711892502501869,0.01816603850529995,7,0,0.03693412066135376,5,0,0.012874804086555771,4,0
q67_1556_next_0934_close_negative_signal_bull_c2,q67,15:56,next_0934_close,negative_signal_bull,product_long_only,2,0.5230025151921707,0.18127627678926625,232.0,False,57,0.5964912280701754,-0.03727292540262689,0.5602754405947977,0.8025803803803836,0.029055695288453927,5,2,0.03691350111441565,4,2,0.04684053683594783,2,2
q67_1556_next_open_both_reversal_c10,q67,15:56,next_open,both_reversal,product_long_only,10,0.3259328112644382,0.3667127345251303,32.0,False,125,0.472,0.1339311745876508,0.19200163667678738,2.016974988063282,0.0181073784035799,7,0,0.036759827774231126,5,0,0.014442348048294576,4,0
q67_1559_next_open_negative_signal_bull_c5,q67,15:59,next_open,negative_signal_bull,product_long_only,5,0.4896176146271717,0.14448905414908925,17.0,False,57,0.5964912280701754,-5.256435365441625e-05,0.4896701789808261,0.8088665977873313,0.027200978590398425,5,2,0.03664182624624136,4,2,0.04251576195196643,2,2
q67_1559_next_0930_close_negative_signal_bull_c5,q67,15:59,next_0930_close,negative_signal_bull,product_long_only,5,0.46760595165026453,0.16209434592229868,17.0,False,57,0.5789473684210527,-0.02700595584300336,0.4946119074932679,0.8443998871089122,0.025978108425014697,6,2,0.035913605046134084,5,2,0.041005858199613665,3,2
q67_1559_next_0934_close_negative_signal_bull_c5,q67,15:59,next_0934_close,negative_signal_bull,product_long_only,5,0.5058605748503476,0.17826777545994243,225.0,False,57,0.5789473684210527,-0.059790412695660655,0.5656509875460083,0.8323585413382153,0.02810336526946376,5,2,0.03585411897580256,4,2,0.046661552319576166,2,2
q67_1556_next_open_negative_signal_bull_c5,q67,15:56,next_open,negative_signal_bull,product_long_only,5,0.47251620009321016,0.16281493105607267,17.0,False,57,0.5263157894736842,0.005745624452987208,0.46677057564022295,0.82254611016203,0.02625090000517834,6,2,0.0358171465317055,4,2,0.04093896002598616,2,2
q67_1556_next_0930_close_negative_signal_bull_c5,q67,15:56,next_0930_close,negative_signal_bull,product_long_only,5,0.4503583371995299,0.18012509971673474,228.0,False,57,0.5263157894736842,-0.021470769432951786,0.4718291066324817,0.8491700498205804,0.025019907622196105,7,2,0.03507796744612673,5,2,0.03943701774626226,3,2
q67_1556_next_0934_close_negative_signal_bull_c5,q67,15:56,next_0934_close,negative_signal_bull,product_long_only,5,0.48880251519217055,0.18527627032719973,232.0,False,57,0.5964912280701754,-0.05407292540262698,0.5428754405947975,0.8525969990538728,0.02715569528845392,5,2,0.035033501114415645,4,2,0.04509053683594782,2,2
q50_1556_next_0930_close_always_bull_control_c10,q50,15:56,next_0930_close,always_bull_control,product_long_only,10,0.46749084083154446,0.5865381227788833,209.0,False,187,0.5133689839572193,-0.35396229061403217,0.8214531314455766,1.2798099024122152,0.025971713379530248,8,0,0.035023821593725524,6,0,0.0693207149701955,4,0
q67_1559_next_open_negative_signal_bull_c10,q67,15:59,next_open,negative_signal_bull,product_long_only,10,0.43261761462717163,0.15546344113085397,17.0,False,57,0.5789473684210527,-0.02805256435365444,0.4606701789808261,0.9038821373402051,0.024034311923731757,5,2,0.03350849291290803,4,2,0.03959909528529976,2,2
q40_1556_next_open_always_bull_control_c2,q40,15:56,next_open,always_bull_control,product_long_only,2,0.627426001993429,0.5812745279650383,208.0,False,221,0.5565610859728507,-0.14869318943547996,0.7761191914289091,0.9401554491642997,0.03485700011074607,6,0,0.03346015574077419,6,0,0.0720803216973977,4,0
q50_1559_next_0930_close_always_bull_control_c10,q50,15:59,next_0930_close,always_bull_control,product_long_only,10,0.43525107615010883,0.5849503568489874,286.0,False,187,0.5401069518716578,-0.38417248736340115,0.81942356351351,1.375263654627509,0.024180615341672713,8,0,0.03304825560259896,6,0,0.06863472845780098,4,0
q40_1556_next_0930_close_always_bull_control_c5,q40,15:56,next_0930_close,always_bull_control,product_long_only,5,0.5780390011984087,0.5683334385828535,286.0,False,221,0.5158371040723982,-0.2603078225128773,0.838346823711286,1.0453249586347435,0.03211327784435604,6,0,0.033002830122769396,6,0,0.07251400176544624,4,0
q67_1559_next_0930_close_negative_signal_bull_c10,q67,15:59,next_0930_close,negative_signal_bull,product_long_only,10,0.4106059516502645,0.17301203057071105,228.0,False,57,0.5789473684210527,-0.055005955843003385,0.46561190749326786,0.9494417000486937,0.022811441758348025,6,2,0.03278027171280075,5,2,0.038089191532946994,3,2
q67_1559_next_0934_close_negative_signal_bull_c10,q67,15:59,next_0934_close,negative_signal_bull,product_long_only,10,0.4488605748503476,0.1943713406983202,69.0,False,57,0.5789473684210527,-0.08779041269566068,0.5366509875460083,0.9269189443551866,0.024936698602797087,5,2,0.032720785642469226,4,2,0.043744885652909495,2,2
q67_1556_next_open_negative_signal_bull_c10,q67,15:56,next_open,negative_signal_bull,product_long_only,10,0.4155162000932101,0.17375984013706505,228.0,False,57,0.5087719298245614,-0.022254375547012817,0.4377705756402229,0.9233487461840189,0.023084233338511673,6,2,0.032683813198372165,4,2,0.038022293359319496,2,2
q67_1556_next_0930_close_negative_signal_bull_c10,q67,15:56,next_0930_close,negative_signal_bull,product_long_only,10,0.39335833719952984,0.1910357545976581,228.0,False,57,0.5263157894736842,-0.04947076943295181,0.44282910663248165,0.9595088649294038,0.021853240955529436,7,2,0.03194463411279339,5,2,0.03652035107959559,3,2
q67_1556_next_0934_close_negative_signal_bull_c10,q67,15:56,next_0934_close,negative_signal_bull,product_long_only,10,0.4318025151921705,0.19201184864736254,253.0,False,57,0.5789473684210527,-0.082072925402627,0.5138754405947975,0.953564518723525,0.02398902862178725,5,2,0.03190016778108231,4,2,0.04217387016928115,2,2
q40_1559_next_open_always_bull_control_c2,q40,15:59,next_open,always_bull_control,product_long_only,2,0.6000841258373921,0.5940617927501147,279.0,False,221,0.5565610859728507,-0.18437272846114067,0.7844568542985327,0.9875483647006572,0.03333800699096623,6,0,0.03181978184510839,6,0,0.0733006223827181,4,0
q40_1559_next_0930_close_always_bull_control_c5,q40,15:59,next_0930_close,always_bull_control,product_long_only,5,0.5514105065331882,0.5839932542008629,285.0,False,221,0.5339366515837104,-0.2951166545096361,0.8465271610428243,1.1087345336232854,0.03063391702962157,6,0,0.03140677061483485,6,0,0.07373971453616301,4,0
q50_1556_next_open_always_bull_control_c10,q50,15:56,next_open,always_bull_control,product_long_only,10,0.4514731257285628,0.5928073614351521,189.0,False,187,0.5347593582887701,-0.27619413640710955,0.7276672621356723,1.2888429932180128,0.025081840318253487,7,0,0.030975661174892907,5,0,0.06523429270044141,3,0
q50_1559_next_open_both_signed_reversal_c0,q50,15:59,next_open,both_signed_reversal,underlying_diagnostic,0,0.27573476652055195,0.21794327725845242,37.0,False,187,0.5561497326203209,0.04330055802650723,0.23243420849404473,0.7516937253028407,0.015318598140030663,6,0,0.029058629501940512,3,0,0.02472195367520146,2,0
q50_1559_next_0930_close_both_signed_reversal_c0,q50,15:59,next_0930_close,both_signed_reversal,underlying_diagnostic,0,0.2693096952843733,0.23248209935388028,59.0,False,187,0.5508021390374331,0.0458469059018175,0.22346278938255582,0.7509822689047067,0.01496164973802074,7,0,0.028993622126406667,4,0,0.023792228234963658,3,0
q50_1559_next_open_always_bull_control_c10,q50,15:59,next_open,always_bull_control,product_long_only,10,0.41876452248353513,0.5926394575449002,189.0,False,187,0.5508021390374331,-0.30728348041792175,0.7260480029014569,1.3960401747655824,0.02326469569352973,7,0,0.028968167197649698,5,0,0.0645578670153989,3,0
q67_1556_next_open_always_bull_control_c2,q67,15:56,next_open,always_bull_control,product_long_only,2,0.5131065802719137,0.45119842932229287,280.0,False,125,0.552,-0.1600927420139769,0.6731993222858913,1.1496207560014051,0.028505921126217464,6,0,0.028516321088316855,6,0,0.05957692911816482,4,0
q40_1556_next_0934_close_always_bull_control_c10,q40,15:56,next_0934_close,always_bull_control,product_long_only,10,0.39472024268388695,0.8511572702406592,216.0,False,221,0.5294117647058824,-0.7249456152905095,1.1196658579743963,1.535954806521352,0.021928902371327046,8,0,0.028290705227402815,6,0,0.09028065828009853,4,0
q60_1556_next_0930_close_always_bull_control_c2,q60,15:56,next_0930_close,always_bull_control,product_long_only,2,0.47287955179626867,0.4901152149400997,363.0,False,146,0.5136986301369864,-0.23507925319919576,0.7079588049954642,1.2821434233731386,0.02627108621090381,7,0,0.02807773668613252,6,0,0.06304998091901722,4,0
q67_1556_next_0930_close_always_bull_control_c2,q67,15:56,next_0930_close,always_bull_control,product_long_only,2,0.47284920772401956,0.4436440455030683,287.0,False,125,0.512,-0.2698807866101488,0.7427299943341692,1.282225702146238,0.026269400429112237,8,0,0.027247038363491065,7,0,0.059771476392040744,5,0
q60_1556_next_0934_close_always_bull_control_c2,q60,15:56,next_0934_close,always_bull_control,product_long_only,2,0.4309091685753761,0.6725134183188463,363.0,False,146,0.5205479452054794,-0.5354147625860106,0.9663239311613867,1.3937600019907839,0.02393939825418756,8,0,0.02703082354377251,7,0,0.08099888891227884,5,0
q50_1559_next_0934_close_both_signed_reversal_c0,q50,15:59,next_0934_close,both_signed_reversal,underlying_diagnostic,0,0.27066135695529236,0.19726722462055538,30.0,False,187,0.5668449197860963,0.09522813790740525,0.1754332190478871,0.7083441206848742,0.015036742053071797,7,0,0.02681220291418668,4,0,0.0205785659419483,3,0
q40_1559_next_0934_close_always_bull_control_c10,q40,15:59,next_0934_close,always_bull_control,product_long_only,10,0.3696293989125309,0.8875458229289964,216.0,False,221,0.5294117647058824,-0.7579861940386047,1.1276155929511356,1.6551193235886676,0.020534966606251717,8,0,0.02676937240014974,6,0,0.09156337064488647,4,0
