anchor,volume_threshold,universe,confirmation,entry_delay,hold,parent_events,confirmed_events,confirmation_attrition,portfolio_events,portfolio_clusters,net,net_ex_20250407,max_drawdown,recovery_days,unresolved,18m_net,18m_avg_month,18m_median_month,18m_negative_months,18m_zero_months,15m_net,15m_avg_month,15m_median_month,15m_negative_months,15m_zero_months,12m_net,12m_avg_month,12m_median_month,12m_negative_months,12m_zero_months
episode_control45,0.0,stocks,no_new_low5,5,60,44,13,31,13,13,0.07634067442567494,0.07634067442567494,0.029102794596615588,160,False,0.07634067442567494,0.004241148579204163,0.0,2,8,0.08523070414737166,0.005682046943158111,0.00025457356351443923,1,6,0.05858603535590246,0.004882169612991872,0.0,1,6
episode_control45,0.0,all,no_new_low5,5,30,59,15,44,15,15,0.09261605736923195,0.09261605736923195,0.011484055667296185,119,True,0.09261605736923198,0.0051453365205128875,0.0,2,8,0.082592280011761,0.005506152000784067,0.0,2,6,0.045737538479958005,0.0038114615399965006,0.0,2,6
episode_control45,0.0,stocks,reclaim2,2,15,44,22,22,22,22,0.08830082539998264,0.08830082539998264,0.025274830936242304,84,True,0.08830082539998266,0.0049056014111101475,0.0056626363975531575,3,5,0.08234717021064908,0.005489811347376606,0.005679277244494687,2,5,0.050258768016423386,0.004188230668035282,0.0028396386222473433,2,4
episode_control45,0.0,all,reclaim2,2,5,59,29,30,28,28,0.07502449631710909,0.07502449631710909,0.021979368267622503,161,True,0.0750244963171091,0.0041680275731727275,0.00020421475163079437,5,4,0.07901661401762898,0.005267774267841932,0.0,4,4,0.05555544827275785,0.004629620689396488,0.0,4,3
abrupt_residual15,5.0,all,no_new_low5,5,60,37,9,28,8,8,0.05564727051524698,0.05564727051524698,0.023245141298161243,79,False,0.05564727051524698,0.0030915150286248325,0.0,2,12,0.07889241181340823,0.005259494120893882,0.0,0,11,0.008360722909740884,0.0006967269091450737,0.0,0,10
episode_control45,0.0,all,no_new_low5,5,60,59,15,44,15,15,0.06898319512077988,0.06898319512077988,0.029102794596615588,160,False,0.0689831951207799,0.0038323997289322165,0.0,2,8,0.07787322484247661,0.005191548322831774,0.00025457356351443923,1,6,0.051228556051007415,0.0042690463375839515,0.0,1,6
episode_control45,5.0,all,reclaim2,2,30,42,17,25,17,17,0.06749271739180386,0.06749271739180386,0.01894194810488571,100,True,0.06749271739180386,0.00374959541065577,0.0,5,5,0.07731641376198994,0.005154427584132663,0.0,3,5,0.0643656049889475,0.005363800415745625,0.00032528346340743395,2,4
slow_residual120,5.0,all,no_new_low5,5,60,38,9,29,9,9,0.07941432724960051,0.07941432724960051,0.04280802961241379,299,False,0.07941432724960051,0.004411907069422251,0.0,3,11,0.07537125292527624,0.005024750195018416,0.0,3,9,0.05213430603502889,0.004344525502919074,0.0,3,7
episode_control45,0.0,all,immediate,1,15,59,59,0,50,48,0.0845080858906613,-0.09818977080801328,0.14499849780531798,386,True,0.0845080858906613,0.004694893660592295,0.003936145728433539,9,0,0.07472495512861835,0.004981663675241223,-0.0014048102356772896,8,0,0.016248799735490795,0.0013540666446242328,-0.0024737638056387366,7,0
slow_residual120,5.0,all,reclaim2,2,30,38,19,19,19,19,0.08029698078581583,0.08029698078581583,0.05055741977983232,183,True,0.08029698078581582,0.004460943376989768,0.0,4,7,0.07325044200421549,0.004883362800281033,0.0,3,7,0.031339981581992915,0.002611665131832743,0.0,3,6
abrupt_residual15,0.0,stocks,no_new_low5,5,60,44,10,34,9,9,0.07890826779368776,0.07890826779368776,0.022590862120738287,79,False,0.07890826779368776,0.004383792655204876,0.0,2,11,0.0731912927314371,0.00487941951542914,0.0,0,11,0.008360722909740884,0.0006967269091450737,0.0,0,10
abrupt_residual15,5.0,all,reclaim5,5,30,37,13,24,12,12,0.048893457231095616,0.015865462902547978,0.043799800731205554,100,True,0.04889345723109562,0.0027163031795053123,0.0,5,10,0.07232957825104547,0.004821971883403031,0.0,4,8,0.009653656113750252,0.0008044713428125211,0.0,3,8
slow_residual120,0.0,all,no_new_low5,5,60,64,13,51,12,12,0.08243823391094673,0.08243823391094673,0.04753883827296451,299,False,0.08243823391094673,0.004579901883941485,0.0,3,10,0.07217731711848396,0.004811821141232265,0.0,3,8,0.04894037022823661,0.004078364185686384,0.0,3,6
abrupt_residual15,5.0,stocks,no_new_low5,5,60,32,8,24,7,7,0.04750571125050984,0.04750571125050984,0.023245141298161243,79,False,0.04750571125050984,0.00263920618058388,0.0,2,13,0.07075085254867108,0.004716723503244739,0.0,0,12,0.008360722909740884,0.0006967269091450737,0.0,0,10
episode_control45,0.0,stocks,reclaim5,5,30,44,22,22,21,21,0.02968019164539295,0.02968019164539295,0.054323394056067786,350,False,0.02968019164539295,0.0016488995358551637,0.0016094623227769231,5,4,0.06687424551689983,0.004458283034459988,0.003929304446978367,3,3,0.07453746872130099,0.006211455726775082,0.0035741145462661068,2,3
episode_control45,0.0,stocks,reclaim2,2,60,44,22,22,22,22,0.0987262106984157,0.0987262106984157,0.05928901440109584,231,True,0.0987262106984157,0.0054847894832453165,0.00011759654879384303,4,5,0.06549081981060412,0.0043660546540402745,0.0,3,5,0.018140551376340852,0.001511712614695071,0.0,3,4
episode_control45,5.0,stocks,reclaim2,2,5,32,13,19,13,13,0.04640823811845552,0.04640823811845552,0.021979368267622503,133,True,0.04640823811845552,0.002578235451025307,0.0,3,7,0.061648970122071274,0.004109931341471419,0.0,2,7,0.04889176708116283,0.0040743139234302355,0.0,1,6
episode_control45,0.0,stocks,immediate,1,30,44,44,0,41,40,0.06415055627398614,0.06415055627398614,0.0928264582064987,208,True,0.06415055627398615,0.0035639197929992305,-0.00012175233649158648,9,0,0.05921201156333067,0.003947467437555378,-0.0013655777294927507,8,0,0.04926129047477658,0.004105107539564715,-0.002177720152461148,6,0
source60,0.0,all,no_new_low5,5,30,301,75,226,37,36,0.021254145056693693,-0.06651755541704792,0.04428600297141272,387,True,0.021254145056693687,0.0011807858364829827,-0.0003366003426318858,9,3,0.05668843610366707,0.0037792290735778047,0.0,7,2,-0.012137582559325365,-0.0010114652132771137,-0.004907618980864891,6,2
slow_residual120,0.0,all,reclaim2,2,30,64,31,33,29,29,0.07494409951222271,0.07494409951222271,0.12178096870076932,202,True,0.0749440995122227,0.004163561084012372,0.0,6,5,0.055601789518722744,0.0037067859679148496,0.0,5,5,-0.05393787211164835,-0.004494822675970696,0.0,5,4
episode_control45,5.0,all,reclaim2,2,15,42,17,25,17,17,0.05371565085039054,0.05371565085039054,0.026082766733979783,84,True,0.05371565085039055,0.0029842028250216973,0.0008042738173149608,4,5,0.05524827388195741,0.0036832182587971606,0.0,3,5,0.04032071084857103,0.003360059237380919,0.0008042738173149608,2,4
episode_control45,5.0,all,reclaim5,5,5,42,20,22,19,19,0.041253910896525206,-0.054165443942184456,0.055247241989022706,202,True,0.04125391089652522,0.0022918839386958456,0.0,8,4,0.05425672100077639,0.0036171147333850925,0.0,7,3,-0.03118188206628856,-0.0025984901721907133,0.0,5,3
episode_control45,0.0,all,no_new_low5,5,15,59,15,44,15,15,0.05689188523062262,0.05689188523062262,0.009869385940525804,160,True,0.05689188523062264,0.0031606602905901466,0.0,3,8,0.05402833483883665,0.003601888989255777,0.0,3,6,0.021549718514060533,0.0017958098761717111,0.0,3,6
slow_residual120,5.0,all,reclaim5,5,60,38,16,22,15,15,0.045591046349879996,0.045591046349879996,0.05104678547035339,299,False,0.045591046349879996,0.0025328359083266663,0.0,7,7,0.05363847275220392,0.003575898183480261,0.0,6,6,0.030401525861956553,0.0025334604884963796,-0.0004949494949494362,6,4
episode_control45,5.0,stocks,reclaim2,2,30,32,13,19,13,13,0.043716854763041324,0.043716854763041324,0.019365089563150514,100,True,0.04371685476304134,0.0024287141535022966,0.0,4,7,0.05354055113322742,0.0035693700755484946,0.0,2,7,0.04058974236018498,0.0033824785300154148,0.0,1,6
episode_control45,0.0,stocks,immediate,1,15,44,44,0,41,40,0.062171599223922264,0.062171599223922264,0.03864973080191382,111,True,0.062171599223922264,0.003453977734662348,0.005294946447511665,8,0,0.05238846846187928,0.003492564564125285,0.002013882814075,7,0,0.02731492753410017,0.002276243961175014,-0.00014916224578792343,6,0
source60,0.0,stocks,reclaim2,2,60,254,118,136,82,64,-0.0046260429061202,5.7205635781291606e-05,0.16314533334644482,392,True,-0.0046260429061202,-0.00025700238367334444,-0.005296750515585587,11,0,0.05064380047248877,0.0033762533648325848,-0.0043643277148610535,9,0,-0.05172956992290842,-0.004310797493575702,-0.005296750515585587,8,0
slow_residual120,0.0,all,reclaim5,5,15,64,23,41,23,23,0.05356490440885623,0.05356490440885623,0.026511889135803723,151,False,0.05356490440885623,0.002975828022714235,0.0,6,5,0.047307248613201486,0.0031538165742134323,0.0,5,4,0.03646444675127572,0.0030387038959396435,0.0,5,2
slow_residual120,5.0,stocks,reclaim2,2,15,29,15,14,15,15,0.06396086135818581,0.06396086135818581,0.025395582859774272,183,True,0.06396086135818581,0.003553381186565878,0.0,3,10,0.04684223378178609,0.003122815585452406,0.0,2,10,0.0322128170799888,0.0026844014233324,0.0,2,8
source60,5.0,all,no_new_low5,5,60,148,41,107,19,18,0.05450006751500859,0.004160611990644781,0.04857855715281794,226,True,0.05450006751500859,0.0030277815286115883,0.0,4,7,0.04603561797372435,0.00306904119824829,0.0,4,5,-0.03262345894504081,-0.0027186215787534007,0.0,4,5
episode_control45,0.0,stocks,immediate,1,5,44,44,0,41,40,0.05427195157065594,0.05427195157065594,0.0495551749640909,202,True,0.05427195157065595,0.0030151084205919973,0.0028475818166281436,8,0,0.0450166530547758,0.00300111020365172,0.0028758865248226257,7,0,0.01260628196414186,0.0010505234970118217,-0.002684520782501805,7,0
abrupt_residual15,5.0,all,reclaim2,2,30,37,17,20,15,15,0.05192472207669186,0.05192472207669186,0.09553793614474138,433,True,0.051924722076691854,0.0028847067820384365,0.0,3,8,0.04469732934557147,0.0029798219563714314,0.0,2,8,0.026607657418979302,0.002217304784914942,0.0,2,7
episode_control45,0.0,stocks,reclaim5,5,15,44,22,22,21,21,0.03927234177740982,0.03927234177740982,0.024785566184725508,169,True,0.039272341777409826,0.002181796765411657,0.0,6,4,0.04446464107304673,0.002964309404869782,0.0008948931116390408,4,3,0.023135836139876263,0.0019279863449896885,0.0,4,3
episode_control45,0.0,stocks,no_new_low5,5,15,44,13,31,13,13,0.04675281230442209,0.04675281230442209,0.009869385940525804,160,True,0.0467528123044221,0.0025973784613567835,0.0,4,8,0.04388926191263611,0.002925950794175741,0.0,4,6,0.011410645587859996,0.0009508871323216663,0.0,4,6
abrupt_residual15,5.0,all,no_new_low5,5,30,37,9,28,8,8,0.05561390048394,0.05561390048394,0.006900044620737204,85,True,0.05561390048393999,0.0030896611379966662,0.0,3,12,0.04190130974212858,0.0027934206494752384,0.0,2,11,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
episode_control45,5.0,all,reclaim2,2,5,42,17,25,17,17,0.02624729819392769,0.02624729819392769,0.021979368267622503,161,True,0.026247298193927703,0.0014581832329959834,0.0,5,5,0.04148803019754345,0.0027658686798362297,0.0,4,5,0.02873082715663501,0.002394235596386251,0.0,3,4
slow_residual120,5.0,all,reclaim5,5,15,38,16,22,16,16,0.03970699713185646,0.03970699713185646,0.02055926543894158,299,False,0.039706997131856464,0.002205944285103137,0.0,5,7,0.040351075440247984,0.002690071696016532,0.0,4,6,0.029508273578322218,0.002459022798193518,0.0,4,4
abrupt_residual15,0.0,stocks,no_new_low5,5,30,44,10,34,9,9,0.07388832101174936,0.07388832101174936,0.006783422655899293,85,True,0.07388832101174936,0.004104906722874964,0.0,3,11,0.0400009925981315,0.0026667328398754333,0.0,2,11,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
episode_control45,5.0,stocks,no_new_low5,5,30,32,7,25,7,7,0.03792976848411612,0.03792976848411612,0.003944037726094495,259,False,0.03792976848411612,0.0021072093602286734,0.0,1,12,0.037929768484116125,0.0025286512322744083,0.0,1,9,0.019937335714482647,0.0016614446428735539,0.0,1,8
abrupt_residual15,0.0,stocks,immediate,1,60,44,44,0,38,37,0.04490122981483741,0.04490122981483741,0.10189115040641852,316,True,0.04490122981483741,0.002494512767490967,-0.0030915572263675566,10,1,0.03737507355730581,0.002491671570487054,-0.003559089491736776,9,1,0.01774306251321229,0.0014785885427676907,-0.0030915572263675566,7,1
abrupt_residual15,0.0,all,reclaim2,2,5,59,29,30,27,25,0.014360442509938143,0.014360442509938143,0.07408486944757711,384,True,0.014360442509938143,0.0007978023616632302,0.0,8,6,0.03687556165971468,0.002458370777314312,0.0,6,6,-0.07297430086608936,-0.00608119173884078,-0.0017235890014471447,6,6
slow_residual120,0.0,all,reclaim5,5,60,64,23,41,22,22,0.034923838152328364,0.034923838152328364,0.0786904354652088,350,True,0.03492383815232838,0.0019402132306849099,0.0,7,5,0.03675342208651379,0.002450228139100919,0.0,6,4,0.013516475196266435,0.001126372933022203,-0.0033097743136815674,6,2
episode_control45,5.0,all,no_new_low5,5,30,42,8,34,8,8,0.03659070701683266,0.03659070701683266,0.003944037726094495,259,False,0.03659070701683266,0.0020328170564907033,0.0,1,12,0.03659070701683266,0.0024393804677888442,0.0,1,9,0.018598274247199186,0.0015498561872665988,0.0,1,8
source60,0.0,all,reclaim2,2,30,301,141,160,78,77,-0.012520338251985362,-0.11212451637556796,0.12333088039263365,387,True,-0.012520338251985312,-0.0006955743473325174,-0.0013676889865832315,10,0,0.03653405937583606,0.0024356039583890705,-0.0009979465727124551,8,0,-0.024924769695032704,-0.0020770641412527252,-0.00034109193184966077,6,0
episode_control45,5.0,stocks,no_new_low5,5,60,32,7,25,7,7,0.03648953664390298,0.03648953664390298,0.018712443939426705,259,False,0.03648953664390298,0.0020271964802168322,0.0,1,12,0.03648953664390298,0.0024326357762601987,0.0,1,9,0.02627324059235037,0.0021894367160291976,0.0,1,8
abrupt_residual15,5.0,stocks,reclaim2,2,30,32,16,16,14,14,0.04334470514189093,0.04334470514189093,0.10355202587107917,433,True,0.04334470514189093,0.002408039174549496,0.0,3,9,0.03611731241077054,0.0024078208273847026,0.0,2,9,0.026607657418979302,0.002217304784914942,0.0,2,7
slow_residual120,0.0,all,reclaim5,5,5,64,23,41,23,23,0.026300309430300074,0.026300309430300074,0.013395164486722066,177,True,0.02630030943030008,0.001461128301683338,0.0,6,5,0.035005571360380995,0.002333704757358733,0.0,5,4,0.03215446934703351,0.0026795391122527924,0.0,5,2
source60,5.0,stocks,immediate,1,5,118,118,0,96,89,-0.0130146949802415,-0.012129523213898109,0.09309457367482434,275,True,-0.013014694980241463,-0.0007230386100134146,-0.0007737614746395251,9,0,0.03428955093023994,0.002285970062015996,0.0011660354934199847,7,0,-0.041129959615024705,-0.003427496634585392,-0.0032871355318320594,7,0
slow_residual120,5.0,all,reclaim5,5,5,38,16,22,16,16,0.021392094391844002,0.021392094391844002,0.014337686228589774,311,False,0.021392094391844006,0.001188449688435778,0.0,4,7,0.03401698860829574,0.0022677992405530493,0.0,3,6,0.031165886594948254,0.0025971572162456877,0.0,3,4
episode_control45,5.0,stocks,reclaim2,2,15,32,13,19,13,13,0.03235366590108813,0.03235366590108813,0.02660812367583166,84,True,0.03235366590108814,0.0017974258833937855,0.0,3,7,0.033886288932655,0.002259085928843667,0.0,2,7,0.01895872589926862,0.0015798938249390517,0.0,1,6
abrupt_residual15,0.0,stocks,reclaim5,5,5,44,16,28,15,15,0.00501373331112189,0.00501373331112189,0.02822830897659856,399,True,0.00501373331112189,0.00027854073950677165,0.0,3,9,0.033242042287720444,0.0022161361525146962,0.0,2,7,0.0003679678108442601,3.066398423702167e-05,0.0,1,7
abrupt_residual15,5.0,stocks,no_new_low5,5,30,32,8,24,7,7,0.045674327274559,0.045674327274559,0.007470868234412703,428,True,0.045674327274559,0.002537462626364389,0.0,3,13,0.03196173653274759,0.0021307824355165056,0.0,2,12,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
episode_control45,5.0,all,no_new_low5,5,60,42,8,34,8,8,0.030193436181245936,0.030193436181245936,0.018712443939426705,259,False,0.030193436181245932,0.0016774131211803297,0.0,1,12,0.030193436181245932,0.0020128957454163955,0.0,1,9,0.019977140129693323,0.0016647616774744436,0.0,1,8
slow_residual120,0.0,all,no_new_low5,5,15,64,13,51,12,12,0.040351628425096445,0.040351628425096445,0.030543028864552447,299,False,0.040351628425096445,0.0022417571347275803,0.0,3,10,0.029748880807536585,0.001983258720502439,0.0,3,8,0.01890607894561081,0.001575506578800901,0.0,3,6
abrupt_residual15,0.0,stocks,no_new_low5,5,5,44,10,34,9,9,-0.013603173129927084,-0.013603173129927084,0.05008988653849178,521,True,-0.013603173129927088,-0.0007557318405515049,0.0,2,11,0.029312401481959238,0.0019541600987972823,0.0,0,11,0.006601020877653688,0.0005500850731378074,0.0,0,10
abrupt_residual15,0.0,all,no_new_low5,5,30,59,13,46,12,11,0.06316313687863762,0.06316313687863762,0.013849263711741645,385,True,0.06316313687863762,0.003509063159924312,0.0,4,11,0.029275808465019766,0.0019517205643346512,0.0,3,11,-0.007334390638279672,-0.0006111992198566393,0.0,2,10
abrupt_residual15,5.0,stocks,reclaim5,5,60,32,10,22,9,9,0.016818550009661815,0.016818550009661815,0.060288062875813474,393,False,0.016818550009661815,0.0009343638894256564,0.0,2,11,0.028909050736310005,0.0019272700490873336,0.0,1,9,0.06271939453591058,0.005226616211325881,0.0,0,8
episode_control45,5.0,stocks,immediate,1,30,32,32,0,31,30,0.027954266299651045,0.027954266299651045,0.0575666594452871,196,True,0.02795426629965105,0.0015530147944250582,0.0005610365282547889,8,1,0.02817885174171886,0.0018785901161145907,0.0,7,1,0.03457855078540219,0.0028815458987835156,0.0005610365282547889,5,1
slow_residual120,0.0,stocks,reclaim5,5,5,50,19,31,19,19,0.019122160545266303,0.019122160545266303,0.013395164486722066,177,True,0.01912216054526631,0.001062342252514795,0.0,4,7,0.027827422475347224,0.0018551614983564817,0.0,3,6,0.02497632046199974,0.0020813600384999784,0.0,3,4
slow_residual120,5.0,all,no_new_low5,5,15,38,9,29,9,9,0.031391283107923065,0.031391283107923065,0.029987761525342663,299,False,0.031391283107923065,0.0017439601726623925,0.0,3,11,0.027690269594409466,0.001846017972960631,0.0,3,9,0.016847467732483697,0.0014039556443736414,0.0,3,7
slow_residual120,0.0,stocks,immediate,1,60,50,50,0,46,45,0.06568697761271719,0.06568697761271719,0.13477944180695892,169,True,0.06568697761271722,0.0036492765340398452,-0.00431474902015294,10,3,0.026788079000821308,0.0017858719333880872,-0.005017009847806618,8,3,-0.10764270969621495,-0.008970225808017913,-0.00691580742155581,7,3
slow_residual120,5.0,all,reclaim2,2,5,38,19,19,19,19,0.026883243558050413,0.026883243558050413,0.03913753933047778,183,True,0.026883243558050413,0.0014935135310028007,0.0,5,7,0.026688512176675578,0.0017792341451117052,0.0,4,7,0.01935623645044639,0.0016130197042038658,0.0,3,6
