date,net_pnl
2019,0.0
2020,-0.051371562441651676
2021,-0.08463976732865373
2022,-0.1405066970425433
2023,-0.06674365107340449
2024,-0.1368296003371748
2025,-0.15484444702111214
2026,-0.05950783263414471
