family,top_k,formation,skip,quote_2bps,baseline_quote_2bps,full_quote_improvement,validation_quote_improvement,recent12_quote_improvement,drawdown_change,quote_10bps_improvement,top5_share,leave_top5_return,quote_dominates_baseline
qqq_dual_ma50_200_weekly,1,84,21,4.96459876907362,3.7618452898902848,1.2027534791833356,1.3068593377380109,0.20937683903568916,-0.004768674665198536,1.1691534791833336,0.5950759211918091,1.2219640291585954,True
qqq_dual_ma50_200_weekly,10,63,42,2.2907555539154947,2.2128233704539024,0.07793218346159225,0.21305080171795576,0.06765032399593185,-0.005776008489999096,0.06177218346159252,0.3456740595294071,1.3276886901093947,True
qqq_single_ma150_weekly,1,84,21,4.54559878381052,4.207961431466659,0.3376373523438607,0.8839681946541571,0.24266162094691834,0.0,0.3008373523438612,0.6499209589718834,0.4166968826384405,True
qqq_single_ma150_weekly,2,189,0,4.118209046987945,3.748949663202391,0.36925938378555445,0.46837737257957635,0.13941326734402892,-0.06619118752881609,0.40925938378555493,0.638543757323546,0.7904585877594617,True
qqq_single_ma150_weekly,2,189,5,3.723262526521157,3.748949663202391,-0.025687136681233902,0.3626094258182251,0.1378343827466173,-0.03296566295924519,0.012712863318765422,0.6088278599120176,0.5297943419046671,False
qqq_single_ma150_weekly,10,63,0,2.0028031636168957,1.7048351421239598,0.2979680214929359,0.24780330361700054,-9.384157988190367e-05,-0.029871340297355775,0.277008021492936,0.342163955023538,1.1081012741766618,False
qqq_single_ma150_weekly,10,63,42,1.7426383226994542,1.7048351421239598,0.037803180575494366,0.097926992551162,0.025037734431130776,-0.03152403790862368,0.018283180575494606,0.3602495168113185,0.8295081730323791,True
qqq_single_ma150_weekly,10,84,0,1.820013160185192,1.7048351421239598,0.11517801806123229,0.09068022229386774,0.05515286273288145,-0.022333743315116283,0.1063780180612317,0.3742704896012579,0.8487088974003789,True
qqq_single_ma150_weekly,10,84,10,2.028535814750944,1.7048351421239598,0.323700672626984,0.0717097467441401,0.006154401304930612,-0.0645377846432818,0.31346067262698396,0.356997846315747,1.0849073293018296,True
qqq_triple_ma10_50_200_monthly,2,84,0,3.29369082039547,2.810229024477765,0.4834617959177052,0.29916678094316573,0.2880567276243421,0.012053939144840986,0.48986179591770496,0.511081774757604,1.2256328199126734,False
qqq_triple_ma10_50_200_monthly,2,84,5,4.068503057244202,2.810229024477765,1.2582740327664372,0.5023283092462005,0.21264289937141456,-0.08371446333037641,1.263074032766438,0.4467670680296182,2.0075847812344394,True
qqq_triple_ma10_50_200_monthly,2,84,21,2.9655311348934354,2.810229024477765,0.15530211041567066,0.1585132201093744,0.224867812179132,0.0021773115907631757,0.156102110415671,0.6548285076178707,0.494493379045529,False
qqq_triple_ma10_50_200_monthly,2,189,0,3.4325989154493595,2.810229024477765,0.6223698909715947,0.5580952876966143,0.381616973253163,-0.0069571350517056985,0.6327698909715949,0.6795510570530624,0.6624808791137058,True
qqq_triple_ma10_50_200_monthly,2,189,21,3.253297349229024,2.810229024477765,0.443068324751259,0.4768956005406384,0.6231181562877507,-0.015732117991824335,0.44706832475125813,0.6204002706103273,0.5632103738273666,True
qqq_triple_ma10_50_200_monthly,3,63,0,2.526151404990884,2.582339471122535,-0.05618806613165095,0.14076008556667752,0.11175408800171327,-0.012342349516138995,-0.059921399464984315,0.4667470796611884,1.069752504122809,False
qqq_triple_ma10_50_200_monthly,3,84,0,2.724967366871841,2.582339471122535,0.1426278957493059,0.16139361458826862,0.1910781299980887,-0.07314142078271268,0.1404945624159728,0.4697353262512024,1.0716084200163318,True
qqq_triple_ma10_50_200_monthly,3,84,5,2.9254075438379465,2.582339471122535,0.3430680727154116,0.4520124805092829,0.28321926446282564,-0.06255626990671243,0.34306807271541206,0.4496254728662656,1.3244928625094192,True
qqq_triple_ma10_50_200_monthly,3,126,5,2.660215150094615,2.582339471122535,0.07787567897208003,-0.03315181113353316,0.08475027553709757,-0.061165302703176716,0.07894234563874747,0.4833399341420694,0.9494528167874114,False
qqq_triple_ma10_50_200_monthly,3,189,0,2.943400574913041,2.582339471122535,0.36106110379050627,0.5038783123909796,0.3944304750144295,-0.009464463971666504,0.36746110379050645,0.482430941640743,1.118277339208155,True
qqq_triple_ma10_50_200_monthly,3,189,5,2.8759156782890987,2.582339471122535,0.29357620716656374,0.4999900962920709,0.40377894629347255,-0.011216664753021133,0.2983762071665641,0.5233458174440543,1.0130660229716588,True
qqq_triple_ma10_50_200_monthly,10,42,0,1.77910293837862,1.6459137876074132,0.13318915077120685,0.13069692804692723,0.07769132765880615,-0.027792422734350397,0.12550915077120672,0.3443368369095473,1.0261715283039208,True
qqq_triple_ma10_50_200_monthly,10,42,10,1.7927072953355188,1.6459137876074132,0.1467935077281055,0.1642669873576228,0.14371339477727074,-0.0113368759718111,0.1383135077281057,0.276483931729793,1.170128775848573,True
qqq_triple_ma10_50_200_monthly,10,42,21,1.739101535057941,1.6459137876074132,0.09318774745052782,0.17514983150403463,0.11507312852930551,-0.009288054385503786,0.08678774745052809,0.2807140050292948,1.1281173473369122,True
qqq_triple_ma10_50_200_monthly,10,63,0,1.8582269222007832,1.6459137876074132,0.21231313459336998,0.2909021767024974,0.158837654925851,-0.002165884633224091,0.2097531345933703,0.2966523487023497,1.1906547669596943,True
qqq_triple_ma10_50_200_monthly,10,63,10,1.7628658675733502,1.6459137876074132,0.11695207996593693,0.26524987719007465,0.21262221423628547,-0.0052416560388540145,0.11215207996593701,0.3021301201739002,1.0819820645282396,True
qqq_triple_ma10_50_200_monthly,10,63,21,1.8223631666401223,1.6459137876074132,0.17644937903270907,0.2045394858832672,0.18540597054628394,-0.0008140242093100936,0.17372937903270924,0.3015800778374198,1.129942681211725,True
qqq_triple_ma10_50_200_monthly,10,84,0,1.838477416916458,1.6459137876074132,0.1925636293090447,0.17467325628170005,0.2049008560774176,-0.005720642050104696,0.1932036293090449,0.3090489072278146,1.139121041465389,True
