candidate,extra_adverse_bps_per_side,year,net_pnl
qqq_single_ma150_weekly_top10_f126_s21,0.0,2019,0.0
qqq_single_ma150_weekly_top10_f126_s21,0.0,2020,0.7351622918031268
qqq_single_ma150_weekly_top10_f126_s21,0.0,2021,0.17183565704224502
qqq_single_ma150_weekly_top10_f126_s21,0.0,2022,-0.42140713648396694
qqq_single_ma150_weekly_top10_f126_s21,0.0,2023,0.3418850576187108
qqq_single_ma150_weekly_top10_f126_s21,0.0,2024,0.08460061866026963
qqq_single_ma150_weekly_top10_f126_s21,0.0,2025,0.39375636822850013
qqq_single_ma150_weekly_top10_f126_s21,0.0,2026,0.4243092693820583
qqq_single_ma150_weekly_top10_f126_s21,1.0,2019,0.0
qqq_single_ma150_weekly_top10_f126_s21,1.0,2020,0.7336422918031268
qqq_single_ma150_weekly_top10_f126_s21,1.0,2021,0.170275657042245
qqq_single_ma150_weekly_top10_f126_s21,1.0,2022,-0.42418062854745897
qqq_single_ma150_weekly_top10_f126_s21,1.0,2023,0.33978505761871075
qqq_single_ma150_weekly_top10_f126_s21,1.0,2024,0.08226061866026961
qqq_single_ma150_weekly_top10_f126_s21,1.0,2025,0.3917563682285002
qqq_single_ma150_weekly_top10_f126_s21,1.0,2026,0.42394926938205835
qqq_single_ma150_weekly_top10_f126_s21,2.0,2019,0.0
qqq_single_ma150_weekly_top10_f126_s21,2.0,2020,0.7321222918031268
qqq_single_ma150_weekly_top10_f126_s21,2.0,2021,0.16871565704224503
qqq_single_ma150_weekly_top10_f126_s21,2.0,2022,-0.42695412061095106
qqq_single_ma150_weekly_top10_f126_s21,2.0,2023,0.33768505761871076
qqq_single_ma150_weekly_top10_f126_s21,2.0,2024,0.07992061866026962
qqq_single_ma150_weekly_top10_f126_s21,2.0,2025,0.3897563682285001
qqq_single_ma150_weekly_top10_f126_s21,2.0,2026,0.4235892693820583
qqq_single_ma150_weekly_top10_f126_s21,5.0,2019,0.0
qqq_single_ma150_weekly_top10_f126_s21,5.0,2020,0.7275622918031267
qqq_single_ma150_weekly_top10_f126_s21,5.0,2021,0.164035657042245
qqq_single_ma150_weekly_top10_f126_s21,5.0,2022,-0.4352745968014272
qqq_single_ma150_weekly_top10_f126_s21,5.0,2023,0.3313850576187108
qqq_single_ma150_weekly_top10_f126_s21,5.0,2024,0.07290061866026962
qqq_single_ma150_weekly_top10_f126_s21,5.0,2025,0.3837563682285002
qqq_single_ma150_weekly_top10_f126_s21,5.0,2026,0.42250926938205835
qqq_single_ma150_weekly_top10_f126_s21,10.0,2019,0.0
qqq_single_ma150_weekly_top10_f126_s21,10.0,2020,0.7199622918031268
qqq_single_ma150_weekly_top10_f126_s21,10.0,2021,0.156235657042245
qqq_single_ma150_weekly_top10_f126_s21,10.0,2022,-0.44914205711888755
qqq_single_ma150_weekly_top10_f126_s21,10.0,2023,0.3208850576187107
qqq_single_ma150_weekly_top10_f126_s21,10.0,2024,0.06120061866026964
qqq_single_ma150_weekly_top10_f126_s21,10.0,2025,0.37375636822850017
qqq_single_ma150_weekly_top10_f126_s21,10.0,2026,0.4207092693820584
qqq_single_ma150_weekly_top10_f42_s0,0.0,2019,0.0
qqq_single_ma150_weekly_top10_f42_s0,0.0,2020,0.7567140090318708
qqq_single_ma150_weekly_top10_f42_s0,0.0,2021,0.34553768742233015
