candidate,extra_adverse_bps_per_side,minimum_date,maximum_date,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,positive_months,negative_months,inactive_months,worst_month,best_month,recent12_net_simple_return,recent12_maximum_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,top5_symbol_positive_share,leave_top5_return,best_symbol,best_symbol_pnl
qqq_single_ma150_weekly_top2_f126_s21,10.0,2019-06-21,2026-04-30,3.6289496632023908,0.4498426639887885,1.0,300,142,44,32,7,-0.21443903517655621,0.4720025959301498,1.3502924777977385,0.12669375166333408,8,4,-0.1122462539033085,0.6092696843581186,0.6910707867503789,TSLA,0.8037655185924972
qqq_single_ma150_weekly_top2_f84_s10,0.0,2019-06-21,2026-04-30,2.664495800093061,0.3985928958730177,1.0,344,159,45,31,7,-0.21816461536617487,0.4474305341888091,0.9565347052654354,0.15444276743876134,8,4,-0.08868111364970499,0.5695582840016418,0.307050031214152,TSLA,0.8001662753901093
qqq_single_ma150_weekly_top2_f84_s10,1.0,2019-06-21,2026-04-30,2.6472958000930613,0.400971466772242,1.0,344,159,45,31,7,-0.21856461536617489,0.4472305341888091,0.9537347052654352,0.1546813610642786,8,4,-0.088981113649705,0.5701917850068114,0.293500031214152,TSLA,0.7985662753901093
qqq_single_ma150_weekly_top2_f84_s10,2.0,2019-06-21,2026-04-30,2.6300958000930614,0.40335719726468294,1.0,344,159,45,31,7,-0.2189646153661749,0.4470305341888091,0.9509347052654353,0.1549206930215381,8,4,-0.08928111364970498,0.5708286711857512,0.2799500312141525,TSLA,0.7969662753901092
qqq_single_ma150_weekly_top2_f84_s10,5.0,2019-06-21,2026-04-30,2.5784958000930613,0.4105576710273784,1.0,344,159,45,31,7,-0.22016461536617488,0.4464305341888091,0.9425347052654354,0.1556431533152804,8,4,-0.09018111364970499,0.5727599142926664,0.23930003121415222,TSLA,0.7921662753901093
qqq_single_ma150_weekly_top2_f84_s10,10.0,2019-06-21,2026-04-30,2.4924958000930615,0.4227047129533965,1.0,344,159,45,31,7,-0.22216461536617488,0.4454305341888091,0.9285347052654354,0.1568623450369957,8,4,-0.09168111364970499,0.5760489540089992,0.17155003121415247,TSLA,0.7841662753901093
qqq_single_ma150_weekly_top3_f126_s21,0.0,2019-06-21,2026-04-30,3.475898685249442,0.4072910707324291,1.0,435,191,48,28,7,-0.19575032844380066,0.4375633493279396,1.1710151283682904,0.12854514115219906,9,3,-0.11856615926562299,0.5636856112813414,0.9651476011015938,TSLA,0.8252376654569569
qqq_single_ma150_weekly_top3_f126_s21,1.0,2019-06-21,2026-04-30,3.461398685249442,0.4075966675767379,1.0,435,191,48,28,7,-0.19615032844380065,0.4373633493279396,1.169281795034957,0.1287320593590705,9,3,-0.11876615926562298,0.5644360832790569,0.9530809344349276,TSLA,0.8245043321236235
qqq_single_ma150_weekly_top3_f126_s21,2.0,2019-06-21,2026-04-30,3.446898685249442,0.4079024085545122,1.0,435,191,48,28,7,-0.19655032844380066,0.4371633493279396,1.1675484617016239,0.12891925336844526,9,3,-0.118966159265623,0.5651900195732898,0.9410142677682609,TSLA,0.8237709987902903
qqq_single_ma150_weekly_top3_f126_s21,5.0,2019-06-21,2026-04-30,3.403398685249442,0.4088204973090474,1.0,435,191,48,28,7,-0.19775032844380067,0.4365633493279396,1.1623484617016238,0.12948249632943265,9,3,-0.11956615926562297,0.5674728557836779,0.9048142677682605,TSLA,0.8215709987902902
qqq_single_ma150_weekly_top3_f126_s21,10.0,2019-06-21,2026-04-30,3.330898685249442,0.4103535374409744,1.0,435,191,48,28,7,-0.19975032844380067,0.4355633493279396,1.1536817950349572,0.1304268080200997,9,3,-0.12056615926562299,0.5713170646759291,0.8444809344349271,TSLA,0.8179043321236236
qqq_single_ma150_weekly_top3_f42_s0,0.0,2019-06-21,2026-04-30,1.598384470914302,0.41540018194554307,1.0,695,252,43,33,7,-0.20770830526153228,0.44855975474802345,0.9355862444403023,0.12544748360550517,8,4,-0.08163680441800276,0.46354027193615965,0.19760254918961628,NVDA,0.3672672572865143
qqq_single_ma150_weekly_top3_f42_s0,1.0,2019-06-21,2026-04-30,1.5752178042476352,0.42141456874519573,1.0,695,252,43,33,7,-0.2080416385948656,0.4480264214146902,0.9323862444403022,0.1259103956326218,8,4,-0.08197013775133608,0.4642152184930734,0.17793588252294956,NVDA,0.366333923953181
qqq_single_ma150_weekly_top3_f42_s0,2.0,2019-06-21,2026-04-30,1.552051137580969,0.42745648471526076,1.0,695,252,43,33,7,-0.20837497192819893,0.4474930880813568,0.9291862444403022,0.12637467179367695,8,4,-0.08230347108466943,0.4648955381101654,0.1582692158562835,NVDA,0.36540059061984764
qqq_single_ma150_weekly_top3_f42_s0,5.0,2019-06-21,2026-04-30,1.4825511375809686,0.4457493108207525,1.0,695,252,43,33,7,-0.20937497192819896,0.4458930880813568,0.9195862444403022,0.1277757456467384,8,4,-0.08330347108466943,0.4669693846778846,0.0992692158562829,NVDA,0.3626005906198477
qqq_single_ma150_weekly_top3_f42_s0,10.0,2019-06-21,2026-04-30,1.3667178042476353,0.47680596689574506,1.0,695,252,42,34,7,-0.2110416385948656,0.44322642141469015,0.9035862444403022,0.13013872211733693,8,4,-0.08497013775133609,0.4703401999603302,0.0009358825229499601,NVDA,0.35793392395318097
qqq_single_ma150_weekly_top2_f189_s0,0.0,2019-06-21,2026-04-30,4.138209046987947,0.37749744199263296,1.0,200,97,49,25,9,-0.3941874032242856,0.4825970683962324,1.5105057451417676,0.11712976936492851,9,3,-0.034121955077598964,0.6372798804308986,0.8073585877594631,NVDA,1.0528946904967276
qqq_single_ma150_weekly_top2_f189_s0,1.0,2019-06-21,2026-04-30,4.128209046987946,0.37909455985527224,1.0,200,97,49,25,9,-0.3946874032242856,0.4824970683962324,1.5085057451417678,0.11721942874643794,9,3,-0.03422195507759897,0.6379108986493107,0.7989085877594619,NVDA,1.0522946904967276
qqq_single_ma150_weekly_top2_f189_s0,2.0,2019-06-21,2026-04-30,4.118209046987945,0.38069419319335085,1.0,200,97,49,25,9,-0.3951874032242856,0.4823970683962324,1.5065057451417678,0.11730922549631953,9,3,-0.03432195507759896,0.638543757323546,0.7904585877594617,NVDA,1.0516946904967277
qqq_single_ma150_weekly_top2_f189_s0,5.0,2019-06-21,2026-04-30,4.088209046987946,0.3855082456294196,1.0,200,97,48,26,9,-0.3966874032242856,0.4820970683962324,1.5005057451417678,0.11757944312042877,9,3,-0.034621955077598965,0.6404534569543391,0.7651085877594621,NVDA,1.0498946904967277
qqq_single_ma150_weekly_top2_f189_s0,10.0,2019-06-21,2026-04-30,4.038209046987946,0.39358253467661536,1.0,200,97,48,26,9,-0.3991874032242856,0.4815970683962324,1.4905057451417678,0.11803258287388402,9,3,-0.035121955077598965,0.6436738607647158,0.7228585877594624,NVDA,1.0468946904967276
qqq_single_ma150_weekly_top2_f189_s5,0.0,2019-06-21,2026-04-30,3.743662526521158,0.4105199371282572,1.0,204,98,46,27,10,-0.37103311047754567,0.5467041902566991,1.5087268605443562,0.12057164543800936,9,3,-0.05759145544534683,0.6081121486228063,0.5468943419046677,NVDA,0.9407165140112763
qqq_single_ma150_weekly_top2_f189_s5,1.0,2019-06-21,2026-04-30,3.7334625265211567,0.412218427699488,1.0,204,98,46,27,10,-0.37153311047754567,0.5463041902566991,1.5068268605443564,0.12061290719060277,9,3,-0.05769145544534683,0.6084696090028943,0.5383443419046663,NVDA,0.9402165140112763
qqq_single_ma150_weekly_top2_f189_s5,2.0,2019-06-21,2026-04-30,3.7232625265211574,0.41391971776292175,1.0,204,98,46,27,10,-0.37203311047754567,0.5459041902566991,1.5049268605443562,0.12065419719386904,9,3,-0.057791455445346834,0.6088278599120176,0.5297943419046671,NVDA,0.9397165140112763
qqq_single_ma150_weekly_top2_f189_s5,5.0,2019-06-21,2026-04-30,3.6926625265211577,0.419040454290824,1.0,204,98,46,27,10,-0.37353311047754567,0.5447041902566991,1.4992268605443562,0.12077823699814029,9,3,-0.05809145544534683,0.6099073821248849,0.5041443419046674,NVDA,0.9382165140112763
qqq_single_ma150_weekly_top2_f189_s5,10.0,2019-06-21,2026-04-30,3.6416625265211566,0.4277522955805938,1.0,204,98,46,27,10,-0.3760331104775457,0.5427041902566991,1.4897268605443563,0.1209855377354176,9,3,-0.05859145544534683,0.6117226437269148,0.4613943419046662,NVDA,0.9357165140112763
qqq_dual_ma50_200_weekly_top10_f126_s21,0.0,2019-06-21,2026-04-30,2.233365433945966,0.18247163340959857,1.0,1096,283,46,27,10,-0.1633156830211449,0.3149690011234187,0.8589056453215624,0.11725990776541612,7,5,-0.045309285534636465,0.346786322401293,1.257454930347418,NVDA,0.2897701340467395
qqq_dual_ma50_200_weekly_top10_f126_s21,1.0,2019-06-21,2026-04-30,2.223094402199934,0.18311214079327257,1.0,1096,283,46,27,10,-0.16339568302114493,0.3148690011234187,0.8574256453215625,0.11738536180649922,7,5,-0.045409285534636454,0.3473718800777294,1.2481038986013862,NVDA,0.2896101340467395
qqq_dual_ma50_200_weekly_top10_f126_s21,2.0,2019-06-21,2026-04-30,2.2128233704539024,0.18375399877814935,1.0,1096,283,46,27,10,-0.1634756830211449,0.3147690011234187,0.8559456453215626,0.11751100777208527,7,5,-0.045509285534636464,0.3479592668809052,1.2387528668553547,NVDA,0.2894501340467395
qqq_dual_ma50_200_weekly_top10_f126_s21,5.0,2019-06-21,2026-04-30,2.182010275215807,0.18568771919457364,1.0,1096,283,46,27,10,-0.16371568302114492,0.3144690011234187,0.8515056453215625,0.11788910163019309,7,5,-0.045809285534636465,0.34973644716240143,1.2106997716172594,NVDA,0.2889701340467395
qqq_dual_ma50_200_weekly_top10_f126_s21,10.0,2019-06-21,2026-04-30,2.1306551164856478,0.18893800128940308,1.0,1096,283,46,27,10,-0.16411568302114493,0.3139690011234187,0.8441056453215625,0.11852313795472287,7,5,-0.04630928553463646,0.35276216048292364,1.1639446128871,NVDA,0.2881701340467395
qqq_dual_ma50_200_weekly_top10_f63_s42,0.0,2019-06-21,2026-04-30,2.315337617407559,0.1764070347670407,1.0,1298,296,48,25,10,-0.13376124137443418,0.323363890535401,0.9268759693174944,0.09583964336864052,8,4,-0.06477150292903602,0.34390532840888643,1.3502707536014587,NVDA,0.3192453096943509
qqq_dual_ma50_200_weekly_top10_f63_s42,1.0,2019-06-21,2026-04-30,2.303046585661527,0.17718927884658384,1.0,1298,296,48,25,10,-0.1338812413744342,0.323263890535401,0.9252359693174944,0.09612256817452237,8,4,-0.06491150292903602,0.344786508303238,1.3389797218554267,NVDA,0.31888530969435086
qqq_dual_ma50_200_weekly_top10_f63_s42,2.0,2019-06-21,2026-04-30,2.2907555539154947,0.17797799028815028,1.0,1298,296,47,26,10,-0.1340012413744342,0.323163890535401,0.9235959693174944,0.09640566716744325,8,4,-0.06505150292903601,0.34567405952940716,1.3276886901093947,NVDA,0.3185253096943509
qqq_dual_ma50_200_weekly_top10_f63_s42,5.0,2019-06-21,2026-04-30,2.2538824586774,0.18038374091006676,1.0,1298,296,45,28,10,-0.1343612413744342,0.322863890535401,0.9186759693174945,0.09725601087854047,8,4,-0.06547150292903602,0.3483756397899651,1.2938155948712997,NVDA,0.31744530969435086
qqq_dual_ma50_200_weekly_top10_f63_s42,10.0,2019-06-21,2026-04-30,2.1924272999472407,0.18453046067609064,1.0,1298,296,45,28,10,-0.1349612413744342,0.322363890535401,0.9104759693174943,0.09867674919523721,8,4,-0.06617150292903601,0.3529580681309499,1.2373604361411408,NVDA,0.3156453096943509
qqq_dual_ma50_200_weekly_top10_f84_s5,0.0,2019-06-21,2026-04-30,2.1076890749428947,0.19289346135974755,1.0,1219,287,46,27,10,-0.15761750110199194,0.33121716469331963,0.9456635364977531,0.09360427775029423,8,4,-0.044864090270174725,0.312335982345914,1.3203875154748062,NVDA,0.2862984726243967
qqq_dual_ma50_200_weekly_top10_f84_s5,1.0,2019-06-21,2026-04-30,2.096178043196863,0.19356326470671228,1.0,1219,287,46,27,10,-0.15773750110199192,0.33111716469331964,0.9440035364977531,0.09375634054491175,8,4,-0.04506409027017473,0.3129301082474235,1.3099064837287746,NVDA,0.2860984726243967
