candidate,extra_adverse_bps_per_side,minimum_date,maximum_date,net_simple_return,maximum_drawdown,role_coverage,trade_roles,trade_sessions,positive_months,negative_months,inactive_months,worst_month,best_month,recent12_net_simple_return,recent12_maximum_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,top5_symbol_positive_share,leave_top5_return,best_symbol,best_symbol_pnl
qqq_single_ma150_weekly_top10_f126_s21,0.0,2019-06-21,2026-04-30,1.7301421262509442,0.338267489466216,1.0,1310,303,42,34,7,-0.18598626058998136,0.30887904343844513,0.8911602590532999,0.10363373045928359,7,5,-0.045309285534636465,0.3421683115545188,0.8842259873134891,NVDA,0.24292333808881372
qqq_single_ma150_weekly_top10_f126_s21,1.0,2019-06-21,2026-04-30,1.7174886341874518,0.34011503044605407,1.0,1310,303,42,34,7,-0.18620626058998135,0.30873904343844516,0.8894402590532998,0.1037567304497963,7,5,-0.045409285534636454,0.342826080226392,0.8726410666785681,NVDA,0.24272333808881372
qqq_single_ma150_weekly_top10_f126_s21,2.0,2019-06-21,2026-04-30,1.7048351421239598,0.3419677124389517,1.0,1310,303,42,34,7,-0.18642626058998135,0.3085990434384452,0.8877202590533,0.1038799388611509,7,5,-0.045509285534636464,0.34348638913304175,0.8610561460436476,NVDA,0.24252333808881374
qqq_single_ma150_weekly_top10_f126_s21,5.0,2019-06-21,2026-04-30,1.6668746659334837,0.3475568199780568,1.0,1310,303,42,34,7,-0.18708626058998135,0.30817904343844515,0.8825602590532999,0.1042508199312345,7,5,-0.045809285534636465,0.3454809220015828,0.8263013841388857,NVDA,0.24192333808881372
qqq_single_ma150_weekly_top10_f126_s21,10.0,2019-06-21,2026-04-30,1.603607205616023,0.3569768488275673,1.0,1310,303,42,34,7,-0.18818626058998136,0.3074790434384452,0.8739602590533,0.10487317330574025,7,5,-0.04630928553463646,0.3488920172943212,0.7683767809642823,NVDA,0.24092333808881372
qqq_single_ma150_weekly_top10_f42_s0,0.0,2019-06-21,2026-04-30,1.6665525758716009,0.2836224047422001,1.0,1888,323,48,28,7,-0.12362751543782269,0.3178938891416202,0.7921268381574387,0.08897268631982072,9,3,-0.07785382401310503,0.3193527227723117,0.9664995047966465,NVDA,0.17745975622876686
qqq_single_ma150_weekly_top10_f42_s0,1.0,2019-06-21,2026-04-30,1.6480990838081089,0.28566568743025117,1.0,1888,323,48,28,7,-0.12390751543782269,0.31763388914162016,0.7897468381574386,0.08924039055406001,9,3,-0.07811382401310504,0.32041273528847336,0.9496231555902972,NVDA,0.17697975622876688
qqq_single_ma150_weekly_top10_f42_s0,2.0,2019-06-21,2026-04-30,1.6296455917446169,0.2877198358187709,1.0,1888,323,48,28,7,-0.12418751543782268,0.3173738891416202,0.7873668381574387,0.08950872208559457,9,3,-0.07837382401310504,0.3214846540552026,0.9327468063839481,NVDA,0.17649975622876687
qqq_single_ma150_weekly_top10_f42_s0,5.0,2019-06-21,2026-04-30,1.5742851155541406,0.29394834887512816,1.0,1888,323,47,29,7,-0.1250275154378227,0.3165938891416202,0.7802268381574387,0.09031750259043522,9,3,-0.07915382401310503,0.3247738882326695,0.8821177587649005,NVDA,0.17505975622876688
qqq_single_ma150_weekly_top10_f42_s0,10.0,2019-06-21,2026-04-30,1.4820176552366804,0.30455481481097946,1.0,1888,323,46,30,7,-0.12642751543782269,0.31529388914162015,0.7683268381574386,0.09167822412823062,9,3,-0.08045382401310505,0.3305138335745183,0.7977360127331546,NVDA,0.17265975622876686
qqq_single_ma150_weekly_top10_f63_s0,0.0,2019-06-21,2026-04-30,2.03335014774388,0.30818814312618287,1.0,1573,318,47,29,7,-0.19256535769575722,0.4066406204156651,0.8917464174734181,0.10810311744430137,9,3,-0.07328066967165799,0.34037998628532856,1.1362939725893606,NVDA,0.25278380089961566
qqq_single_ma150_weekly_top10_f63_s0,1.0,2019-06-21,2026-04-30,2.018076655680388,0.3101376469945656,1.0,1573,318,47,29,7,-0.19280535769575724,0.40650062041566515,0.8896864174734183,0.10835432413511707,9,3,-0.07350066967165798,0.34126846725671095,1.1221976233830115,NVDA,0.25244380089961566
qqq_single_ma150_weekly_top10_f63_s0,2.0,2019-06-21,2026-04-30,2.0028031636168953,0.3120963721415959,1.0,1573,318,47,29,7,-0.19304535769575723,0.4063606204156651,0.8876264174734181,0.10860606276409304,9,3,-0.07372066967165798,0.342163955023538,1.1081012741766618,NVDA,0.25210380089961565
qqq_single_ma150_weekly_top10_f63_s0,5.0,2019-06-21,2026-04-30,1.9569826874264193,0.31802853418837834,1.0,1573,318,47,29,7,-0.19376535769575723,0.40594062041566514,0.881446417473418,0.10936448722976025,9,3,-0.07438066967165799,0.34489329788056805,1.0658122265576144,NVDA,0.25108380089961563
qqq_single_ma150_weekly_top10_f63_s0,10.0,2019-06-21,2026-04-30,1.8806152271089591,0.3281061418620859,1.0,1573,318,46,30,7,-0.19496535769575724,0.4052406204156651,0.8711464174734181,0.11063932605294642,9,3,-0.07548066967165798,0.3495903721107589,0.9953304805258686,NVDA,0.24938380089961565
qqq_single_ma150_weekly_top10_f63_s42,0.0,2019-06-21,2026-04-30,1.7728253068264386,0.30513998727658437,1.0,1561,317,43,33,7,-0.18684855220327035,0.31580898360563703,0.9164779934844306,0.09296400920710096,8,4,-0.06263073460709737,0.3585921336251921,0.8570980143022207,NVDA,0.27787090141459847
qqq_single_ma150_weekly_top10_f63_s42,1.0,2019-06-21,2026-04-30,1.7577318147629464,0.3077862759896384,1.0,1561,317,43,33,7,-0.18712855220327035,0.31566898360563705,0.9146179934844306,0.09330052362748598,8,4,-0.06281073460709738,0.3594211182095266,0.8433030936672998,NVDA,0.2774909014145985
qqq_single_ma150_weekly_top10_f63_s42,2.0,2019-06-21,2026-04-30,1.7426383226994542,0.310443674530328,1.0,1561,317,42,34,7,-0.18740855220327035,0.315528983605637,0.9127579934844307,0.09363734718711562,8,4,-0.06299073460709738,0.36024951681131856,0.8295081730323791,NVDA,0.2771109014145985
qqq_single_ma150_weekly_top10_f63_s42,5.0,2019-06-21,2026-04-30,1.697357846508978,0.31848323318239163,1.0,1561,317,41,35,7,-0.18824855220327033,0.315108983605637,0.9071779934844306,0.09464967696721473,8,4,-0.06353073460709738,0.3628934525746947,0.7877410033042752,NVDA,0.2759709014145985
qqq_single_ma150_weekly_top10_f63_s42,10.0,2019-06-21,2026-04-30,1.6218903861915175,0.3321113556109656,1.0,1561,317,41,35,7,-0.18964855220327034,0.314408983605637,0.8978779934844308,0.09634311598387045,8,4,-0.06443073460709738,0.3677852117591266,0.7172664001296718,NVDA,0.2740709014145985
qqq_single_ma150_weekly_top10_f84_s0,0.0,2019-06-21,2026-04-30,1.8475201443121758,0.31611703925217105,1.0,1427,310,44,32,7,-0.21018859178921512,0.3523578679411381,0.9464331217861813,0.0969298135032446,9,3,-0.06163033504302104,0.3727534597060265,0.8737654053368868,NVDA,0.29336800945121805
qqq_single_ma150_weekly_top10_f84_s0,1.0,2019-06-21,2026-04-30,1.8337666522486835,0.3178724797869214,1.0,1427,310,44,32,7,-0.2104485917892151,0.35223786794113815,0.9446531217861814,0.09718292892603649,9,3,-0.06181033504302103,0.3735119594482343,0.8612371513686328,NVDA,0.29308800945121805
qqq_single_ma150_weekly_top10_f84_s0,2.0,2019-06-21,2026-04-30,1.8200131601851917,0.3196339691238354,1.0,1427,310,44,32,7,-0.2107085917892151,0.35211786794113814,0.9428731217861814,0.09743644822212488,9,3,-0.061990335043021025,0.3742704896012579,0.8487088974003789,NVDA,0.29280800945121804
qqq_single_ma150_weekly_top10_f84_s0,5.0,2019-06-21,2026-04-30,1.7787526839947154,0.3249550442114002,1.0,1427,310,44,32,7,-0.21148859178921509,0.3517578679411381,0.9375331217861813,0.09819943903971944,9,3,-0.06253033504302104,0.3765526365401398,0.8111241354956171,NVDA,0.29196800945121804
qqq_single_ma150_weekly_top10_f84_s0,10.0,2019-06-21,2026-04-30,1.7099852236772548,0.33394744480338184,1.0,1427,310,43,33,7,-0.2127885917892151,0.3511578679411381,0.9286331217861815,0.09947925877091163,9,3,-0.06343033504302104,0.38044504825855474,0.7484828656543469,NVDA,0.2905680094512181
qqq_single_ma150_weekly_top10_f84_s10,0.0,2019-06-21,2026-04-30,2.0564027988779277,0.2769723580362277,1.0,1440,311,45,31,7,-0.194293815712964,0.30827501262473894,0.8979146603582304,0.08919555614575761,8,4,-0.0315083347954695,0.35514349942923906,1.110437170571671,NVDA,0.27736936857670824
qqq_single_ma150_weekly_top10_f84_s10,1.0,2019-06-21,2026-04-30,2.0424693068144353,0.2772010957832193,1.0,1440,311,44,32,7,-0.19451381571296403,0.30811501262473895,0.8958946603582307,0.08937585898271273,8,4,-0.03168833479546951,0.3560671118407046,1.0976722499367502,NVDA,0.2771293685767082
qqq_single_ma150_weekly_top10_f84_s10,2.0,2019-06-21,2026-04-30,2.0285358147509434,0.27742992779566994,1.0,1440,311,44,32,7,-0.194733815712964,0.30795501262473896,0.8938746603582306,0.08955650351537067,8,4,-0.03186833479546952,0.35699784631574705,1.0849073293018296,NVDA,0.27688936857670826
qqq_single_ma150_weekly_top10_f84_s10,5.0,2019-06-21,2026-04-30,1.9867353385604671,0.27811699000885576,1.0,1440,311,44,32,7,-0.19539381571296402,0.307475012624739,0.8878146603582304,0.09010049702857237,8,4,-0.032408334795469514,0.3598336155459442,1.0466125673970674,NVDA,0.27616936857670826
qqq_single_ma150_weekly_top10_f84_s10,10.0,2019-06-21,2026-04-30,1.917067878243007,0.2792639844559714,1.0,1440,311,44,32,7,-0.19649381571296404,0.30667501262473895,0.8777146603582304,0.0910140782721136,8,4,-0.03330833479546951,0.36468673236186117,0.9827879642224647,NVDA,0.27496936857670823
qqq_single_ma150_weekly_top1_f126_s21,0.0,2019-06-21,2026-04-30,4.2389614314666595,0.5071230525433456,1.0,155,79,49,27,7,-0.31185456814384993,0.43667685656629973,1.3572366628316512,0.19082032516827047,10,2,-0.20313365380633674,0.7803384903896267,0.273596747880108,NVDA,1.1471262920290142
qqq_single_ma150_weekly_top1_f126_s21,1.0,2019-06-21,2026-04-30,4.223461431466659,0.5071547907675842,1.0,155,79,49,27,7,-0.31225456814384994,0.4362768565662997,1.3550366628316513,0.1909988484176502,10,2,-0.20353365380633676,0.780893136013263,0.26269674788010766,NVDA,1.145726292029014
qqq_single_ma150_weekly_top1_f126_s21,2.0,2019-06-21,2026-04-30,4.207961431466659,0.5071865329647359,1.0,155,79,49,27,7,-0.31265456814384995,0.4358768565662997,1.3528366628316513,0.1911774252021076,10,2,-0.20393365380633674,0.7814498632305253,0.25179674788010686,NVDA,1.1443262920290143
qqq_single_ma150_weekly_top1_f126_s21,5.0,2019-06-21,2026-04-30,4.161461431466659,0.5072817834011314,1.0,155,79,49,27,7,-0.31385456814384993,0.43467685656629973,1.346236662831651,0.19171347700686212,10,2,-0.20513365380633675,0.7831326522912875,0.21909674788010758,NVDA,1.1401262920290143
qqq_single_ma150_weekly_top1_f126_s21,10.0,2019-06-21,2026-04-30,4.083961431466658,0.5074406136563862,1.0,155,79,48,28,7,-0.31585456814384993,0.43267685656629973,1.3352366628316512,0.19260796963373794,10,2,-0.20713365380633675,0.7859800459764994,0.16459674788010714,NVDA,1.1331262920290142
qqq_single_ma150_weekly_top1_f84_s10,0.0,2019-06-21,2026-04-30,3.6668797557421677,0.5071230525433456,1.0,235,118,44,32,7,-0.2611486383297009,0.4472622492088395,1.0996411856287187,0.2326923892427232,8,4,-0.06724301063629468,0.5754320542400102,0.8549777061738624,ZM,0.7326053340453764
qqq_single_ma150_weekly_top1_f84_s10,1.0,2019-06-21,2026-04-30,3.643379755742168,0.5071547907675842,1.0,235,118,44,32,7,-0.2617486383297009,0.4468622492088395,1.095441185628719,0.23329725055918396,8,4,-0.06744301063629468,0.5760451602523443,0.8386777061738622,ZM,0.7318053340453764
qqq_single_ma150_weekly_top1_f84_s10,2.0,2019-06-21,2026-04-30,3.6198797557421676,0.5071865329647359,1.0,235,118,43,33,7,-0.2623486383297009,0.4464622492088395,1.0912411856287187,0.23390299124758535,8,4,-0.06764301063629467,0.5766627402063212,0.8223777061738624,ZM,0.7310053340453764
qqq_single_ma150_weekly_top1_f84_s10,5.0,2019-06-21,2026-04-30,3.5493797557421676,0.5072817834011314,1.0,235,118,43,33,7,-0.2641486383297009,0.4452622492088395,1.0786411856287188,0.2357255087633454,8,4,-0.06824301063629468,0.5785428188446502,0.7734777061738622,ZM,0.7286053340453764
qqq_single_ma150_weekly_top1_f84_s10,10.0,2019-06-21,2026-04-30,3.4318797557421674,0.5074406136563862,1.0,235,118,43,33,7,-0.2671486383297009,0.4432622492088395,1.057641185628719,0.23878080561473966,8,4,-0.06924301063629468,0.5817704949054144,0.6919777061738621,ZM,0.7246053340453764
qqq_single_ma150_weekly_top1_f84_s21,0.0,2019-06-21,2026-04-30,4.58579878381052,0.5071230525433456,1.0,201,101,50,26,7,-0.36359291476985767,0.5126698524707544,1.6014982837785694,0.21001610241520757,10,2,-0.2204561191701463,0.6493616060702023,0.44369688263844065,TSLA,1.2022630728951964
qqq_single_ma150_weekly_top1_f84_s21,1.0,2019-06-21,2026-04-30,4.56569878381052,0.5071547907675842,1.0,201,101,50,26,7,-0.36419291476985766,0.5122698524707544,1.5984982837785693,0.2102154866373158,10,2,-0.2206561191701463,0.649640715772227,0.430196882638441,TSLA,1.1998630728951964
qqq_single_ma150_weekly_top1_f84_s21,2.0,2019-06-21,2026-04-30,4.54559878381052,0.5071865329647359,1.0,201,101,50,26,7,-0.36479291476985765,0.5118698524707543,1.5954982837785696,0.2104149365785821,10,2,-0.2208561191701463,0.6499209589718834,0.4166968826384405,TSLA,1.1974630728951965
qqq_single_ma150_weekly_top1_f84_s21,5.0,2019-06-21,2026-04-30,4.48529878381052,0.5072817834011314,1.0,201,101,49,27,7,-0.36659291476985767,0.5106698524707544,1.5864982837785695,0.21101368104241544,10,2,-0.2214561191701463,0.6506908467044589,0.37619688263844075,TSLA,1.1902630728951964
qqq_single_ma150_weekly_top1_f84_s21,10.0,2019-06-21,2026-04-30,4.38479878381052,0.5074406136563862,1.0,201,101,49,27,7,-0.36959291476985767,0.5086698524707544,1.5714982837785696,0.2120129059026594,10,2,-0.2224561191701463,0.6517088038736635,0.30869688263844,TSLA,1.1782630728951964
qqq_single_ma150_weekly_top2_f126_s21,0.0,2019-06-21,2026-04-30,3.7789496632023916,0.4461471751411439,1.0,300,142,44,32,7,-0.2094390351765562,0.4730025959301498,1.3712924777977387,0.12547247631680836,8,4,-0.1092462539033085,0.6037015007427865,0.8145707867503793,TSLA,0.8127655185924971
qqq_single_ma150_weekly_top2_f126_s21,1.0,2019-06-21,2026-04-30,3.763949663202392,0.4465162222455882,1.0,300,142,44,32,7,-0.20993903517655624,0.4729025959301498,1.3691924777977387,0.125593543296116,8,4,-0.10954625390330851,0.6042570403489891,0.8022207867503801,TSLA,0.8118655185924972
qqq_single_ma150_weekly_top2_f126_s21,2.0,2019-06-21,2026-04-30,3.748949663202391,0.44688538072216694,1.0,300,142,44,32,7,-0.21043903517655624,0.47280259593014984,1.3670924777977387,0.12571484413340034,8,4,-0.10984625390330849,0.6048146011154694,0.7898707867503796,TSLA,0.8109655185924972
qqq_single_ma150_weekly_top2_f126_s21,5.0,2019-06-21,2026-04-30,3.7039496632023914,0.4479935248890915,1.0,300,142,44,32,7,-0.2119390351765562,0.4725025959301498,1.3607924777977385,0.1260801565887491,8,4,-0.1107462539033085,0.6064834214157692,0.7528207867503793,TSLA,0.8082655185924972
