family,panel,formation,skip,top_k,variant,eligible_cells,active_sessions,turnover,full_net_2bps,full_net_10bps,full_drawdown_2bps,top5_symbol_positive_share_2bps,leave_top5_return_2bps,common_net,common_drawdown,common_positive_months,common_negative_months,common_worst_month,train_net,train_drawdown,train_positive_months,train_negative_months,train_worst_month,validation_net,validation_drawdown,validation_positive_months,validation_negative_months,validation_worst_month,recent12_net,recent12_drawdown,recent12_positive_months,recent12_negative_months,recent12_worst_month,neighbor_cells,neighbor_train_min,neighbor_train_median,neighbor_validation_positive_fraction,neighbor_full_10bps_positive_fraction
qqq_dual_ma50_200_weekly,qqq,84,0,1,qqq_dual_ma50_200_weekly_top1_f84_s0,50039,1521,205.0,3.0816334879051004,2.917633487905101,0.43769257253377575,0.5679257229648333,0.5190381936998905,2.056055345352093,0.7778237297209993,36,33,-0.28492270131408387,1.1311052610933006,0.7778237297209993,20,22,-0.27526653865787953,0.9249500842587918,0.8242752822352968,16,12,-0.28492270131408387,1.3807095870720407,0.1408891442249631,9,3,-0.09693295404993922,6,0.7576124853914257,1.18969437035516,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,5,1,qqq_dual_ma50_200_weekly_top1_f84_s5,50039,1521,207.0,2.9019954021053174,2.736395402105317,0.5531034804766256,0.5859117025827953,0.36364859297043894,1.987507573842882,0.9138385080110094,34,35,-0.2983153831619644,1.0251545209170696,0.9138385080110094,21,21,-0.2983153831619644,0.9623530529258131,0.6822579987186528,14,14,-0.20668186531667218,0.9290006327476839,0.24201650847608197,8,4,-0.14137673080891056,9,0.7576124853914257,1.113558391923596,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,10,1,qqq_dual_ma50_200_weekly_top1_f84_s10,50039,1521,219.0,3.8784507700742057,3.7032507700742054,0.4574440690806369,0.5716405612261453,0.9057978511148908,2.882018935529716,0.6942753517664115,38,31,-0.23042464528097803,0.8175948768021329,0.6942753517664115,22,20,-0.23042464528097803,2.0644240587275835,0.36168038772001326,17,11,-0.11940659658087359,1.2781345374725213,0.24363279558635695,7,5,-0.06840982429604918,9,0.8175948768021329,1.113558391923596,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,21,1,qqq_dual_ma50_200_weekly_top1_f84_s21,50039,1521,193.0,5.0532497784240675,4.8988497784240685,0.323278017514042,0.6083981357827832,1.1354871341421124,4.269466688667261,0.4603086886251871,44,25,-0.3307634326941067,1.1777454983030338,0.4603086886251871,21,21,-0.3307634326941067,3.0917211903642277,0.3176271266442083,23,5,-0.26626322276604597,1.6315241984443358,0.2295209643265459,10,2,-0.24238991397268145,9,0.34920778083704174,0.9512174199782919,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,42,1,qqq_dual_ma50_200_weekly_top1_f84_s42,50039,1521,209.0,3.1568660494925256,2.9896660494925262,0.6615489510067233,0.698864371448421,-0.17149271360017337,2.505575616342414,0.9667683897014477,37,32,-0.4331500342471496,0.34920778083704174,0.9667683897014477,19,23,-0.4331500342471496,2.156367835505372,0.36690646216161316,18,10,-0.11038193353618435,1.5264296934202743,0.1822069904346095,8,4,-0.11038193353618435,6,0.34920778083704174,0.8629983377489703,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,0,1,qqq_dual_ma50_200_weekly_top1_f126_s0,50039,1521,151.0,3.3935786958294876,3.272778695829488,0.5461365380719506,0.7276789063028546,-0.4039812537050391,2.793605212347252,0.6951548355803788,41,28,-0.5309103316123795,0.7576124853914257,0.6951548355803788,23,19,-0.5309103316123795,2.035992726955826,0.48492637897646895,19,9,-0.28827937004941623,1.5867823682407787,0.1269656501388417,10,2,-0.09693295404993922,6,0.6654945953114586,1.078129891005185,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,5,1,qqq_dual_ma50_200_weekly_top1_f126_s5,50039,1516,153.0,3.7633921275518647,3.640992127551865,0.4882503699976482,0.7053908440094244,-0.04136514566157068,3.255806043876914,0.6027729010260968,39,30,-0.4138493995030237,1.2482834796170192,0.6027729010260968,21,21,-0.4138493995030237,2.0075225642598946,0.4429496635924734,18,10,-0.2218363644603878,1.3587725459059061,0.1619653699118784,8,4,-0.056131018308329936,9,-0.22545895304542612,1.0251545209170696,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,10,1,qqq_dual_ma50_200_weekly_top1_f126_s10,50039,1521,163.0,3.7168205452427543,3.5864205452427544,0.3487067561779408,0.7251736218080741,0.20273896701135552,3.09401766569077,0.4854663000126678,41,28,-0.29405855614753784,1.113558391923596,0.4854663000126678,21,21,-0.29405855614753784,1.9804592737671738,0.4618424835654975,20,8,-0.2368972847070345,1.5273440907955687,0.19419091037643,9,3,-0.14137673080891056,9,-0.22545895304542612,1.0251545209170696,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,21,1,qqq_dual_ma50_200_weekly_top1_f126_s21,50039,1521,151.0,3.632773054228407,3.5119730542284073,0.34639161013615644,0.640000259618872,0.8841884275733713,2.8124966997172525,0.49617524545522573,40,29,-0.2220865253787296,0.9969105253808198,0.49617524545522573,21,21,-0.19904204888831556,1.815586174336432,0.441277989070397,19,9,-0.2220865253787296,1.3996004808030298,0.2024511668098777,10,2,-0.2220865253787296,9,-0.22545895304542612,0.5553139420579576,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,42,1,qqq_dual_ma50_200_weekly_top1_f126_s42,50039,1521,153.0,3.1064465341856744,2.9840465341856737,0.41443687611240104,0.713502435181339,-0.47968517192658267,2.3389075701624744,0.5511548874572852,40,29,-0.4885058205217685,0.5553139420579576,0.5442493048851844,21,21,-0.4885058205217685,1.7835936281045173,0.6419912863247639,20,8,-0.42004908259180984,1.896361183825439,0.15315298477183129,10,2,-0.23190941978627508,6,0.019799559128214572,0.45226086144749966,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,0,1,qqq_dual_ma50_200_weekly_top1_f189_s0,50039,1521,127.0,3.794101122233344,3.6925011222333444,0.42894448803314644,0.9089444042878229,-1.351542590004791,2.7220151088710183,0.6152442916411469,40,29,-0.4948208649778661,0.6654945953114586,0.6152442916411469,21,21,-0.4948208649778661,2.0565205135595592,0.43472311894561755,19,9,-0.28827937004941623,1.5299515343534704,0.16037049631778724,9,3,-0.09411824189533373,6,0.17668635222087892,0.7115535403514421,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,5,1,qqq_dual_ma50_200_weekly_top1_f189_s5,50039,1521,137.0,4.5241962957441615,4.414596295744163,0.36314869944332173,0.8230551509182359,-0.16187869541352207,3.451311975358377,0.5149789452234855,42,27,-0.41199357506433243,1.2744128815143947,0.5149789452234855,22,20,-0.41199357506433243,2.176899093843983,0.4798788389818337,20,8,-0.3889524691935981,1.5624905321578695,0.20798670244204412,9,3,-0.14980003414340587,9,-0.22545895304542612,0.7576124853914257,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,10,1,qqq_dual_ma50_200_weekly_top1_f189_s10,50039,1521,133.0,3.221058483229122,3.1146584832291224,0.4813128932961633,0.7915695707099087,-0.3558865173266712,1.942187584536755,0.8512770846065933,37,32,-0.3748747285088559,-0.22545895304542612,0.8512770846065933,17,25,-0.3748747285088559,2.1676465375821814,0.4619165841121797,20,8,-0.2720652293929989,1.515861656651654,0.2329483065609431,9,3,-0.22151973703727906,9,-0.22545895304542612,0.7920566349133134,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,21,1,qqq_dual_ma50_200_weekly_top1_f189_s21,49749,1511,113.0,3.366636998342676,3.2762369983426756,0.4384647075841879,0.7441516608919818,-0.2695812655112224,2.3254772873558025,0.6760719130345468,40,29,-0.25042989236320157,0.22988601849801876,0.6760719130345468,21,21,-0.20859650590602902,2.095591268857784,0.5452608564633581,19,9,-0.25042989236320157,1.7159794611811947,0.15055138249749073,10,2,-0.1981697620013243,9,-0.261084485359358,0.22988601849801876,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,42,1,qqq_dual_ma50_200_weekly_top1_f189_s42,49300,1491,115.0,2.3828155720111344,2.2908155720111347,0.6257130608368049,0.7789959161334591,-1.1321634459823047,1.5763883227755648,0.8442515167716818,38,31,-0.42004908259180984,0.019799559128214572,0.7383325918282182,19,23,-0.37356853261850265,1.5565887636473503,0.7459661880399642,20,8,-0.42004908259180984,1.7508639270708963,0.1362373036698203,10,2,-0.1981697620013243,6,-0.261084485359358,0.1258002273417765,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,252,0,1,qqq_dual_ma50_200_weekly_top1_f252_s0,48682,1467,85.0,3.5034046542137256,3.4354046542137264,0.4901199155017147,0.9210221540410455,-1.0730373374346307,2.7784518987558977,0.6788654966130727,42,27,-0.3140307759584158,0.17668635222087892,0.6788654966130727,21,21,-0.3140307759584158,2.601765546535019,0.3277513378385131,22,6,-0.256410234635008,1.315185771823633,0.195374734689492,9,3,-0.256410234635008,4,0.17668635222087892,0.5209246656154057,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,252,5,1,qqq_dual_ma50_200_weekly_top1_f252_s5,48510,1463,89.0,3.299313928854878,3.228113928854879,0.5974952962700472,0.8781196889106381,-0.7043044608483786,2.9455364428331348,0.6955785120561551,41,28,-0.3471214018715015,0.3763547359193528,0.6955785120561551,22,20,-0.3471214018715015,2.5691817069137826,0.33060064694028496,20,8,-0.2218363644603878,1.425139501156323,0.15478727801862596,8,4,-0.1744689471525914,6,-0.22545895304542612,0.5209246656154057,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,252,10,1,qqq_dual_ma50_200_weekly_top1_f252_s10,48323,1458,93.0,3.4406866873145394,3.366286687314539,0.44676929207047217,0.7845901717592992,-0.08299948980094918,3.2952290677659786,0.4755722098930884,44,25,-0.36208047855315767,0.7920566349133134,0.4755722098930884,24,18,-0.36208047855315767,2.503172432852665,0.3567388543142641,21,7,-0.2218363644603878,1.6304439408702547,0.17171392571279243,9,3,-0.13118725633598266,6,-0.22545895304542612,0.3031203772086858,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,252,21,1,qqq_dual_ma50_200_weekly_top1_f252_s21,47871,1448,89.0,2.393586386250437,2.3223863862504373,0.6750807356672796,0.7572863066705965,-0.3973453134076248,2.198475275870513,0.733941491975897,38,31,-0.36208047855315767,0.021714436185534258,0.733941491975897,20,22,-0.36208047855315767,2.1767608396849787,0.35205998825752427,19,9,-0.2218363644603878,1.2991589795483285,0.1531317412762039,7,5,-0.08755515937180759,6,-0.261084485359358,0.020756997656874415,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,252,42,1,qqq_dual_ma50_200_weekly_top1_f252_s42,46945,1428,117.0,1.3706318013467476,1.2770318013467477,0.8305532245264773,0.7176908681660366,-1.188675386777705,1.3706318013467473,0.8305532245264773,37,32,-0.46538113408232484,-0.261084485359358,0.8305532245264773,21,21,-0.4066650016720404,1.6317162867061055,0.4260347461530135,17,11,-0.46538113408232484,1.0131452400651233,0.2499765130390175,7,5,-0.27557730061389873,4,-0.261084485359358,0.020756997656874415,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,42,0,2,qqq_dual_ma50_200_weekly_top2_f42_s0,50039,1521,232.0,1.8412652242498029,1.6556652242498031,0.3863617948307475,0.556113687496496,-0.1160065906079113,1.43786967881415,0.4627198852152719,39,30,-0.23919163895556406,0.6891866389217074,0.38422133702214734,23,19,-0.19752079097272546,0.7486830398924426,0.6679074775597006,17,11,-0.23919163895556406,1.1781929853525233,0.10857792982372073,9,3,-0.05362068844245957,4,0.6891866389217074,1.1152345070548206,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,42,5,2,qqq_dual_ma50_200_weekly_top2_f42_s5,50039,1521,235.0,1.9406182705594746,1.7526182705594746,0.37424431602931413,0.45237307949859823,0.3143847264156827,1.4991748335566268,0.4674240211708661,38,31,-0.26912962369426324,0.8339916296908867,0.4674240211708661,24,18,-0.18404250106947212,0.6651832038657398,0.5792520814724756,14,14,-0.26912962369426324,0.9425345909111157,0.1956471345157366,7,5,-0.07819892716723165,6,0.6891866389217074,1.1152345070548206,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,42,10,2,qqq_dual_ma50_200_weekly_top2_f42_s10,50039,1521,246.0,2.128847633266813,1.9320476332668137,0.40409489373053475,0.38081731536293306,0.8184635478858304,1.651463237812486,0.5051670796249808,41,28,-0.17495584183383253,0.8249667517408519,0.5051670796249808,23,19,-0.1500981297519496,0.8264964860716344,0.5170752098664417,18,10,-0.17495584183383253,0.7668069965933925,0.19183780418522345,8,4,-0.07098106081639192,6,0.8249667517408519,1.332275643699405,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,42,21,2,qqq_dual_ma50_200_weekly_top2_f42_s21,50039,1521,245.0,3.1016802067331235,2.9056802067331233,0.29232153609519845,0.5238848519281154,0.7251491607929781,2.372059776551838,0.41866776281829504,39,30,-0.19838737761341413,1.387644534311371,0.41866776281829504,24,18,-0.19838737761341413,0.9844152422404666,0.43240853688719827,15,13,-0.18156098500601395,0.9989236176664953,0.14800124763522973,8,4,-0.06975187783685632,6,0.8139617659875527,1.1445288546868948,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,42,42,2,qqq_dual_ma50_200_weekly_top2_f42_s42,50039,1521,220.0,3.2991543269099717,3.123154326909972,0.29944343,0.5207312156060689,0.7840749378307934,2.5597937247352447,0.4441426279661186,42,27,-0.22564233337025147,1.0121509562863509,0.4441426279661186,23,19,-0.19543531720991153,1.5476427684488936,0.4518551448354487,19,9,-0.22564233337025147,1.3821307363278352,0.11984185000753356,10,2,-0.08477550037123402,4,0.8139617659875527,1.1445288546868948,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,63,0,2,qqq_dual_ma50_200_weekly_top2_f63_s0,50039,1521,178.0,3.6128571317536493,3.4704571317536494,0.22769332368295772,0.5482981237564056,0.9123366428097532,2.8860736875225093,0.318346059369222,46,23,-0.14652912794612954,1.3964773844187546,0.318346059369222,26,16,-0.14138413029762836,1.4895963031037545,0.4079452829456435,21,7,-0.14652912794612954,1.2874738820460683,0.1525888364517827,10,2,-0.10803151488827639,6,0.6891866389217074,1.0516199073771892,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,63,5,2,qqq_dual_ma50_200_weekly_top2_f63_s5,50039,1521,189.0,2.669349642780764,2.518149642780765,0.28530998695738646,0.5632481871078092,0.15180556305263293,2.118735288005378,0.3404533669651139,37,32,-0.20409142098828598,1.7000191938781835,0.31131936501428653,26,16,-0.17379283806503504,0.41871609412719435,0.8442457213333114,11,17,-0.20409142098828598,1.085538077722001,0.18208956381075564,8,4,-0.03719636981379258,9,0.6891866389217074,1.1178830164187854,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,63,10,2,qqq_dual_ma50_200_weekly_top2_f63_s10,50039,1521,193.0,3.681059797881841,3.526659797881841,0.23093222929115295,0.5463729485887275,1.091765856354145,2.9097726438894957,0.329677230625011,42,27,-0.17204054999756113,1.7173763916041345,0.329677230625011,24,18,-0.14431813289096973,1.1923962522853606,0.4817427672623428,18,10,-0.17204054999756113,1.131303135727607,0.16979963150901142,10,2,-0.0311017769084665,9,0.8249667517408519,1.2755757195386126,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,63,21,2,qqq_dual_ma50_200_weekly_top2_f63_s21,50039,1521,197.0,3.3152384222229836,3.1576384222229836,0.3092359464462266,0.4207887598434019,1.394644892857927,2.5100850856650165,0.4619936932271201,38,31,-0.21257001681147272,1.276906753087439,0.4619936932271201,24,18,-0.21257001681147272,1.233178332577578,0.38948687988562974,14,14,-0.15340232093616665,0.9639436249759054,0.17992540706893562,7,5,-0.09522008683184893,9,0.8139617659875527,1.1178830164187854,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,63,42,2,qqq_dual_ma50_200_weekly_top2_f63_s42,50039,1521,184.0,3.429790875025776,3.282590875025776,0.31856389506767985,0.562599306045849,0.6747036797245571,2.9189369743203946,0.43988020440337755,40,29,-0.21095477126143114,0.8139617659875527,0.43988020440337755,23,19,-0.20009542528043425,2.104975208332842,0.4128072739117308,17,11,-0.21095477126143114,1.4967848967300252,0.23380173500351095,8,4,-0.14048962954498723,6,0.8139617659875527,1.1438633379124816,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,0,2,qqq_dual_ma50_200_weekly_top2_f84_s0,50039,1521,160.0,3.3759290935240944,3.2479290935240943,0.3734853893342746,0.5004536079857461,1.0480617718143193,2.677094614656103,0.5441049801358508,43,26,-0.18977668972474232,0.8881329193676291,0.5441049801358508,24,18,-0.18977668972474232,1.788961695288474,0.39859268930315356,20,8,-0.1776253770330843,1.4944325914784982,0.1173942684993521,10,2,-0.02313625039039713,6,0.8881329193676291,1.1816641958355998,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,5,2,qqq_dual_ma50_200_weekly_top2_f84_s5,50039,1521,158.0,3.2116892981979515,3.085289298197952,0.3166260935696052,0.5735035173151724,0.6070492898501523,2.6344988645570218,0.4430284882846325,39,30,-0.19898406914584904,1.2151068953867494,0.4430284882846325,24,18,-0.19898406914584904,1.4193919691702725,0.38840206462857224,15,13,-0.1366277459894794,1.0863444316586983,0.1440201415254407,9,3,-0.06603491087505446,9,0.8881329193676291,1.2151068953867494,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,10,2,qqq_dual_ma50_200_weekly_top2_f84_s10,50039,1521,162.0,3.0992834393046036,2.9696834393046037,0.29204442616403764,0.5633732425493359,0.6743049858072161,2.4213660929274745,0.4088256067073712,41,28,-0.19436961867265454,1.1178830164187854,0.4088256067073712,24,18,-0.19436961867265454,1.303483076508689,0.3900932556559893,17,11,-0.17335198080907077,1.0362859515784288,0.14808287975480738,8,4,-0.08080478811328436,9,1.0532705902941302,1.2755757195386126,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,21,2,qqq_dual_ma50_200_weekly_top2_f84_s21,50039,1521,162.0,3.9984692282241285,3.8688692282241295,0.23700346556216567,0.5640360282697925,1.2384024852688906,3.3890096358512007,0.3188001805909691,42,27,-0.18702543827559864,1.2755757195386126,0.3188001805909691,26,16,-0.18702543827559864,2.113433916312588,0.30598434437462324,16,12,-0.15091505159073682,1.365933416737409,0.1888223124630428,8,4,-0.15091505159073682,9,0.5994395967621853,1.1178830164187854,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,84,42,2,qqq_dual_ma50_200_weekly_top2_f84_s42,50039,1521,170.0,3.5665166361773655,3.430516636177365,0.3445457585942287,0.7172220530408164,-0.4177580434357986,2.7516410422060966,0.5194266883201022,41,28,-0.346837350407989,0.8151472713218513,0.5194266883201022,22,20,-0.346837350407989,1.9364937708842453,0.3310834173497424,19,9,-0.14415118182148928,1.2326869234808302,0.13399711921286753,9,3,-0.07660890073623738,6,0.5994395967621853,0.9342089308079907,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,0,2,qqq_dual_ma50_200_weekly_top2_f126_s0,50039,1521,108.0,3.432674233429065,3.3462742334290647,0.35419162241819746,0.6353487214771517,0.6146408421496474,2.722315197257111,0.4944439197398291,43,26,-0.3501596025715799,1.0237144735904842,0.4944439197398291,25,17,-0.3501596025715799,1.698600723666627,0.5067761274889662,18,10,-0.17186256014371962,1.5827741989850521,0.123554513628527,10,2,-0.047864531182098574,6,0.5972351716637339,0.9699927966872037,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,5,2,qqq_dual_ma50_200_weekly_top2_f126_s5,50039,1521,108.0,3.857664232607792,3.771264232607792,0.2544358026817756,0.6698293809453693,0.24976853283315625,3.0770992506622825,0.38018712377004116,45,24,-0.3500789598259221,1.1482214962844504,0.38018712377004116,27,15,-0.3500789598259221,1.9288777543778322,0.5155464705049605,18,10,-0.20040860085696777,1.4846631058590656,0.12381822340785614,10,2,-0.059133423139736206,9,0.19152630729741313,1.0237144735904842,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,10,2,qqq_dual_ma50_200_weekly_top2_f126_s10,50039,1521,109.0,3.680691265758128,3.5934912657581277,0.20991913762546585,0.6516329888600045,0.5251214656359746,2.9458116841244033,0.2967504354175403,40,29,-0.20060860085696774,1.3152646298026247,0.2967504354175403,24,18,-0.17663303849089243,1.6305470543217784,0.4743355713739758,16,12,-0.20060860085696774,1.3479190705788897,0.12649437308638484,9,3,-0.06649049756637068,9,0.19152630729741313,1.1178830164187854,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,21,2,qqq_dual_ma50_200_weekly_top2_f126_s21,50039,1521,135.0,3.714533776714623,3.6065337767146226,0.2680331585529381,0.5822270801251481,1.0056937468910117,3.10882550880475,0.3537152097381903,40,29,-0.19018003397528047,1.0532705902941302,0.3537152097381903,23,19,-0.19018003397528047,2.0555549185106194,0.3953908974816923,17,11,-0.13598075714881774,1.4392248978514832,0.12900958641240098,8,4,-0.13598075714881774,9,0.19152630729741313,0.8151472713218513,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,126,42,2,qqq_dual_ma50_200_weekly_top2_f126_s42,50039,1521,141.0,3.4308020182809065,3.318002018280907,0.298760155525678,0.6625691074067712,0.34212217258448874,2.714574775354147,0.4088318293638097,41,28,-0.2808919365822933,0.5994395967621853,0.4088318293638097,21,21,-0.2808919365822933,2.1151351785919617,0.44939559140088636,20,8,-0.20005495236995657,1.6377086975826598,0.13537517608765062,10,2,-0.1504047610090255,6,0.2316390176478996,0.7072934340420183,1.0,1.0
qqq_dual_ma50_200_weekly,qqq,189,0,2,qqq_dual_ma50_200_weekly_top2_f189_s0,50039,1521,94.0,3.8320621251030778,3.756862125103077,0.4452517863569502,0.6620734590672439,0.5490134873163139,3.1103126490657007,0.5999805383587625,44,25,-0.35475389654231126,0.5972351716637339,0.5999805383587625,24,18,-0.35475389654231126,2.5130774774019673,0.32085781853827766,21,7,-0.20275986022167558,1.6094567024855488,0.11223492299272793,9,3,-0.02975303638916564,6,0.5521087224099999,0.7567531457238286,1.0,1.0
