account_notional,participation,execution,period_type,period,net_return
10000,0.05,primary_250ms_2bp,yearly,2021,0.03789856348730246
10000,0.05,primary_250ms_2bp,yearly,2022,0.0008711633673267744
10000,0.05,primary_250ms_2bp,yearly,2023,-0.008771472705458583
10000,0.05,primary_250ms_2bp,yearly,2024,0.02638645390921803
10000,0.05,primary_250ms_2bp,yearly,2025,0.1346824097180568
10000,0.05,primary_250ms_2bp,yearly,2026,0.03220825554889005
10000,0.05,stress_1000ms_5bp,weekly,2019-06-15/2019-06-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-06-22/2019-06-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-06-29/2019-07-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-07-06/2019-07-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-07-13/2019-07-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-07-20/2019-07-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-07-27/2019-08-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-08-03/2019-08-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-08-10/2019-08-16,-0.00037970148742414345
10000,0.05,stress_1000ms_5bp,weekly,2019-08-17/2019-08-23,-0.006445918637353245
10000,0.05,stress_1000ms_5bp,weekly,2019-08-24/2019-08-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-08-31/2019-09-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-09-07/2019-09-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-09-14/2019-09-20,-0.0013747508922456247
10000,0.05,stress_1000ms_5bp,weekly,2019-09-21/2019-09-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-09-28/2019-10-04,-7.248301926468101e-05
10000,0.05,stress_1000ms_5bp,weekly,2019-10-05/2019-10-11,-0.0003287585255954899
10000,0.05,stress_1000ms_5bp,weekly,2019-10-12/2019-10-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-10-19/2019-10-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-10-26/2019-11-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-11-02/2019-11-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-11-09/2019-11-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-11-16/2019-11-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-11-23/2019-11-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-11-30/2019-12-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-12-07/2019-12-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-12-14/2019-12-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-12-21/2019-12-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2019-12-28/2020-01-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-01-04/2020-01-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-01-11/2020-01-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-01-18/2020-01-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-01-25/2020-01-31,0.00033142487591941456
10000,0.05,stress_1000ms_5bp,weekly,2020-02-01/2020-02-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-02-08/2020-02-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-02-15/2020-02-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-02-22/2020-02-28,-0.00434138688551119
10000,0.05,stress_1000ms_5bp,weekly,2020-02-29/2020-03-06,0.0016179784122177224
10000,0.05,stress_1000ms_5bp,weekly,2020-03-07/2020-03-13,-0.00717521433452233
10000,0.05,stress_1000ms_5bp,weekly,2020-03-14/2020-03-20,0.02930535039520976
10000,0.05,stress_1000ms_5bp,weekly,2020-03-21/2020-03-27,0.0012847726003307708
10000,0.05,stress_1000ms_5bp,weekly,2020-03-28/2020-04-03,-0.001696900886394843
10000,0.05,stress_1000ms_5bp,weekly,2020-04-04/2020-04-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-04-11/2020-04-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-04-18/2020-04-24,-0.012849813224993659
10000,0.05,stress_1000ms_5bp,weekly,2020-04-25/2020-05-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-05-02/2020-05-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-05-09/2020-05-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-05-16/2020-05-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-05-23/2020-05-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-05-30/2020-06-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-06-06/2020-06-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-06-13/2020-06-19,-0.003421251874062944
10000,0.05,stress_1000ms_5bp,weekly,2020-06-20/2020-06-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-06-27/2020-07-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-07-04/2020-07-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-07-11/2020-07-17,-6.762081124551242e-05
10000,0.05,stress_1000ms_5bp,weekly,2020-07-18/2020-07-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-07-25/2020-07-31,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-08-01/2020-08-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-08-08/2020-08-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-08-15/2020-08-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-08-22/2020-08-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-08-29/2020-09-04,0.005089191185314143
10000,0.05,stress_1000ms_5bp,weekly,2020-09-05/2020-09-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-09-12/2020-09-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-09-19/2020-09-25,-0.0006181209866135947
10000,0.05,stress_1000ms_5bp,weekly,2020-09-26/2020-10-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-10-03/2020-10-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-10-10/2020-10-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-10-17/2020-10-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-10-24/2020-10-30,-0.002476731634182812
10000,0.05,stress_1000ms_5bp,weekly,2020-10-31/2020-11-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-11-07/2020-11-13,0.0018457705022350446
10000,0.05,stress_1000ms_5bp,weekly,2020-11-14/2020-11-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-11-21/2020-11-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-11-28/2020-12-04,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-12-05/2020-12-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-12-12/2020-12-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-12-19/2020-12-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2020-12-26/2021-01-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-01-02/2021-01-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-01-09/2021-01-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-01-16/2021-01-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-01-23/2021-01-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-01-30/2021-02-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-02-06/2021-02-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-02-13/2021-02-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-02-20/2021-02-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-02-27/2021-03-05,0.025737359683671295
10000,0.05,stress_1000ms_5bp,weekly,2021-03-06/2021-03-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-03-13/2021-03-19,-0.009397770507603268
10000,0.05,stress_1000ms_5bp,weekly,2021-03-20/2021-03-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-03-27/2021-04-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-04-03/2021-04-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-04-10/2021-04-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-04-17/2021-04-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-04-24/2021-04-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-05-01/2021-05-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-05-08/2021-05-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-05-15/2021-05-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-05-22/2021-05-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-05-29/2021-06-04,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-06-05/2021-06-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-06-12/2021-06-18,-0.0006381418306405178
10000,0.05,stress_1000ms_5bp,weekly,2021-06-19/2021-06-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-06-26/2021-07-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-07-03/2021-07-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-07-10/2021-07-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-07-17/2021-07-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-07-24/2021-07-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-07-31/2021-08-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-08-07/2021-08-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-08-14/2021-08-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-08-21/2021-08-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-08-28/2021-09-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-09-04/2021-09-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-09-11/2021-09-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-09-18/2021-09-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-09-25/2021-10-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-10-02/2021-10-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-10-09/2021-10-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-10-16/2021-10-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-10-23/2021-10-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-10-30/2021-11-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-11-06/2021-11-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-11-13/2021-11-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-11-20/2021-11-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-11-27/2021-12-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-12-04/2021-12-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2021-12-11/2021-12-17,0.018559872836453797
10000,0.05,stress_1000ms_5bp,weekly,2021-12-18/2021-12-24,0.0008268508218266566
10000,0.05,stress_1000ms_5bp,weekly,2021-12-25/2021-12-31,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-01-01/2022-01-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-01-08/2022-01-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-01-15/2022-01-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-01-22/2022-01-28,0.019039492813178252
10000,0.05,stress_1000ms_5bp,weekly,2022-01-29/2022-02-04,-0.013332780329848944
10000,0.05,stress_1000ms_5bp,weekly,2022-02-05/2022-02-11,0.011280911544227893
10000,0.05,stress_1000ms_5bp,weekly,2022-02-12/2022-02-18,-0.0001394955049004024
10000,0.05,stress_1000ms_5bp,weekly,2022-02-19/2022-02-25,0.0019828284540031244
10000,0.05,stress_1000ms_5bp,weekly,2022-02-26/2022-03-04,0.003457455450624591
10000,0.05,stress_1000ms_5bp,weekly,2022-03-05/2022-03-11,-0.006909662001820417
10000,0.05,stress_1000ms_5bp,weekly,2022-03-12/2022-03-18,-0.01047103913159266
10000,0.05,stress_1000ms_5bp,weekly,2022-03-19/2022-03-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-03-26/2022-04-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-04-02/2022-04-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-04-09/2022-04-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-04-16/2022-04-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-04-23/2022-04-29,0.0018723563523996597
10000,0.05,stress_1000ms_5bp,weekly,2022-04-30/2022-05-06,-0.011192882854514365
10000,0.05,stress_1000ms_5bp,weekly,2022-05-07/2022-05-13,0.017393081003031215
10000,0.05,stress_1000ms_5bp,weekly,2022-05-14/2022-05-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-05-21/2022-05-27,-0.0005406631826803184
10000,0.05,stress_1000ms_5bp,weekly,2022-05-28/2022-06-03,-0.005916501135422881
10000,0.05,stress_1000ms_5bp,weekly,2022-06-04/2022-06-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-06-11/2022-06-17,0.010158083554082506
10000,0.05,stress_1000ms_5bp,weekly,2022-06-18/2022-06-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-06-25/2022-07-01,0.002854080644668154
10000,0.05,stress_1000ms_5bp,weekly,2022-07-02/2022-07-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-07-09/2022-07-15,0.0008818078809749046
10000,0.05,stress_1000ms_5bp,weekly,2022-07-16/2022-07-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-07-23/2022-07-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-07-30/2022-08-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-08-06/2022-08-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-08-13/2022-08-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-08-20/2022-08-26,0.003374298497273901
10000,0.05,stress_1000ms_5bp,weekly,2022-08-27/2022-09-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-09-03/2022-09-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-09-10/2022-09-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-09-17/2022-09-23,-0.03655092461616698
10000,0.05,stress_1000ms_5bp,weekly,2022-09-24/2022-09-30,0.002901478631067915
10000,0.05,stress_1000ms_5bp,weekly,2022-10-01/2022-10-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-10-08/2022-10-14,-0.016040147668298844
10000,0.05,stress_1000ms_5bp,weekly,2022-10-15/2022-10-21,0.00028281614355203985
10000,0.05,stress_1000ms_5bp,weekly,2022-10-22/2022-10-28,0.007831797182759805
10000,0.05,stress_1000ms_5bp,weekly,2022-10-29/2022-11-04,0.003559646132742962
10000,0.05,stress_1000ms_5bp,weekly,2022-11-05/2022-11-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-11-12/2022-11-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-11-19/2022-11-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-11-26/2022-12-02,0.0005920440926396605
10000,0.05,stress_1000ms_5bp,weekly,2022-12-03/2022-12-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-12-10/2022-12-16,0.01160872911073888
10000,0.05,stress_1000ms_5bp,weekly,2022-12-17/2022-12-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-12-24/2022-12-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2022-12-31/2023-01-06,-0.004390746851358322
10000,0.05,stress_1000ms_5bp,weekly,2023-01-07/2023-01-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-01-14/2023-01-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-01-21/2023-01-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-01-28/2023-02-03,0.006173621239971826
10000,0.05,stress_1000ms_5bp,weekly,2023-02-04/2023-02-10,-0.02063022701149433
10000,0.05,stress_1000ms_5bp,weekly,2023-02-11/2023-02-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-02-18/2023-02-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-02-25/2023-03-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-03-04/2023-03-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-03-11/2023-03-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-03-18/2023-03-24,0.007481049008808042
10000,0.05,stress_1000ms_5bp,weekly,2023-03-25/2023-03-31,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-04-01/2023-04-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-04-08/2023-04-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-04-15/2023-04-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-04-22/2023-04-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-04-29/2023-05-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-05-06/2023-05-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-05-13/2023-05-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-05-20/2023-05-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-05-27/2023-06-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-06-03/2023-06-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-06-10/2023-06-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-06-17/2023-06-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-06-24/2023-06-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-07-01/2023-07-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-07-08/2023-07-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-07-15/2023-07-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-07-22/2023-07-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-07-29/2023-08-04,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-08-05/2023-08-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-08-12/2023-08-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-08-19/2023-08-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-08-26/2023-09-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-09-02/2023-09-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-09-09/2023-09-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-09-16/2023-09-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-09-23/2023-09-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-09-30/2023-10-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-10-07/2023-10-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-10-14/2023-10-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-10-21/2023-10-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-10-28/2023-11-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-11-04/2023-11-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-11-11/2023-11-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-11-18/2023-11-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-11-25/2023-12-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-12-02/2023-12-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-12-09/2023-12-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-12-16/2023-12-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-12-23/2023-12-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2023-12-30/2024-01-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-01-06/2024-01-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-01-13/2024-01-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-01-20/2024-01-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-01-27/2024-02-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-02-03/2024-02-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-02-10/2024-02-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-02-17/2024-02-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-02-24/2024-03-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-03-02/2024-03-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-03-09/2024-03-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-03-16/2024-03-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-03-23/2024-03-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-03-30/2024-04-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-04-06/2024-04-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-04-13/2024-04-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-04-20/2024-04-26,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-04-27/2024-05-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-05-04/2024-05-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-05-11/2024-05-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-05-18/2024-05-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-05-25/2024-05-31,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-06-01/2024-06-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-06-08/2024-06-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-06-15/2024-06-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-06-22/2024-06-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-06-29/2024-07-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-07-06/2024-07-12,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-07-13/2024-07-19,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-07-20/2024-07-26,0.004982348825587203
10000,0.05,stress_1000ms_5bp,weekly,2024-07-27/2024-08-02,0.003041385427710634
10000,0.05,stress_1000ms_5bp,weekly,2024-08-03/2024-08-09,-0.001134048443284478
10000,0.05,stress_1000ms_5bp,weekly,2024-08-10/2024-08-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-08-17/2024-08-23,0.002911060322320867
10000,0.05,stress_1000ms_5bp,weekly,2024-08-24/2024-08-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-08-31/2024-09-06,0.008138268679223857
10000,0.05,stress_1000ms_5bp,weekly,2024-09-07/2024-09-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-09-14/2024-09-20,0.0054511681148335924
10000,0.05,stress_1000ms_5bp,weekly,2024-09-21/2024-09-27,0.001841657903593865
10000,0.05,stress_1000ms_5bp,weekly,2024-09-28/2024-10-04,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-10-05/2024-10-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-10-12/2024-10-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-10-19/2024-10-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-10-26/2024-11-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-11-02/2024-11-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-11-09/2024-11-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-11-16/2024-11-22,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-11-23/2024-11-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-11-30/2024-12-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-12-07/2024-12-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-12-14/2024-12-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-12-21/2024-12-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2024-12-28/2025-01-03,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-01-04/2025-01-10,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-01-11/2025-01-17,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-01-18/2025-01-24,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-01-25/2025-01-31,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-02-01/2025-02-07,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-02-08/2025-02-14,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-02-15/2025-02-21,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-02-22/2025-02-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-03-01/2025-03-07,0.0015725703987615042
10000,0.05,stress_1000ms_5bp,weekly,2025-03-08/2025-03-14,-0.004903061682236612
10000,0.05,stress_1000ms_5bp,weekly,2025-03-15/2025-03-21,-0.005085094723150044
10000,0.05,stress_1000ms_5bp,weekly,2025-03-22/2025-03-28,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-03-29/2025-04-04,-0.003048741313454611
10000,0.05,stress_1000ms_5bp,weekly,2025-04-05/2025-04-11,0.16945054905416912
10000,0.05,stress_1000ms_5bp,weekly,2025-04-12/2025-04-18,-3.3523995642242504e-05
10000,0.05,stress_1000ms_5bp,weekly,2025-04-19/2025-04-25,-0.0007364669637135668
10000,0.05,stress_1000ms_5bp,weekly,2025-04-26/2025-05-02,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-05-03/2025-05-09,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-05-10/2025-05-16,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-05-17/2025-05-23,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-05-24/2025-05-30,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-05-31/2025-06-06,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-06-07/2025-06-13,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-06-14/2025-06-20,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-06-21/2025-06-27,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-06-28/2025-07-04,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-07-05/2025-07-11,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-07-12/2025-07-18,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-07-19/2025-07-25,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-07-26/2025-08-01,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-08-02/2025-08-08,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-08-09/2025-08-15,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-08-16/2025-08-22,-0.014146801099450292
10000,0.05,stress_1000ms_5bp,weekly,2025-08-23/2025-08-29,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-08-30/2025-09-05,0.0
10000,0.05,stress_1000ms_5bp,weekly,2025-09-06/2025-09-12,0.0
