account_notional,participation,execution,period_type,period,net_return
25000,0.05,stress_1000ms_5bp,weekly,2023-11-04/2023-11-10,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-11-11/2023-11-17,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-11-18/2023-11-24,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-11-25/2023-12-01,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-12-02/2023-12-08,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-12-09/2023-12-15,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-12-16/2023-12-22,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-12-23/2023-12-29,0.0
25000,0.05,stress_1000ms_5bp,weekly,2023-12-30/2024-01-05,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-01-06/2024-01-12,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-01-13/2024-01-19,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-01-20/2024-01-26,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-01-27/2024-02-02,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-02-03/2024-02-09,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-02-10/2024-02-16,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-02-17/2024-02-23,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-02-24/2024-03-01,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-03-02/2024-03-08,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-03-09/2024-03-15,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-03-16/2024-03-22,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-03-23/2024-03-29,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-03-30/2024-04-05,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-04-06/2024-04-12,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-04-13/2024-04-19,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-04-20/2024-04-26,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-04-27/2024-05-03,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-05-04/2024-05-10,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-05-11/2024-05-17,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-05-18/2024-05-24,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-05-25/2024-05-31,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-06-01/2024-06-07,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-06-08/2024-06-14,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-06-15/2024-06-21,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-06-22/2024-06-28,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-06-29/2024-07-05,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-07-06/2024-07-12,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-07-13/2024-07-19,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-07-20/2024-07-26,0.001992939530234881
25000,0.05,stress_1000ms_5bp,weekly,2024-07-27/2024-08-02,0.0012165541710842534
25000,0.05,stress_1000ms_5bp,weekly,2024-08-03/2024-08-09,-0.00047074441479506824
25000,0.05,stress_1000ms_5bp,weekly,2024-08-10/2024-08-16,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-08-17/2024-08-23,0.0021169528647622714
25000,0.05,stress_1000ms_5bp,weekly,2024-08-24/2024-08-30,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-08-31/2024-09-06,0.006423767441704516
25000,0.05,stress_1000ms_5bp,weekly,2024-09-07/2024-09-13,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-09-14/2024-09-20,0.005597250460769582
25000,0.05,stress_1000ms_5bp,weekly,2024-09-21/2024-09-27,0.000736663161437546
25000,0.05,stress_1000ms_5bp,weekly,2024-09-28/2024-10-04,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-10-05/2024-10-11,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-10-12/2024-10-18,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-10-19/2024-10-25,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-10-26/2024-11-01,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-11-02/2024-11-08,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-11-09/2024-11-15,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-11-16/2024-11-22,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-11-23/2024-11-29,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-11-30/2024-12-06,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-12-07/2024-12-13,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-12-14/2024-12-20,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-12-21/2024-12-27,0.0
25000,0.05,stress_1000ms_5bp,weekly,2024-12-28/2025-01-03,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-01-04/2025-01-10,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-01-11/2025-01-17,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-01-18/2025-01-24,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-01-25/2025-01-31,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-02-01/2025-02-07,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-02-08/2025-02-14,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-02-15/2025-02-21,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-02-22/2025-02-28,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-03-01/2025-03-07,0.0006290281595046016
25000,0.05,stress_1000ms_5bp,weekly,2025-03-08/2025-03-14,-0.0019612246728946446
25000,0.05,stress_1000ms_5bp,weekly,2025-03-15/2025-03-21,-0.005092628196813971
25000,0.05,stress_1000ms_5bp,weekly,2025-03-22/2025-03-28,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-03-29/2025-04-04,-0.0012194965253818442
25000,0.05,stress_1000ms_5bp,weekly,2025-04-05/2025-04-11,0.09494371399987278
25000,0.05,stress_1000ms_5bp,weekly,2025-04-12/2025-04-18,-1.3409598256897001e-05
25000,0.05,stress_1000ms_5bp,weekly,2025-04-19/2025-04-25,-0.0002945867854854267
25000,0.05,stress_1000ms_5bp,weekly,2025-04-26/2025-05-02,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-05-03/2025-05-09,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-05-10/2025-05-16,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-05-17/2025-05-23,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-05-24/2025-05-30,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-05-31/2025-06-06,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-06-07/2025-06-13,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-06-14/2025-06-20,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-06-21/2025-06-27,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-06-28/2025-07-04,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-07-05/2025-07-11,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-07-12/2025-07-18,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-07-19/2025-07-25,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-07-26/2025-08-01,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-08-02/2025-08-08,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-08-09/2025-08-15,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-08-16/2025-08-22,-0.009877182408795614
25000,0.05,stress_1000ms_5bp,weekly,2025-08-23/2025-08-29,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-08-30/2025-09-05,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-09-06/2025-09-12,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-09-13/2025-09-19,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-09-20/2025-09-26,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-09-27/2025-10-03,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-10-04/2025-10-10,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-10-11/2025-10-17,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-10-18/2025-10-24,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-10-25/2025-10-31,0.000733069733397076
25000,0.05,stress_1000ms_5bp,weekly,2025-11-01/2025-11-07,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-11-08/2025-11-14,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-11-15/2025-11-21,-0.017786111992008472
25000,0.05,stress_1000ms_5bp,weekly,2025-11-22/2025-11-28,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-11-29/2025-12-05,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-12-06/2025-12-12,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-12-13/2025-12-19,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-12-20/2025-12-26,0.0
25000,0.05,stress_1000ms_5bp,weekly,2025-12-27/2026-01-02,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-01-03/2026-01-09,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-01-10/2026-01-16,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-01-17/2026-01-23,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-01-24/2026-01-30,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-01-31/2026-02-06,0.01809813660631477
25000,0.05,stress_1000ms_5bp,weekly,2026-02-07/2026-02-13,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-02-14/2026-02-20,0.009049474977816645
25000,0.05,stress_1000ms_5bp,weekly,2026-02-21/2026-02-27,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-02-28/2026-03-06,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-03-07/2026-03-13,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-03-14/2026-03-20,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-03-21/2026-03-27,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-03-28/2026-04-03,0.0008685317233808469
25000,0.05,stress_1000ms_5bp,weekly,2026-04-04/2026-04-10,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-04-11/2026-04-17,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-04-18/2026-04-24,0.0
25000,0.05,stress_1000ms_5bp,weekly,2026-04-25/2026-05-01,0.0
25000,0.05,stress_1000ms_5bp,monthly,2019-06,0.0
25000,0.05,stress_1000ms_5bp,monthly,2019-07,0.0
25000,0.05,stress_1000ms_5bp,monthly,2019-08,-0.0027302480499109554
25000,0.05,stress_1000ms_5bp,monthly,2019-09,-0.0005499003568982499
25000,0.05,stress_1000ms_5bp,monthly,2019-10,-0.00016049661794406838
25000,0.05,stress_1000ms_5bp,monthly,2019-11,0.0
25000,0.05,stress_1000ms_5bp,monthly,2019-12,0.0
25000,0.05,stress_1000ms_5bp,monthly,2020-01,0.00013256995036776585
25000,0.05,stress_1000ms_5bp,monthly,2020-02,-0.001736554754204476
25000,0.05,stress_1000ms_5bp,monthly,2020-03,0.010479474007958433
25000,0.05,stress_1000ms_5bp,monthly,2020-04,-0.012428690642056579
25000,0.05,stress_1000ms_5bp,monthly,2020-05,0.0
25000,0.05,stress_1000ms_5bp,monthly,2020-06,-0.0013685007496251776
25000,0.05,stress_1000ms_5bp,monthly,2020-07,-2.704832449820497e-05
25000,0.05,stress_1000ms_5bp,monthly,2020-08,0.0
25000,0.05,stress_1000ms_5bp,monthly,2020-09,0.0017884280794802194
25000,0.05,stress_1000ms_5bp,monthly,2020-10,-0.0024817351324336865
25000,0.05,stress_1000ms_5bp,monthly,2020-11,0.0007383082008940178
25000,0.05,stress_1000ms_5bp,monthly,2020-12,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-01,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-02,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-03,0.02056992664987601
25000,0.05,stress_1000ms_5bp,monthly,2021-04,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-05,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-06,-0.0002552567322562071
25000,0.05,stress_1000ms_5bp,monthly,2021-07,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-08,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-09,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-10,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-11,0.0
25000,0.05,stress_1000ms_5bp,monthly,2021-12,0.009329466552465837
25000,0.05,stress_1000ms_5bp,monthly,2022-01,0.008569072739870029
25000,0.05,stress_1000ms_5bp,monthly,2022-02,0.0054322238804413924
25000,0.05,stress_1000ms_5bp,monthly,2022-03,-0.005227474405567624
25000,0.05,stress_1000ms_5bp,monthly,2022-04,0.0007489425409598639
25000,0.05,stress_1000ms_5bp,monthly,2022-05,0.0028243860193036324
25000,0.05,stress_1000ms_5bp,monthly,2022-06,0.002698264825531021
25000,0.05,stress_1000ms_5bp,monthly,2022-07,0.00035272315238996197
25000,0.05,stress_1000ms_5bp,monthly,2022-08,0.0013497193989095602
25000,0.05,stress_1000ms_5bp,monthly,2022-09,-0.018111555187998382
25000,0.05,stress_1000ms_5bp,monthly,2022-10,-0.003536322271217681
25000,0.05,stress_1000ms_5bp,monthly,2022-11,0.0020437784989744824
25000,0.05,stress_1000ms_5bp,monthly,2022-12,0.004643491644295552
25000,0.05,stress_1000ms_5bp,monthly,2023-01,-0.00439074685135832
25000,0.05,stress_1000ms_5bp,monthly,2023-02,-0.004631956883776557
25000,0.05,stress_1000ms_5bp,monthly,2023-03,0.003035279400674825
25000,0.05,stress_1000ms_5bp,monthly,2023-04,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-05,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-06,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-07,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-08,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-09,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-10,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-11,0.0
25000,0.05,stress_1000ms_5bp,monthly,2023-12,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-01,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-02,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-03,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-04,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-05,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-06,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-07,0.001992939530234881
25000,0.05,stress_1000ms_5bp,monthly,2024-08,0.0028627626210514564
25000,0.05,stress_1000ms_5bp,monthly,2024-09,0.012757681063911645
25000,0.05,stress_1000ms_5bp,monthly,2024-10,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-11,0.0
25000,0.05,stress_1000ms_5bp,monthly,2024-12,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-01,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-02,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-03,-0.006424824710204014
25000,0.05,stress_1000ms_5bp,monthly,2025-04,0.09341622109074861
25000,0.05,stress_1000ms_5bp,monthly,2025-05,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-06,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-07,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-08,-0.009877182408795614
25000,0.05,stress_1000ms_5bp,monthly,2025-09,0.0
25000,0.05,stress_1000ms_5bp,monthly,2025-10,0.000733069733397076
25000,0.05,stress_1000ms_5bp,monthly,2025-11,-0.017786111992008472
25000,0.05,stress_1000ms_5bp,monthly,2025-12,0.0
25000,0.05,stress_1000ms_5bp,monthly,2026-01,0.0
25000,0.05,stress_1000ms_5bp,monthly,2026-02,0.027147611584131415
25000,0.05,stress_1000ms_5bp,monthly,2026-03,0.0
25000,0.05,stress_1000ms_5bp,monthly,2026-04,0.0008685317233808469
25000,0.05,stress_1000ms_5bp,yearly,2019,-0.0034406450247532736
25000,0.05,stress_1000ms_5bp,yearly,2020,-0.0049037493641176915
25000,0.05,stress_1000ms_5bp,yearly,2021,0.029644136470085642
25000,0.05,stress_1000ms_5bp,yearly,2022,0.0017872508358918082
25000,0.05,stress_1000ms_5bp,yearly,2023,-0.0059874243344600515
25000,0.05,stress_1000ms_5bp,yearly,2024,0.01761338321519798
25000,0.05,stress_1000ms_5bp,yearly,2025,0.06006117171313758
25000,0.05,stress_1000ms_5bp,yearly,2026,0.028016143307512262
25000,0.1,primary_250ms_2bp,weekly,2019-06-15/2019-06-21,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-06-22/2019-06-28,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-06-29/2019-07-05,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-07-06/2019-07-12,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-07-13/2019-07-19,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-07-20/2019-07-26,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-07-27/2019-08-02,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-08-03/2019-08-09,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-08-10/2019-08-16,-0.00024077504499100022
25000,0.1,primary_250ms_2bp,weekly,2019-08-17/2019-08-23,-0.005102435512897443
25000,0.1,primary_250ms_2bp,weekly,2019-08-24/2019-08-30,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-08-31/2019-09-06,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-09-07/2019-09-13,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-09-14/2019-09-20,-0.001233161367726422
25000,0.1,primary_250ms_2bp,weekly,2019-09-21/2019-09-27,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-09-28/2019-10-04,7.188962207559266e-06
25000,0.1,primary_250ms_2bp,weekly,2019-10-05/2019-10-11,-0.00020287942411517638
25000,0.1,primary_250ms_2bp,weekly,2019-10-12/2019-10-18,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-10-19/2019-10-25,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-10-26/2019-11-01,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-11-02/2019-11-08,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-11-09/2019-11-15,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-11-16/2019-11-22,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-11-23/2019-11-29,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-11-30/2019-12-06,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-12-07/2019-12-13,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-12-14/2019-12-20,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-12-21/2019-12-27,0.0
25000,0.1,primary_250ms_2bp,weekly,2019-12-28/2020-01-03,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-01-04/2020-01-10,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-01-11/2020-01-17,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-01-18/2020-01-24,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-01-25/2020-01-31,0.00026847190561887275
25000,0.1,primary_250ms_2bp,weekly,2020-02-01/2020-02-07,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-02-08/2020-02-14,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-02-15/2020-02-21,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-02-22/2020-02-28,-0.0033249382123574965
25000,0.1,primary_250ms_2bp,weekly,2020-02-29/2020-03-06,0.0017582099580084139
25000,0.1,primary_250ms_2bp,weekly,2020-03-07/2020-03-13,-0.005912031673665096
25000,0.1,primary_250ms_2bp,weekly,2020-03-14/2020-03-20,0.025532178044391233
25000,0.1,primary_250ms_2bp,weekly,2020-03-21/2020-03-27,0.0011003975204959284
25000,0.1,primary_250ms_2bp,weekly,2020-03-28/2020-04-03,-0.0012488894221155506
25000,0.1,primary_250ms_2bp,weekly,2020-04-04/2020-04-10,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-04-11/2020-04-17,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-04-18/2020-04-24,-0.012299857148570192
25000,0.1,primary_250ms_2bp,weekly,2020-04-25/2020-05-01,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-05-02/2020-05-08,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-05-09/2020-05-15,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-05-16/2020-05-22,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-05-23/2020-05-29,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-05-30/2020-06-05,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-06-06/2020-06-12,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-06-13/2020-06-19,-0.00257565206958608
25000,0.1,primary_250ms_2bp,weekly,2020-06-20/2020-06-26,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-06-27/2020-07-03,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-07-04/2020-07-10,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-07-11/2020-07-17,1.913937212557597e-05
25000,0.1,primary_250ms_2bp,weekly,2020-07-18/2020-07-24,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-07-25/2020-07-31,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-08-01/2020-08-07,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-08-08/2020-08-14,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-08-15/2020-08-21,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-08-22/2020-08-28,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-08-29/2020-09-04,0.004383768046390807
25000,0.1,primary_250ms_2bp,weekly,2020-09-05/2020-09-11,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-09-12/2020-09-18,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-09-19/2020-09-25,-0.00023391241751649243
25000,0.1,primary_250ms_2bp,weekly,2020-09-26/2020-10-02,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-10-03/2020-10-09,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-10-10/2020-10-16,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-10-17/2020-10-23,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-10-24/2020-10-30,-0.002183153769246098
25000,0.1,primary_250ms_2bp,weekly,2020-10-31/2020-11-06,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-11-07/2020-11-13,0.0016062755448910354
25000,0.1,primary_250ms_2bp,weekly,2020-11-14/2020-11-20,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-11-21/2020-11-27,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-11-28/2020-12-04,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-12-05/2020-12-11,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-12-12/2020-12-18,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-12-19/2020-12-25,0.0
25000,0.1,primary_250ms_2bp,weekly,2020-12-26/2021-01-01,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-01-02/2021-01-08,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-01-09/2021-01-15,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-01-16/2021-01-22,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-01-23/2021-01-29,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-01-30/2021-02-05,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-02-06/2021-02-12,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-02-13/2021-02-19,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-02-20/2021-02-26,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-02-27/2021-03-05,0.026845111457708407
25000,0.1,primary_250ms_2bp,weekly,2021-03-06/2021-03-12,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-03-13/2021-03-19,-0.008025599040191964
25000,0.1,primary_250ms_2bp,weekly,2021-03-20/2021-03-26,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-03-27/2021-04-02,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-04-03/2021-04-09,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-04-10/2021-04-16,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-04-17/2021-04-23,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-04-24/2021-04-30,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-05-01/2021-05-07,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-05-08/2021-05-14,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-05-15/2021-05-21,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-05-22/2021-05-28,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-05-29/2021-06-04,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-06-05/2021-06-11,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-06-12/2021-06-18,-0.00047308458308338076
25000,0.1,primary_250ms_2bp,weekly,2021-06-19/2021-06-25,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-06-26/2021-07-02,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-07-03/2021-07-09,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-07-10/2021-07-16,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-07-17/2021-07-23,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-07-24/2021-07-30,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-07-31/2021-08-06,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-08-07/2021-08-13,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-08-14/2021-08-20,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-08-21/2021-08-27,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-08-28/2021-09-03,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-09-04/2021-09-10,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-09-11/2021-09-17,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-09-18/2021-09-24,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-09-25/2021-10-01,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-10-02/2021-10-08,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-10-09/2021-10-15,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-10-16/2021-10-22,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-10-23/2021-10-29,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-10-30/2021-11-05,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-11-06/2021-11-12,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-11-13/2021-11-19,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-11-20/2021-11-26,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-11-27/2021-12-03,0.0
25000,0.1,primary_250ms_2bp,weekly,2021-12-04/2021-12-10,0.0
