variant,block,net_pnl,signal_days
tail05_all_0935_stop3_c5,block_2,0.18159828227759567,67
tail05_all_0935_stop3_c5,block_3,0.2728951319453457,77
tail05_all_0935_stop3_c10,block_1,-0.14000330675096392,59
tail05_all_0935_stop3_c10,block_2,0.11559828227759564,67
tail05_all_0935_stop3_c10,block_3,0.1958951319453457,77
tail05_all_0935_stop3_c20,block_1,-0.2540033067509639,59
tail05_all_0935_stop3_c20,block_2,-0.016401717722404383,67
tail05_all_0935_stop3_c20,block_3,0.041895131945345665,77
tail05_all_0935_auction_failure_c5,block_1,-0.09230321322402588,59
tail05_all_0935_auction_failure_c5,block_2,0.1226754987819485,67
tail05_all_0935_auction_failure_c5,block_3,-0.044077717341938216,77
tail05_all_0935_auction_failure_c10,block_1,-0.1493032132240259,59
tail05_all_0935_auction_failure_c10,block_2,0.05667549878194848,67
tail05_all_0935_auction_failure_c10,block_3,-0.12107771734193828,77
tail05_all_0935_auction_failure_c20,block_1,-0.26330321322402594,59
tail05_all_0935_auction_failure_c20,block_2,-0.0753245012180515,67
tail05_all_0935_auction_failure_c20,block_3,-0.27507771734193825,77
tail05_anomaly1_0931_none_c5,block_1,0.12423939109315821,44
tail05_anomaly1_0931_none_c5,block_2,0.4234324372808826,56
tail05_anomaly1_0931_none_c5,block_3,0.17034832470739694,59
tail05_anomaly1_0931_none_c10,block_1,0.08123939109315817,44
tail05_anomaly1_0931_none_c10,block_2,0.3674324372808826,56
tail05_anomaly1_0931_none_c10,block_3,0.11134832470739692,59
tail05_anomaly1_0931_none_c20,block_1,-0.0047606089068418095,44
tail05_anomaly1_0931_none_c20,block_2,0.2554324372808826,56
tail05_anomaly1_0931_none_c20,block_3,-0.006651675292603108,59
tail05_anomaly1_0931_stop1_c5,block_1,-0.1568060943882959,44
tail05_anomaly1_0931_stop1_c5,block_2,0.22365234976690493,56
tail05_anomaly1_0931_stop1_c5,block_3,-0.23348583586058058,59
tail05_anomaly1_0931_stop1_c10,block_1,-0.19980609438829589,44
tail05_anomaly1_0931_stop1_c10,block_2,0.16765234976690496,56
tail05_anomaly1_0931_stop1_c10,block_3,-0.2924858358605805,59
tail05_anomaly1_0931_stop1_c20,block_1,-0.2858060943882959,44
tail05_anomaly1_0931_stop1_c20,block_2,0.05565234976690495,56
tail05_anomaly1_0931_stop1_c20,block_3,-0.4104858358605806,59
tail05_anomaly1_0931_stop2_c5,block_1,-0.19433286717149792,44
tail05_anomaly1_0931_stop2_c5,block_2,0.2994620019584562,56
tail05_anomaly1_0931_stop2_c5,block_3,-0.07724796793636181,59
tail05_anomaly1_0931_stop2_c10,block_1,-0.23733286717149793,44
tail05_anomaly1_0931_stop2_c10,block_2,0.24346200195845613,56
tail05_anomaly1_0931_stop2_c10,block_3,-0.13624796793636185,59
tail05_anomaly1_0931_stop2_c20,block_1,-0.32333286717149795,44
tail05_anomaly1_0931_stop2_c20,block_2,0.13146200195845617,56
tail05_anomaly1_0931_stop2_c20,block_3,-0.2542479679363618,59
tail05_anomaly1_0931_stop3_c5,block_1,0.023345148528520127,44
tail05_anomaly1_0931_stop3_c5,block_2,0.43094777330590195,56
tail05_anomaly1_0931_stop3_c5,block_3,0.039815778887133085,59
tail05_anomaly1_0931_stop3_c10,block_1,-0.019654851471479905,44
tail05_anomaly1_0931_stop3_c10,block_2,0.37494777330590195,56
tail05_anomaly1_0931_stop3_c10,block_3,-0.019184221112866967,59
tail05_anomaly1_0931_stop3_c20,block_1,-0.10565485147147993,44
tail05_anomaly1_0931_stop3_c20,block_2,0.2629477733059019,56
tail05_anomaly1_0931_stop3_c20,block_3,-0.13718422111286704,59
tail05_anomaly1_0931_auction_failure_c5,block_1,-0.10141473661045045,44
tail05_anomaly1_0931_auction_failure_c5,block_2,0.2350372279471151,56
tail05_anomaly1_0931_auction_failure_c5,block_3,-0.21090144968309243,59
tail05_anomaly1_0931_auction_failure_c10,block_1,-0.14441473661045046,44
tail05_anomaly1_0931_auction_failure_c10,block_2,0.17903722794711507,56
tail05_anomaly1_0931_auction_failure_c10,block_3,-0.2699014496830925,59
tail05_anomaly1_0931_auction_failure_c20,block_1,-0.23041473661045045,44
tail05_anomaly1_0931_auction_failure_c20,block_2,0.06703722794711513,56
tail05_anomaly1_0931_auction_failure_c20,block_3,-0.3879014496830925,59
tail05_anomaly1_0932_none_c5,block_1,0.1287696076078972,44
tail05_anomaly1_0932_none_c5,block_2,0.3060714620886388,56
tail05_anomaly1_0932_none_c5,block_3,0.21800852179873537,59
tail05_anomaly1_0932_none_c10,block_1,0.0857696076078972,44
tail05_anomaly1_0932_none_c10,block_2,0.25107146208863873,56
tail05_anomaly1_0932_none_c10,block_3,0.15900852179873534,59
tail05_anomaly1_0932_none_c20,block_1,-0.0002303923921028045,44
tail05_anomaly1_0932_none_c20,block_2,0.14107146208863877,56
tail05_anomaly1_0932_none_c20,block_3,0.04100852179873535,59
tail05_anomaly1_0932_stop1_c5,block_1,-0.06655868906862997,44
tail05_anomaly1_0932_stop1_c5,block_2,0.14780771122033148,56
tail05_anomaly1_0932_stop1_c5,block_3,-0.21055334979429813,59
tail05_anomaly1_0932_stop1_c10,block_1,-0.10955868906862995,44
tail05_anomaly1_0932_stop1_c10,block_2,0.09280771122033149,56
tail05_anomaly1_0932_stop1_c10,block_3,-0.2695533497942981,59
tail05_anomaly1_0932_stop1_c20,block_1,-0.19555868906862997,44
tail05_anomaly1_0932_stop1_c20,block_2,-0.017192288779668496,56
tail05_anomaly1_0932_stop1_c20,block_3,-0.3875533497942981,59
tail05_anomaly1_0932_stop2_c5,block_1,-0.11282065461872084,44
tail05_anomaly1_0932_stop2_c5,block_2,0.20182312293217727,56
tail05_anomaly1_0932_stop2_c5,block_3,-0.056815601865103135,59
tail05_anomaly1_0932_stop2_c10,block_1,-0.15582065461872086,44
tail05_anomaly1_0932_stop2_c10,block_2,0.14682312293217725,56
tail05_anomaly1_0932_stop2_c10,block_3,-0.1158156018651032,59
tail05_anomaly1_0932_stop2_c20,block_1,-0.24182065461872082,44
tail05_anomaly1_0932_stop2_c20,block_2,0.036823122932177335,56
tail05_anomaly1_0932_stop2_c20,block_3,-0.23381560186510314,59
tail05_anomaly1_0932_stop3_c5,block_1,-0.07767002438954995,44
tail05_anomaly1_0932_stop3_c5,block_2,0.21910817619671108,56
tail05_anomaly1_0932_stop3_c5,block_3,0.07051662896173252,59
tail05_anomaly1_0932_stop3_c10,block_1,-0.12067002438954999,44
tail05_anomaly1_0932_stop3_c10,block_2,0.1641081761967111,56
tail05_anomaly1_0932_stop3_c10,block_3,0.011516628961732486,59
tail05_anomaly1_0932_stop3_c20,block_1,-0.20667002438954998,44
tail05_anomaly1_0932_stop3_c20,block_2,0.05410817619671107,56
tail05_anomaly1_0932_stop3_c20,block_3,-0.10648337103826758,59
tail05_anomaly1_0932_auction_failure_c5,block_1,-0.10675814999984753,44
tail05_anomaly1_0932_auction_failure_c5,block_2,0.11915232549555058,56
tail05_anomaly1_0932_auction_failure_c5,block_3,-0.1783859171327406,59
tail05_anomaly1_0932_auction_failure_c10,block_1,-0.14975814999984755,44
tail05_anomaly1_0932_auction_failure_c10,block_2,0.06415232549555053,56
tail05_anomaly1_0932_auction_failure_c10,block_3,-0.23738591713274065,59
tail05_anomaly1_0932_auction_failure_c20,block_1,-0.23575814999984754,44
tail05_anomaly1_0932_auction_failure_c20,block_2,-0.04584767450444939,56
tail05_anomaly1_0932_auction_failure_c20,block_3,-0.3553859171327407,59
tail05_anomaly1_0933_none_c5,block_1,0.1436079314020839,44
tail05_anomaly1_0933_none_c5,block_2,0.28105081536665083,56
tail05_anomaly1_0933_none_c5,block_3,0.24062260971472252,59
tail05_anomaly1_0933_none_c10,block_1,0.10160793140208385,44
tail05_anomaly1_0933_none_c10,block_2,0.22805081536665084,56
tail05_anomaly1_0933_none_c10,block_3,0.1816226097147225,59
tail05_anomaly1_0933_none_c20,block_1,0.017607931402083846,44
tail05_anomaly1_0933_none_c20,block_2,0.12205081536665086,56
tail05_anomaly1_0933_none_c20,block_3,0.06362260971472247,59
tail05_anomaly1_0933_stop1_c5,block_1,-0.15421706234322738,44
tail05_anomaly1_0933_stop1_c5,block_2,0.31647487728426205,56
tail05_anomaly1_0933_stop1_c5,block_3,-0.17812718170521155,59
tail05_anomaly1_0933_stop1_c10,block_1,-0.19621706234322736,44
tail05_anomaly1_0933_stop1_c10,block_2,0.26347487728426205,56
tail05_anomaly1_0933_stop1_c10,block_3,-0.23712718170521152,59
tail05_anomaly1_0933_stop1_c20,block_1,-0.28021706234322735,44
tail05_anomaly1_0933_stop1_c20,block_2,0.15747487728426207,56
tail05_anomaly1_0933_stop1_c20,block_3,-0.35512718170521157,59
tail05_anomaly1_0933_stop2_c5,block_1,-0.09136031505448929,44
tail05_anomaly1_0933_stop2_c5,block_2,0.2967011707138184,56
tail05_anomaly1_0933_stop2_c5,block_3,-0.20885490531365303,59
tail05_anomaly1_0933_stop2_c10,block_1,-0.1333603150544893,44
tail05_anomaly1_0933_stop2_c10,block_2,0.24370117071381842,56
tail05_anomaly1_0933_stop2_c10,block_3,-0.2678549053136531,59
tail05_anomaly1_0933_stop2_c20,block_1,-0.2173603150544893,44
tail05_anomaly1_0933_stop2_c20,block_2,0.1377011707138185,56
tail05_anomaly1_0933_stop2_c20,block_3,-0.3858549053136531,59
tail05_anomaly1_0933_stop3_c5,block_1,0.017002761086895496,44
tail05_anomaly1_0933_stop3_c5,block_2,0.3121067008802217,56
tail05_anomaly1_0933_stop3_c5,block_3,0.15099464861882475,59
tail05_anomaly1_0933_stop3_c10,block_1,-0.02499723891310454,44
tail05_anomaly1_0933_stop3_c10,block_2,0.2591067008802217,56
tail05_anomaly1_0933_stop3_c10,block_3,0.0919946486188247,59
tail05_anomaly1_0933_stop3_c20,block_1,-0.10899723891310456,44
tail05_anomaly1_0933_stop3_c20,block_2,0.15310670088022169,56
tail05_anomaly1_0933_stop3_c20,block_3,-0.02600535138117532,59
tail05_anomaly1_0933_auction_failure_c5,block_1,-0.04741245676190256,44
tail05_anomaly1_0933_auction_failure_c5,block_2,0.09161909697891543,56
tail05_anomaly1_0933_auction_failure_c5,block_3,-0.1530154752862367,59
tail05_anomaly1_0933_auction_failure_c10,block_1,-0.08941245676190257,44
tail05_anomaly1_0933_auction_failure_c10,block_2,0.03861909697891541,56
tail05_anomaly1_0933_auction_failure_c10,block_3,-0.21201547528623677,59
tail05_anomaly1_0933_auction_failure_c20,block_1,-0.17341245676190256,44
tail05_anomaly1_0933_auction_failure_c20,block_2,-0.06738090302108453,56
tail05_anomaly1_0933_auction_failure_c20,block_3,-0.3300154752862367,59
tail05_anomaly1_0935_none_c5,block_1,0.12388612319987569,44
tail05_anomaly1_0935_none_c5,block_2,0.28692211866765327,56
tail05_anomaly1_0935_none_c5,block_3,0.26075811361798984,59
tail05_anomaly1_0935_none_c10,block_1,0.08088612319987565,44
tail05_anomaly1_0935_none_c10,block_2,0.23192211866765325,56
tail05_anomaly1_0935_none_c10,block_3,0.2017581136179898,59
tail05_anomaly1_0935_none_c20,block_1,-0.005113876800124331,44
tail05_anomaly1_0935_none_c20,block_2,0.12192211866765329,56
tail05_anomaly1_0935_none_c20,block_3,0.0837581136179898,59
tail05_anomaly1_0935_stop1_c5,block_1,-0.027351340276728725,44
tail05_anomaly1_0935_stop1_c5,block_2,0.10784376659383792,56
tail05_anomaly1_0935_stop1_c5,block_3,-0.26927697178371,59
tail05_anomaly1_0935_stop1_c10,block_1,-0.07035134027672872,44
tail05_anomaly1_0935_stop1_c10,block_2,0.05284376659383794,56
tail05_anomaly1_0935_stop1_c10,block_3,-0.32827697178370996,59
tail05_anomaly1_0935_stop1_c20,block_1,-0.15635134027672873,44
tail05_anomaly1_0935_stop1_c20,block_2,-0.05715623340616206,56
tail05_anomaly1_0935_stop1_c20,block_3,-0.44627697178371,59
tail05_anomaly1_0935_stop2_c5,block_1,-0.02513428625623354,44
tail05_anomaly1_0935_stop2_c5,block_2,0.26579586223529456,56
tail05_anomaly1_0935_stop2_c5,block_3,-0.09559143386552871,59
tail05_anomaly1_0935_stop2_c10,block_1,-0.06813428625623358,44
tail05_anomaly1_0935_stop2_c10,block_2,0.21079586223529456,56
tail05_anomaly1_0935_stop2_c10,block_3,-0.15459143386552876,59
tail05_anomaly1_0935_stop2_c20,block_1,-0.15413428625623354,44
tail05_anomaly1_0935_stop2_c20,block_2,0.10079586223529458,56
tail05_anomaly1_0935_stop2_c20,block_3,-0.27259143386552875,59
tail05_anomaly1_0935_stop3_c5,block_1,-0.09012100401867656,44
tail05_anomaly1_0935_stop3_c5,block_2,0.3000658176063079,56
tail05_anomaly1_0935_stop3_c5,block_3,0.1701971652647523,59
tail05_anomaly1_0935_stop3_c10,block_1,-0.1331210040186766,44
tail05_anomaly1_0935_stop3_c10,block_2,0.2450658176063079,56
tail05_anomaly1_0935_stop3_c10,block_3,0.11119716526475226,59
tail05_anomaly1_0935_stop3_c20,block_1,-0.21912100401867662,44
tail05_anomaly1_0935_stop3_c20,block_2,0.13506581760630793,56
tail05_anomaly1_0935_stop3_c20,block_3,-0.00680283473524777,59
tail05_anomaly1_0935_auction_failure_c5,block_1,-0.05404392004574782,44
tail05_anomaly1_0935_auction_failure_c5,block_2,0.17799252546708186,56
tail05_anomaly1_0935_auction_failure_c5,block_3,-0.15054766630774352,59
tail05_anomaly1_0935_auction_failure_c10,block_1,-0.09704392004574783,44
tail05_anomaly1_0935_auction_failure_c10,block_2,0.12299252546708188,56
tail05_anomaly1_0935_auction_failure_c10,block_3,-0.20954766630774357,59
tail05_anomaly1_0935_auction_failure_c20,block_1,-0.18304392004574782,44
tail05_anomaly1_0935_auction_failure_c20,block_2,0.012992525467081906,56
tail05_anomaly1_0935_auction_failure_c20,block_3,-0.32754766630774357,59
tail10_anomaly1_0931_none_c5,block_1,0.1316235779855678,76
tail10_anomaly1_0931_none_c5,block_2,0.4721065789625138,77
tail10_anomaly1_0931_none_c5,block_3,0.1810607176652159,80
tail10_anomaly1_0931_none_c10,block_1,0.05662357798556778,76
tail10_anomaly1_0931_none_c10,block_2,0.3951065789625138,77
tail10_anomaly1_0931_none_c10,block_3,0.10106071766521588,80
tail10_anomaly1_0931_none_c20,block_1,-0.09337642201443225,76
tail10_anomaly1_0931_none_c20,block_2,0.24110657896251378,77
tail10_anomaly1_0931_none_c20,block_3,-0.05893928233478411,80
tail10_anomaly1_0931_stop1_c5,block_1,-0.039261444595038344,76
tail10_anomaly1_0931_stop1_c5,block_2,0.1587686335069398,77
tail10_anomaly1_0931_stop1_c5,block_3,-0.2489495231986556,80
tail10_anomaly1_0931_stop1_c10,block_1,-0.11426144459503834,76
tail10_anomaly1_0931_stop1_c10,block_2,0.08176863350693979,77
tail10_anomaly1_0931_stop1_c10,block_3,-0.32894952319865556,80
tail10_anomaly1_0931_stop1_c20,block_1,-0.26426144459503836,76
tail10_anomaly1_0931_stop1_c20,block_2,-0.07223136649306025,77
tail10_anomaly1_0931_stop1_c20,block_3,-0.4889495231986556,80
tail10_anomaly1_0931_stop2_c5,block_1,-0.04060968771441756,76
tail10_anomaly1_0931_stop2_c5,block_2,0.26396950688731363,77
tail10_anomaly1_0931_stop2_c5,block_3,-0.044559465036429324,80
tail10_anomaly1_0931_stop2_c10,block_1,-0.11560968771441754,76
tail10_anomaly1_0931_stop2_c10,block_2,0.18696950688731356,77
tail10_anomaly1_0931_stop2_c10,block_3,-0.1245594650364294,80
tail10_anomaly1_0931_stop2_c20,block_1,-0.26560968771441756,76
tail10_anomaly1_0931_stop2_c20,block_2,0.03296950688731361,77
tail10_anomaly1_0931_stop2_c20,block_3,-0.28455946503642937,80
tail10_anomaly1_0931_stop3_c5,block_1,0.12058099377693235,76
tail10_anomaly1_0931_stop3_c5,block_2,0.4202731174282521,77
tail10_anomaly1_0931_stop3_c5,block_3,0.022313084759511603,80
tail10_anomaly1_0931_stop3_c10,block_1,0.04558099377693232,76
tail10_anomaly1_0931_stop3_c10,block_2,0.343273117428252,77
tail10_anomaly1_0931_stop3_c10,block_3,-0.05768691524048841,80
tail10_anomaly1_0931_stop3_c20,block_1,-0.10441900622306774,76
tail10_anomaly1_0931_stop3_c20,block_2,0.18927311742825198,77
tail10_anomaly1_0931_stop3_c20,block_3,-0.21768691524048842,80
tail10_anomaly1_0931_auction_failure_c5,block_1,0.019060335378571186,76
tail10_anomaly1_0931_auction_failure_c5,block_2,0.2269243180192197,77
tail10_anomaly1_0931_auction_failure_c5,block_3,-0.1634667786593497,80
tail10_anomaly1_0931_auction_failure_c10,block_1,-0.055939664621428783,76
tail10_anomaly1_0931_auction_failure_c10,block_2,0.14992431801921965,77
tail10_anomaly1_0931_auction_failure_c10,block_3,-0.24346677865934968,80
tail10_anomaly1_0931_auction_failure_c20,block_1,-0.20593966462142882,76
tail10_anomaly1_0931_auction_failure_c20,block_2,-0.004075681980780333,77
tail10_anomaly1_0931_auction_failure_c20,block_3,-0.40346677865934977,80
tail10_anomaly1_0932_none_c5,block_1,0.14487665283943774,76
tail10_anomaly1_0932_none_c5,block_2,0.3617275119669235,77
tail10_anomaly1_0932_none_c5,block_3,0.2023995251447836,80
tail10_anomaly1_0932_none_c10,block_1,0.06987665283943771,76
tail10_anomaly1_0932_none_c10,block_2,0.2857275119669235,77
tail10_anomaly1_0932_none_c10,block_3,0.12339952514478357,80
tail10_anomaly1_0932_none_c20,block_1,-0.08012334716056232,76
tail10_anomaly1_0932_none_c20,block_2,0.13372751196692348,77
