variant,month,net_pnl
tail05_all_0931_none_c5,2024-11,-0.045355904481716794
tail05_all_0931_none_c5,2024-12,-0.04664850449361731
tail05_all_0931_none_c5,2025-01,-0.02228061263791606
tail05_all_0931_none_c5,2025-02,0.06405125369996317
tail05_all_0931_none_c5,2025-03,-0.024134695009502216
tail05_all_0931_none_c5,2025-04,0.21792937713908775
tail05_all_0931_none_c5,2025-05,0.16455417251615106
tail05_all_0931_none_c5,2025-06,-0.010023267355037
tail05_all_0931_none_c5,2025-07,-0.012927113248135738
tail05_all_0931_none_c5,2025-08,0.034507002030155366
tail05_all_0931_none_c5,2025-09,0.11347349631480053
tail05_all_0931_none_c5,2025-10,-0.03983897969972178
tail05_all_0931_none_c5,2025-11,0.024525761652780018
tail05_all_0931_none_c5,2025-12,-0.0032633088932647212
tail05_all_0931_none_c5,2026-01,-0.012619536462814614
tail05_all_0931_none_c5,2026-02,0.008159640423968995
tail05_all_0931_none_c5,2026-03,0.1266034581441021
tail05_all_0931_none_c5,2026-04,0.13482124819114802
tail05_all_0931_none_c10,2024-11,-0.0533559044817168
tail05_all_0931_none_c10,2024-12,-0.055648504493617315
tail05_all_0931_none_c10,2025-01,-0.03128061263791605
tail05_all_0931_none_c10,2025-02,0.05505125369996318
tail05_all_0931_none_c10,2025-03,-0.03713469500950222
tail05_all_0931_none_c10,2025-04,0.20792937713908774
tail05_all_0931_none_c10,2025-05,0.15555417251615108
tail05_all_0931_none_c10,2025-06,-0.020023267355037008
tail05_all_0931_none_c10,2025-07,-0.023927113248135748
tail05_all_0931_none_c10,2025-08,0.023507002030155356
tail05_all_0931_none_c10,2025-09,0.10347349631480052
tail05_all_0931_none_c10,2025-10,-0.055838979699721784
tail05_all_0931_none_c10,2025-11,0.012525761652780009
tail05_all_0931_none_c10,2025-12,-0.018263308893264718
tail05_all_0931_none_c10,2026-01,-0.028619536462814617
tail05_all_0931_none_c10,2026-02,0.00015964042396899615
tail05_all_0931_none_c10,2026-03,0.11360345814410208
tail05_all_0931_none_c10,2026-04,0.12182124819114801
tail05_all_0931_none_c20,2024-11,-0.06935590448171682
tail05_all_0931_none_c20,2024-12,-0.07364850449361732
tail05_all_0931_none_c20,2025-01,-0.049280612637916055
tail05_all_0931_none_c20,2025-02,0.03705125369996318
tail05_all_0931_none_c20,2025-03,-0.06313469500950222
tail05_all_0931_none_c20,2025-04,0.18792937713908775
tail05_all_0931_none_c20,2025-05,0.13755417251615107
tail05_all_0931_none_c20,2025-06,-0.04002326735503701
tail05_all_0931_none_c20,2025-07,-0.045927113248135754
tail05_all_0931_none_c20,2025-08,0.0015070020301553716
tail05_all_0931_none_c20,2025-09,0.08347349631480053
tail05_all_0931_none_c20,2025-10,-0.08783897969972176
tail05_all_0931_none_c20,2025-11,-0.011474238347219997
tail05_all_0931_none_c20,2025-12,-0.048263308893264724
tail05_all_0931_none_c20,2026-01,-0.06061953646281461
tail05_all_0931_none_c20,2026-02,-0.015840359576031
tail05_all_0931_none_c20,2026-03,0.08760345814410209
tail05_all_0931_none_c20,2026-04,0.09582124819114801
tail05_all_0931_stop1_c5,2024-11,-0.07307993748927005
tail05_all_0931_stop1_c5,2024-12,-0.061942823796656665
tail05_all_0931_stop1_c5,2025-01,-0.06209030213029437
tail05_all_0931_stop1_c5,2025-02,-0.04178391343418264
