clock,extra_slippage_bps_per_side,net_simple_return,maximum_drawdown,positive_months,negative_months,monthly_median,worst_month,best_month
0930,0,0.40856101344631157,0.07416866793622538,10,2,0.025044811947838988,-0.043038412953205485,0.11063633013026722
0930,2,0.40186655419538997,0.07471796524005471,10,2,0.024517819852856976,-0.0435816543074783,0.11003364576583938
0930,5,0.3918248653190076,0.07554735896956628,10,2,0.023727331710383964,-0.04439651633888753,0.10912961921919764
0930,10,0.3750887171917037,0.0769444026321756,10,2,0.02240985147292894,-0.0457546197245696,0.10762290830812807
0940,0,0.4063216813379624,0.07194205434338427,10,2,0.026999549271497735,-0.04081705058325999,0.1140358364762202
0940,2,0.3996272220870408,0.072481110365937,10,2,0.026472557176515726,-0.04136029193753281,0.11343315211179238
0940,5,0.3895855332106585,0.07329499738581961,10,2,0.025682069034042715,-0.04217515396894203,0.11252912556515063
0940,10,0.3728493850833545,0.07466580376041028,10,2,0.02436458879658769,-0.0435332573546241,0.11102241465408105
