variant,parent,family,allocation,breadth,market_state,cost_bps_per_side,full_net_simple_return,standard_max_drawdown,max_recovery_days,recovery_unresolved,parent_valid_events,eligible_events,allocated_events,active_days,symbol_count_recent,top_5_day_profit_share,top_10_day_profit_share,top_symbol_profit_share,average_month_18m,negative_months_18m,zero_months_18m,average_month_15m,negative_months_15m,zero_months_15m,average_month_12m,negative_months_12m,zero_months_12m
tail10_anomaly1_market_state_top1_reclaim_all_trend_down_c10,tail10_anomaly1,market_state,top1_reclaim,all,trend_down,10,0.5473024912855313,0.07366849906671843,5.0,False,453,166,79,79,54,0.6770973698147509,1.0683127527437088,0.21320506500094108,0.030405693960307296,6,3,0.043250175613783144,3,3,0.03315244225326535,2,3
tail10_anomaly1_market_state_equal_all_vol_high_c10,tail10_anomaly1,market_state,equal,all,vol_high,10,0.6504522736977872,0.0915850046104365,5.0,False,453,231,231,122,95,0.562209406689939,0.8846446439103429,0.17471523011916107,0.03613623742765485,5,3,0.04562604394822174,3,3,0.037239964457779634,2,3
tail10_anomaly1_market_state_top1_reclaim_all_vol_high_c10,tail10_anomaly1,market_state,top1_reclaim,all,vol_high,10,0.8205773143023902,0.06603953333168307,5.0,False,453,231,122,122,73,0.4873076778411772,0.8259281331202762,0.1532796281725504,0.045587628572355016,5,3,0.05723632130630676,2,3,0.04642817876261171,2,3
tail10_anomaly1_market_state_equal_all_vol_low_c10,tail10_anomaly1,market_state,equal,all,vol_low,10,-0.09766139908448988,0.1965075652669853,196.0,False,453,222,222,110,89,,,,-0.005425633282471655,8,4,0.003348947022533032,6,3,0.0041073102611978475,5,2
tail10_anomaly1_market_state_top1_reclaim_all_vol_low_c10,tail10_anomaly1,market_state,top1_reclaim,all,vol_low,10,-0.12229016597132447,0.28439405752541674,226.0,False,453,222,110,110,66,,,,-0.006793898109518023,6,4,0.0037920833252992427,4,3,0.009394157408572927,2,2
tail10_anomaly1_allocation_equal_all_all_c20,tail10_anomaly1,allocation,equal,all,all,20,0.08879087461329738,0.3332779870364941,34.0,False,453,453,453,232,105,4.005934037983745,6.580498435826443,1.1529929941717116,0.004932826367405421,9,0,0.023374990970754777,6,0,0.015180608052310812,4,0
tail10_anomaly1_allocation_top1_reclaim_all_all_c20,tail10_anomaly1,allocation,top1_reclaim,all,all,20,0.2342871483310657,0.41740975740166397,69.0,False,453,453,232,232,91,1.8818222852874136,3.0570223363692035,0.4942108725260419,0.013015952685059218,8,0,0.03542840463160601,5,0,0.02965566950451799,3,0
tail10_anomaly1_allocation_top1_auction_anomaly_all_all_c20,tail10_anomaly1,allocation,top1_auction_anomaly,all,all,20,0.2234628420450286,0.28901084249573106,65.0,False,453,453,232,232,95,1.7163285830480437,2.7954419782865405,0.5181499301570801,0.012414602335834933,8,0,0.03199823400303435,5,0,0.01837689319789362,5,0
tail10_anomaly1_allocation_top1_composite_all_all_c20,tail10_anomaly1,allocation,top1_composite,all,all,20,0.08538699275022439,0.48546211690998475,186.0,False,453,453,232,232,92,4.565533144233984,7.4861194697521345,1.356029206193468,0.004743721819456919,8,0,0.03133329291205952,5,0,0.025130340617759123,3,0
tail10_anomaly1_breadth_equal_singleton_all_c20,tail10_anomaly1,breadth,equal,singleton,all,20,0.3301155713292153,0.14052998546857123,70.0,False,453,100,100,100,65,0.9632357206908313,1.488303526882988,0.2889853036039274,0.01833975396273419,7,0,0.030864207968983794,4,0,0.020480014026647484,4,0
tail10_anomaly1_breadth_top1_reclaim_singleton_all_c20,tail10_anomaly1,breadth,top1_reclaim,singleton,all,20,0.3301155713292153,0.14052998546857123,70.0,False,453,100,100,100,65,0.9632357206908313,1.488303526882988,0.2889853036039274,0.01833975396273419,7,0,0.030864207968983794,4,0,0.020480014026647484,4,0
tail10_anomaly1_breadth_equal_clustered_all_c20,tail10_anomaly1,breadth,equal,clustered,all,20,-0.24132469671591789,0.35338298682041724,,True,453,353,353,132,102,,,,-0.013406927595328768,11,0,-0.007489216998229025,8,0,-0.0052994059743366765,6,0
tail10_anomaly1_breadth_top1_reclaim_clustered_all_c20,tail10_anomaly1,breadth,top1_reclaim,clustered,all,20,-0.09582842299814956,0.3458322207249157,,True,453,353,132,132,74,,,,-0.00532380127767497,9,0,0.004564196662622211,6,0,0.009175655477870494,4,0
tail10_anomaly1_market_state_equal_all_trend_up_c20,tail10_anomaly1,market_state,equal,all,trend_up,20,-0.1840869764410144,0.2770911157558208,,True,453,287,287,153,96,,,,-0.010227054246723015,11,0,0.0005655837514787515,8,0,0.0008225956934776192,7,0
tail10_anomaly1_market_state_top1_reclaim_all_trend_up_c20,tail10_anomaly1,market_state,top1_reclaim,all,trend_up,20,-0.1550153429544656,0.3344273136965192,242.0,False,453,287,153,153,81,,,,-0.008611963497470298,9,0,0.0012448956844895319,6,0,0.004169893917919298,5,0
tail10_anomaly1_market_state_equal_all_trend_down_c20,tail10_anomaly1,market_state,equal,all,trend_down,20,0.2728778510543117,0.11161889137867466,5.0,False,453,166,166,79,80,1.1963679049531033,1.7838532112401815,0.2740775557225984,0.015159880614128433,7,3,0.022809407219276025,4,3,0.014358012358833194,3,3
tail10_anomaly1_market_state_top1_reclaim_all_trend_down_c20,tail10_anomaly1,market_state,top1_reclaim,all,trend_down,20,0.3893024912855313,0.09465777683594927,5.0,False,453,166,79,79,54,0.926213125818481,1.4505178972373114,0.29459781480204245,0.021627916182529523,6,3,0.03418350894711648,3,3,0.025485775586598685,2,3
tail10_anomaly1_market_state_equal_all_vol_high_c20,tail10_anomaly1,market_state,equal,all,vol_high,20,0.40645227369778725,0.1448345398539554,7.0,False,453,231,231,122,95,0.8751098465750597,1.3665051372280606,0.26221344770534616,0.022580681872099297,6,3,0.03242604394822174,4,3,0.02457329779111296,3,3
tail10_anomaly1_market_state_top1_reclaim_all_vol_high_c20,tail10_anomaly1,market_state,top1_reclaim,all,vol_high,20,0.5765773143023902,0.12872385315352075,5.0,False,453,231,122,122,73,0.6761862040887988,1.1407626921264333,0.20427058557723787,0.032032073016799466,7,3,0.04403632130630676,4,3,0.03376151209594505,3,3
tail10_anomaly1_market_state_equal_all_vol_low_c20,tail10_anomaly1,market_state,equal,all,vol_low,20,-0.31766139908449,0.3165576702960184,,True,453,222,222,110,89,,,,-0.017647855504693877,9,4,-0.009051052977466967,7,3,-0.00939268973880215,6,2
tail10_anomaly1_market_state_top1_reclaim_all_vol_low_c20,tail10_anomaly1,market_state,top1_reclaim,all,vol_low,20,-0.3422901659713246,0.3883764554744846,,True,453,222,110,110,66,,,,-0.01901612033174024,7,4,-0.008607916674700752,5,3,-0.0041058425914270716,3,2
