variant,symbol,trades,net_return,mean_net_trade_bps
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,SOXL,56,0.4485295937812367,80.09457031807798
SMH_SOXL_SOXS_reversal_t60_h15_none_ov0,SOXS,91,-0.25269722213770607,-27.768925509638027
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,SOXL,48,0.5363370465554937,111.7368846990612
SMH_SOXL_SOXS_reversal_t50_h20_none_ov20,SOXS,60,0.11638654190553709,19.39775698425618
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,SQQQ,119,0.12681136068129834,10.656416863974652
QQQ_TQQQ_SQQQ_reversal_t40_h15_one_bar_opposite_ov0,TQQQ,87,0.4928048601186585,56.644236795248105
