campaign_id,run_id,variant_id,panel,execution_lag_bars,cost_bps_per_side,net_simple_return,gross_simple_return,total_cost,entries,position_change_count,active_days,green_days,red_days,average_gross_exposure,maximum_gross_exposure,total_turnover,profitable_symbols,loss_symbols,top5_symbol_positive_share,top5_day_positive_share,best_symbol,best_symbol_pnl,leave_best_symbol_out_return,unavailable_entry_positions,missing_return_positions,monthly_average,monthly_median,positive_months,negative_months,inactive_months,maximum_drawdown,drawdown_peak_date,drawdown_trough_date,drawdown_recovery_sessions,ending_drawdown,recent12_months_observed,recent12_average_month,recent12_median_month,recent12_positive_months,recent12_negative_months,recent12_inactive_months,recent15_months_observed,recent15_average_month,recent15_median_month,recent15_positive_months,recent15_negative_months,recent15_inactive_months,recent18_months_observed,recent18_average_month,recent18_median_month,recent18_positive_months,recent18_negative_months,recent18_inactive_months,holding,metadata_json
CAM-0619,RUN-0013,sector__mom252_skip21__top1__winnerma200,etf,1,-1.0,1.3801532162453025,1.3756532162453028,-0.0045000000000000005,23,45,1502,854,641,0.8198689956331878,1.0,45.0,6,1,0.9947803448511525,0.0272668345501715,XLK,0.5269340082433239,0.8532192080019786,0,0,0.0156835592755148,0.006991285993732683,50,24,14,0.24390192843096567,2020-03-02,2020-03-20,60.0,0.03858450768964915,12,0.007882407445257924,0.005161936262181553,7,5,0,15,0.008748669406969667,0.01089017117656934,10,5,0,18,0.009066457569711217,0.011792367190356322,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom252_skip21_top1"", ""winner_ma"": 200}"
CAM-0619,RUN-0013,sector__mom63_skip0__top1__winnerma100,etf,1,-1.0,1.325663398714651,1.316963398714651,-0.008700000000000001,44,87,1605,882,717,0.8760917030567685,1.0,87.0,9,2,0.9375414876840386,0.0313901784939185,XLE,0.5928309296252816,0.7328324690893695,0,0,0.01506435680357558,0.007374742880965741,52,29,7,0.1737509877313405,2022-06-07,2022-12-09,188.0,0.0218846799714594,12,0.030977724639361177,0.029215483619473202,8,4,0,15,0.008632601240663205,0.002626015721394648,8,7,0,18,0.01467333088074688,0.011093430330609222,11,7,0,open_to_next_open,"{""matched_plain_variant"": ""mom63_skip0_top1"", ""winner_ma"": 100}"
CAM-0619,RUN-0013,sector__mom252_skip21__top1__winnerma150,etf,1,-1.0,1.2618620094690742,1.2565620094690741,-0.005300000000000001,27,53,1502,846,651,0.8198689956331878,1.0,53.0,6,3,0.9948853860920602,0.027950137212612695,XLK,0.4266928258330407,0.8351691836360335,0,0,0.014339341016694025,0.00640961772826789,49,25,14,0.24390192843096567,2020-03-02,2020-03-20,60.0,0.06190288433769649,12,0.0034047102871653007,0.005161936262181553,7,5,0,15,0.005166511680495569,0.01089017117656934,10,5,0,18,0.0060813261309828025,0.011792367190356322,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom252_skip21_top1"", ""winner_ma"": 150}"
CAM-0619,RUN-0013,sector__mom252_skip21__top1__winnerma100,etf,1,-1.0,1.197065027374538,1.1911650273745382,-0.005900000000000001,30,59,1440,809,628,0.7860262008733624,1.0,59.0,6,3,0.9284844812793932,0.02844682966285732,XLK,0.42477766664087,0.772287360733668,0,0,0.013603011674710662,0.0014630078606973232,47,25,16,0.16950932317432885,2022-06-07,2023-10-26,323.0,0.06361242091574434,12,0.0034047102871653007,0.005161936262181553,7,5,0,15,0.005166511680495569,0.01089017117656934,10,5,0,18,0.0060813261309828025,0.011792367190356322,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom252_skip21_top1"", ""winner_ma"": 100}"
CAM-0619,RUN-0013,sector__mom63_skip0__top1__winnerma150,etf,1,-1.0,1.154400996095419,1.1463009960954187,-0.0081,41,81,1583,867,710,0.8640829694323144,1.0,81.0,7,3,0.9511287167132669,0.03095952221968268,XLE,0.5796287234301185,0.5747722726653004,0,0,0.013118193137447942,0.0021050641578344124,48,31,9,0.2904678742450255,2020-02-19,2020-03-20,108.0,0.023583357198636398,12,0.030977724639361177,0.029215483619473202,8,4,0,15,0.008632601240663205,0.002626015721394648,8,7,0,18,0.01467333088074688,0.011093430330609222,11,7,0,open_to_next_open,"{""matched_plain_variant"": ""mom63_skip0_top1"", ""winner_ma"": 150}"
CAM-0619,RUN-0013,sector__mom126_skip0__top1__winnerma200,etf,1,-1.0,1.1486854400478277,1.1417854400478276,-0.0069,35,69,1580,871,698,0.8624454148471615,1.0,69.0,4,4,1.0,0.030395371664805496,XLK,0.6731793601535164,0.47550607989431126,0,0,0.01305324363690713,0.007474742880965741,50,28,10,0.308041641158784,2020-01-23,2020-03-20,90.0,0.023644606227297107,12,0.0357269774385992,0.03455818249300881,9,3,0,15,0.0219289316580098,0.019569112476060545,9,6,0,18,0.0216452455119747,0.016745601279922206,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom126_skip0_top1"", ""winner_ma"": 200}"
CAM-0619,RUN-0013,sector__mom63_skip0__top1__winnerma200,etf,1,-1.0,1.1245195397312684,1.1166195397312682,-0.0079,40,79,1540,841,694,0.8406113537117904,1.0,79.0,7,3,0.9498676165272675,0.03148357134723372,XLE,0.5796287234301185,0.5448908163011499,0,0,0.012778631133309865,0.0008420562971370886,47,30,11,0.2982807848780069,2020-02-19,2020-03-20,108.0,0.023907128089925213,12,0.030977724639361177,0.029215483619473202,8,4,0,15,0.008632601240663205,0.002626015721394648,8,7,0,18,0.01467333088074688,0.011093430330609222,11,7,0,open_to_next_open,"{""matched_plain_variant"": ""mom63_skip0_top1"", ""winner_ma"": 200}"
CAM-0619,RUN-0013,sector__mom126_skip0__top1__winnerma150,etf,1,-1.0,1.089834401407992,1.0827344014079916,-0.0071,36,71,1623,891,719,0.8859170305676856,1.0,71.0,5,4,1.0000000000000002,0.030164153419435645,XLK,0.5550621217893572,0.5347722796186347,0,0,0.012384481834181725,0.009327619661677238,51,29,8,0.30598739724994045,2020-01-23,2020-03-20,90.0,0.0242942768009822,12,0.033843406318202096,0.024660299382966055,9,3,0,15,0.020422074761692124,0.01656202525138086,9,6,0,18,0.02038953143170997,0.015242057667582364,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom126_skip0_top1"", ""winner_ma"": 150}"
CAM-0619,RUN-0013,sector__mom63_skip0__top3__winnerma100,etf,1,-1.0,1.0122162402757433,1.0047306362749526,-0.007485604000790687,102,325,1605,899,709,0.8760917030567685,1.0000000000000002,74.85604000790687,9,2,0.8144450273369178,0.03672845215668707,XLK,0.3305775377154855,0.6816387025602578,0,0,0.011502457275860719,0.008895881549679298,53,28,7,0.1495077474329087,2022-04-19,2022-11-02,175.0,0.007266953400936399,12,0.019993893060141227,0.015837192184448734,10,2,0,15,0.010160277453106896,0.010919591495474994,11,4,0,18,0.014530708132372542,0.013330046130341775,13,5,0,open_to_next_open,"{""matched_plain_variant"": ""mom63_skip0_top3"", ""winner_ma"": 100}"
CAM-0619,RUN-0013,sector__mom126_skip0__top1__winnerma100,etf,1,-1.0,0.9109436756169287,0.9032436756169285,-0.0077,39,77,1583,867,705,0.8640829694323144,1.0,77.0,5,4,1.0,0.02908169599156249,XLK,0.7205763059869735,0.19036736962995515,0,0,0.0103516326774651,0.005728662673163205,51,29,8,0.23276543075888811,2022-06-07,2023-03-23,428.0,0.026508269485681458,12,0.033843406318202096,0.024660299382966055,9,3,0,15,0.011587192242183497,0.01656202525138086,9,6,0,18,0.013027129332119445,0.015242057667582364,12,6,0,open_to_next_open,"{""matched_plain_variant"": ""mom126_skip0_top1"", ""winner_ma"": 100}"
